Serial_No,Time,Fin,Ca0,Cb0,T0,Q,Tcin,Fc,Ca,Cb,Cc,Cd,T,Tc,h,Xa
12,11,0.559999333,100,100,333,0,300,0.001,26.889107422797434,26.88910742279743,73.11089257706622,73.11089257706622,333.8673554996785,300.1188612578659,3.347839713893672,73.11089257720256
13,12,0.559999333,100,100,333,0,300,0.001,25.916570956090098,25.916570956090094,74.0834290437841,74.0834290437841,333.8789862195381,300.1286444321628,3.625972176645062,74.0834290439099
14,13,0.559999333,100,100,333,0,300,0.001,25.044238858083265,25.044238858083258,74.95576114179994,74.95576114179994,333.8894186595946,300.1384035500092,3.9040315906019876,74.95576114191674
15,14,0.559999333,100,100,333,0,300,0.001,24.255934189306934,24.255934189306927,75.74406581058409,75.74406581058409,333.8988462718488,300.148138350897,4.182020626955481,75.74406581069306
16,15,0.559999333,100,100,333,0,300,0.001,23.538919929987518,23.538919929987518,76.46108006991035,76.46108006991035,333.90742137164597,300.1578486263561,4.459941684724864,76.46108007001249
17,16,0.559999333,100,100,333,0,300,0.001,22.883012117938534,22.883012117938534,77.11698788196537,77.11698788196537,333.91526574337263,300.16753420920475,4.737796934074261,77.11698788206147
18,17,0.559999333,100,100,333,0,300,0.001,22.279957206176277,22.279957206176277,77.720042793733,77.720042793733,333.9224780864254,300.17719496549245,5.015588350548549,77.72004279382372
19,18,0.559999333,100,100,333,0,300,0.001,21.72298545129496,21.72298545129496,78.27701454861912,78.27701454861912,333.92913935607857,300.1868307883541,5.293317742539428,78.27701454870504
20,19,0.559999333,100,100,333,0,300,0.001,21.206484420304292,21.206484420304292,78.79351557961411,78.79351557961411,333.9353166678925,300.19644159324787,5.570986773611732,78.79351557969571
21,20,0.559999333,100,100,333,0,300,0.001,20.725756227052987,20.725756227052987,79.27424377286931,79.27424377286931,333.94106620082596,300.2060273142146,5.848596980864422,79.27424377294702
22,21,0.559999333,100,100,333,0,300,0.001,20.276834256166143,20.276834256166143,79.72316574375971,79.72316574375971,333.946435388958,300.21558790090234,6.126149790188488,79.72316574383386
23,22,0.559999333,100,100,333,0,300,0.001,19.856342882604896,19.856342882604896,80.14365711732421,80.14365711732421,333.95146459904,300.2251233161724,6.4036465290652105,80.14365711739511
24,23,0.559999333,100,100,333,0,300,0.001,19.4613887532692,19.4613887532692,80.53861124666287,80.53861124666287,333.956188430609,300.2346335341546,6.681088437392367,80.5386112467308
25,24,0.559999333,100,100,333,0,300,0.001,19.089475566840594,19.089475566840594,80.91052443309421,80.91052443309421,333.9606367350951,300.24411853865155,6.958476676712704,80.91052443315941
26,25,0.559999333,100,100,333,0,300,0.001,18.738436575161135,18.738436575161135,81.2615634247762,81.2615634247762,333.9648354230034,300.2535783218188,7.235812338135693,81.26156342483887
27,26,0.559999333,100,100,333,0,300,0.001,18.406380608328032,18.406380608328032,81.59361939161164,81.59361939161164,333.9688071093726,300.2630128830649,7.51309644918127,81.59361939167196
28,27,0.559999333,100,100,333,0,300,0.001,18.091648532760853,18.091648532760853,81.90835146718099,81.90835146718099,333.9725716344695,300.2724222281272,7.790329979727173,81.90835146723914
29,28,0.559999333,100,100,333,0,300,0.001,17.792777838950055,17.792777838950055,82.20722216099381,82.20722216099381,333.97614648726443,300.2818063682911,8.06751384720543,82.20722216104994
30,29,0.559999333,100,100,333,0,300,0.001,17.50847362315061,17.50847362315061,82.49152637679514,82.49152637679514,333.9795471524449,300.29116531972585,8.344648921165653,82.4915263768494
31,30,0.559999333,100,100,333,0,300,0.001,17.237584641379698,17.237584641379698,82.76241535856781,82.76241535856781,333.982787396772,300.3004991029166,8.621736027301042,82.7624153586203
32,31,0.559999333,100,100,333,0,300,0.001,16.979083419654863,16.979083419654863,83.0209165802943,83.0209165802943,333.98587950692956,300.3098077421758,8.898775951015777,83.02091658034513
33,32,0.559999333,100,100,333,0,300,0.001,16.732049632300388,16.732049632300388,83.26795036765033,83.26795036765033,333.98883448829343,300.319091265221,9.175769440598891,83.26795036769961
34,33,0.559999333,100,100,333,0,300,0.001,16.49565613178636,16.49565613178636,83.50434386816582,83.50434386816582,333.9916622319912,300.32834970280874,9.452717210058726,83.50434386821364
35,34,0.559999333,100,100,333,0,300,0.001,16.269157144030345,16.269157144030345,83.73084285592321,83.73084285592321,333.9943716560674,300.3375830884146,9.72961994166326,83.73084285596966
36,35,0.559999333,100,100,333,0,300,0.001,16.051878243120814,16.051878243120814,83.94812175683404,83.94812175683404,333.9969708253689,300.3467914579535,10.006478288224438,83.94812175687919
37,36,0.559999333,100,100,333,0,300,0.001,15.843207796738817,15.843207796738817,84.15679220321726,84.15679220321726,333.99946705384355,300.3559748495339,10.283292875158738,84.15679220326118
38,37,0.559999333,100,100,333,0,300,0.001,15.642589633774206,15.642589633774206,84.35741036618303,84.35741036618303,334.00186699222286,300.3651333032407,10.560064302351403,84.35741036622579
39,38,0.559999333,100,100,333,0,300,0.001,15.449516732874153,15.449516732874153,84.55048326708419,84.55048326708419,334.0041767034965,300.37426686094346,10.836793145847755,84.55048326712584
40,39,0.559999333,100,100,333,0,300,0.001,15.263525767973562,15.263525767973562,84.73647423198584,84.73647423198584,334.0064017281382,300.38337556612544,11.113479959391666,84.73647423202644
41,40,0.559999333,100,100,333,0,300,0.001,15.084192376516583,15.084192376516583,84.91580762344381,84.91580762344381,334.00854714068976,300.39245946373217,11.390125275828524,84.91580762348342
42,41,0.559999333,100,100,333,0,300,0.001,14.911127039798288,14.911127039798288,85.08887296016306,85.08887296016306,334.0106175990249,300.40151860003544,11.666729608387651,85.08887296020171
43,42,0.559999333,100,100,333,0,300,0.001,14.743971483935107,14.743971483935107,85.25602851602714,85.25602851602714,334.0126173873876,300.4105530225119,11.943293451857178,85.25602851606489
44,43,0.559999333,100,100,333,0,300,0.001,14.582395525403667,14.582395525403667,85.41760447455944,85.41760447455944,334.0145504541134,300.4195627797339,12.219817283662689,85.41760447459633
45,44,0.559999333,100,100,333,0,300,0.001,14.426094297632932,14.426094297632932,85.573905702331,85.573905702331,334.01642044479513,300.42854792127093,12.496301564859566,85.57390570236707
46,45,0.559999333,100,100,333,0,300,0.001,14.274785805384642,14.274785805384642,85.72521419458008,85.72521419458008,334.0182307315275,300.4375084976012,12.772746741047678,85.72521419461536
47,46,0.559999333,100,100,333,0,300,0.001,14.128208762071033,14.128208762071033,85.87179123789444,85.87179123789444,334.01998443876937,300.4464445600311,13.049153243216093,85.87179123792896
48,47,0.559999333,100,100,333,0,300,0.001,13.98612067209726,13.98612067209726,86.01387932786895,86.01387932786895,334.02168446627513,300.45535616062267,13.325521488524512,86.01387932790274
49,48,0.6,100,100,333,0,300,0.001,13.957524817073315,13.957524817073315,86.04247518289364,86.04247518289364,334.0220375034298,300.4642431473262,13.621850854552433,86.04247518292668
50,49,0.6,100,100,333,0,300,0.001,13.900702575166127,13.900702575166127,86.09929742480153,86.09929742480153,334.02272774220995,300.4731054525663,13.918140077548555,86.09929742483388
51,50,0.6,100,100,333,0,300,0.001,13.824332365783343,13.824332365783343,86.17566763418499,86.17566763418499,334.02365139979406,300.4819432296906,14.214389592494822,86.17566763421665
52,51,0.6,100,100,333,0,300,0.001,13.73468297231798,13.73468297231798,86.26531702765101,86.26531702765101,334.02473351498827,300.49075660515587,14.510599820642827,86.26531702768202
53,52,0.6,100,100,333,0,300,0.001,13.636267304863836,13.636267304863836,86.36373269510578,86.36373269510578,334.02592012817627,300.4995456859839,14.806771170221333,86.36373269513616
54,53,0.6,100,100,333,0,300,0.001,13.532324828052273,13.532324828052273,86.46767517191795,86.46767517191795,334.0271725107468,300.50831056518126,15.102904037093756,86.46767517194773
55,54,0.6,100,100,333,0,300,0.001,13.425173929907006,13.425173929907006,86.57482607006379,86.57482607006379,334.02846295025904,300.5170513256637,15.398998805370109,86.574826070093
56,55,0.6,100,100,333,0,300,0.001,13.316467694232974,13.316467694232974,86.68353230573838,86.68353230573838,334.02977169106964,300.52576804309257,15.695055847977365,86.68353230576703
57,56,0.6,100,100,333,0,300,0.001,13.207378900119483,13.207378900119483,86.79262109985241,86.79262109985241,334.03108472152365,300.5344607879227,15.991075527191798,86.79262109988052
58,57,0.6,100,100,333,0,300,0.001,13.098733602606393,13.098733602606393,86.90126639736602,86.90126639736602,334.03239217619904,300.5431296268808,16.287058195136517,86.90126639739361
59,58,0.6,100,100,333,0,300,0.001,12.991107540662691,12.991107540662691,87.00889245931022,87.00889245931022,334.0336871827944,300.55177462403225,16.583004194247042,87.0088924593373
60,59,0.6,100,100,333,0,300,0.001,12.884895742079896,12.884895742079896,87.11510425789349,87.11510425789349,334.0349650296216,300.5603958415515,16.87891385770755,87.11510425792011
61,60,0.6,100,100,333,0,300,0.001,12.780362822055583,12.780362822055583,87.21963717791827,87.21963717791827,334.0362225640287,300.5689933402777,17.17478750986007,87.21963717794442
62,61,0.6,100,100,333,0,300,0.001,12.677679374379139,12.677679374379139,87.32232062559517,87.32232062559517,334.03745775717255,300.5775671801154,17.470625466588828,87.32232062562086
63,62,0.6,100,100,333,0,300,0.001,12.576948336046026,12.576948336046026,87.42305166392872,87.42305166392872,334.0386693887205,300.58611742032343,17.76642803568155,87.42305166395397
64,63,0.6,100,100,333,0,300,0.001,12.478224113523474,12.478224113523474,87.52177588645169,87.52177588645169,334.03985681812924,300.5946441197219,18.06219551716954,87.52177588647652
65,64,0.6,100,100,333,0,300,0.001,12.381526474829538,12.381526474829538,87.61847352514603,87.61847352514603,334.04101981852835,300.6031473368406,18.357928203648104,87.61847352517046
66,65,0.6,100,100,333,0,300,0.001,12.286850649638822,12.286850649638822,87.71314935033715,87.71314935033715,334.04215845595735,300.6116271300242,18.653626380578714,87.71314935036118
67,66,0.6,100,100,333,0,300,0.001,12.194174676894828,12.194174676894828,87.80582532308152,87.80582532308152,334.04327300152255,300.6200835575065,18.94929032657428,87.80582532310517
68,67,0.6,100,100,333,0,300,0.001,12.103464750558624,12.103464750558624,87.8965352494181,87.8965352494181,334.04436386749603,300.62851667746196,19.244920313668686,87.89653524944137
69,68,0.6,100,100,333,0,300,0.001,12.014679106672407,12.014679106672407,87.98532089330466,87.98532089330466,334.0454315608584,300.63692654804066,19.540516607571718,87.9853208933276
70,69,0.6,100,100,333,0,300,0.001,11.927770845664385,11.927770845664385,88.07222915431304,88.07222915431304,334.0464766495756,300.64531322739134,19.83607946791036,88.07222915433562
71,70,0.6,100,100,333,0,300,0.001,11.842689976222319,11.842689976222319,88.15731002375543,88.15731002375543,334.0474997381829,300.65367677367584,20.1316091484574,88.15731002377768
72,71,0.6,100,100,333,0,300,0.001,11.759384889321032,11.759384889321032,88.24061511065705,88.24061511065705,334.04850145018344,300.66201724507715,20.42710589734819,88.24061511067897
73,72,0.6,100,100,333,0,300,0.001,11.6778034146886,11.6778034146886,88.3221965852898,88.3221965852898,334.049482415438,300.67033469980294,20.72256995728632,88.3221965853114
74,73,0.6,100,100,333,0,300,0.001,11.59789357112626,11.59789357112626,88.40210642885245,88.40210642885245,334.0504432612153,300.67862919608626,21.018001565738956,88.40210642887374
75,74,0.6,100,100,333,0,300,0.001,11.519604092357781,11.519604092357781,88.48039590762123,88.48039590762123,334.051384605925,300.6869007921834,21.313400955122464,88.48039590764222
76,75,0.6,100,100,333,0,300,0.001,11.442884788392531,11.442884788392531,88.55711521158678,88.55711521158678,334.05230705481625,300.69514954637054,21.608768352978963,88.55711521160747
77,76,0.6,100,100,333,0,300,0.001,11.367686786527916,11.367686786527916,88.63231321345168,88.63231321345168,334.05321119711425,300.7033755169395,21.904103982144346,88.63231321347209
78,77,0.6,100,100,333,0,300,0.001,11.293962684496533,11.293962684496533,88.70603731548334,88.70603731548334,334.0540976042065,300.71157876219246,22.199408060908322,88.70603731550347
79,78,0.6,100,100,333,0,300,0.001,11.221666639730039,11.221666639730039,88.7783333602501,88.7783333602501,334.0549668285912,300.7197593404365,22.49468080316691,88.77833336026995
80,79,0.6,100,100,333,0,300,0.001,11.150754412432288,11.150754412432288,88.84924558754813,88.84924558754813,334.05581940337754,300.7279173099777,22.789922418567905,88.84924558756771
81,79,0.6,100,100,333,0,300,0.001,11.081183375524647,11.081183375524647,88.91881662445603,88.91881662445603,334.0566558421804,300.73605272911556,23.085133112649636,88.91881662447535
82,80,0.6,100,100,333,0,300,0.001,11.012912501106763,11.012912501106763,88.98708749887416,88.98708749887416,334.0574766392958,300.7441656561371,23.380313086973526,88.98708749889323
83,80,0.6,100,100,333,0,300,0.001,10.945902330546318,10.945902330546318,89.05409766943485,89.05409766943485,334.0582822700701,300.7522561493112,23.675462539250688,89.05409766945368
84,81,0.6,100,100,333,0,300,0.001,10.880114933437222,10.880114933437222,89.11988506654419,89.11988506654419,334.05907319140215,300.760324266883,23.970581663462983,89.11988506656277
85,82,0.6,100,100,333,0,300,0.001,10.815513859275574,10.815513859275574,89.18448614070606,89.18448614070606,334.0598498423319,300.76837006706853,24.265670649978784,89.18448614072443
86,83,0.6,100,100,333,0,300,0.001,10.752064084670945,10.752064084670945,89.2479359153109,89.2479359153109,334.06061264468116,300.7763936080498,24.5607296856638,89.24793591532905
87,84,0.6,100,100,333,0,300,0.001,10.689731958144138,10.689731958144138,89.31026804183794,89.31026804183794,334.06136200372265,300.78439494796953,24.855758953987202,89.31026804185586
88,85,0.6,100,100,333,0,300,0.001,10.628485143993224,10.628485143993224,89.37151485598908,89.37151485598908,334.0620983088598,300.7923741449267,25.15075863512326,89.37151485600677
89,86,0.6,100,100,333,0,300,0.001,10.568292566286976,10.568292566286976,89.43170743369552,89.43170743369552,334.06282193430434,300.8003312569718,25.445728906048817,89.43170743371303
90,87,0.6,100,100,333,0,300,0.001,10.509124353731165,10.509124353731165,89.49087564625154,89.49087564625154,334.06353323974287,300.8082663421025,25.740669940636746,89.49087564626883
91,88,0.6,100,100,333,0,300,0.001,10.450951785920973,10.450951785920973,89.54904821406193,89.54904821406193,334.06423257098635,300.8161794582599,26.03558190974565,89.54904821407902
92,89,0.6,100,100,333,0,300,0.001,10.393747241321172,10.393747241321172,89.60625275866192,89.60625275866192,334.06492026059857,300.82407066332433,26.330464981305937,89.60625275867883
93,90,0.6,100,100,333,0,300,0.001,10.337484147189514,10.337484147189514,89.66251585279377,89.66251585279377,334.06559662850105,300.83194001511174,26.625319320402546,89.66251585281049
94,91,0.6,100,100,333,0,300,0.001,10.282136931566356,10.282136931566356,89.71786306841713,89.71786306841713,334.06626198255236,300.83978757137015,26.92014508935439,89.71786306843364
95,92,0.6,100,100,333,0,300,0.001,10.227680977386491,10.227680977386491,89.77231902259719,89.77231902259719,334.0669166191023,300.8476133897764,27.214942447790737,89.77231902261352
96,93,0.6,100,100,333,0,300,0.001,10.17409257872076,10.17409257872076,89.8259074212631,89.8259074212631,334.06756082352007,300.8554175279331,27.509711552724703,89.82590742127924
97,94,0.6,100,100,333,0,300,0.001,10.121348899120996,10.121348899120996,89.87865110086304,89.87865110086304,334.0681948706967,300.86320004336534,27.80445255862392,89.87865110087901
98,95,0.6,100,100,333,0,300,0.001,10.069427932017952,10.069427932017952,89.93057206796625,89.93057206796625,334.06881902552294,300.87096099351805,28.099165617478594,89.93057206798204
99,96,0.6,100,100,333,0,300,0.001,10.018308463106033,10.018308463106033,89.98169153687833,89.98169153687833,334.0694335433433,300.8787004357532,28.393850878867017,89.98169153689396
