Serial_No,Time,Fa,Fb,Ca_feed,Cb_feed,T0,Q,Tcin,Fc,Ca,Cb,Cc,Cd,T,Tc,h,Xa,Fin,Ca0_eff,k_f,rate_net
13,20:09:45,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,48.6625166380986,48.6625166380986,1.3374833619013886,1.3374833619013886,303.0156571762032,303.0009081396989,0.16670015989626435,2.674966723802785,2.78e-06,50.0,4.3e-05,0.100864
14,20:09:46,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,48.5634010616257,48.5634010616257,1.4365989383742945,1.4365989383742945,303.01679065284617,303.00104323633707,0.16670017214822397,2.87319787674859,2.78e-06,50.0,4.3e-05,0.10045
15,20:09:47,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,48.46480804089892,48.46480804089892,1.5351919591010692,1.5351919591010692,303.0179145301644,303.00118625738594,0.16670018439338063,3.0703839182021353,2.78e-06,50.0,4.3e-05,0.100038
16,20:09:48,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,48.36673452160293,48.36673452160293,1.6332654783970584,1.6332654783970584,303.01902890812505,303.00133695020776,0.16670019663173816,3.2665309567941336,2.78e-06,50.0,4.3e-05,0.099629
17,20:09:49,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,48.269177470052995,48.269177470052995,1.7308225299469857,1.7308225299469857,303.0201338851776,303.0014950682754,0.1667002088633003,3.461645059893992,2.78e-06,50.0,4.3e-05,0.099223
18,20:09:50,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,48.17213387303235,48.17213387303235,1.8278661269676315,1.8278661269676315,303.02122955828287,303.00166037103304,0.16670022108807087,3.6557322539352843,2.78e-06,50.0,4.3e-05,0.098818
19,20:09:51,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,48.0756007376309,48.0756007376309,1.9243992623690889,1.9243992623690889,303.022316022942,303.00183262375975,0.16670023330605357,3.848798524738184,2.78e-06,50.0,4.3e-05,0.098417
20,20:09:52,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,47.97957509108538,47.97957509108538,2.02042490891461,2.02042490891461,303.02339337322445,303.0020115974368,0.1667002455172522,4.040849817829228,2.78e-06,50.0,4.3e-05,0.098017
21,20:09:53,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,47.88405398062093,47.88405398062093,2.1159460193790545,2.1159460193790545,303.0244617017953,303.00219706861725,0.16670025772167055,4.231892038758122,2.78e-06,50.0,4.3e-05,0.09762
22,20:09:54,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,47.78903447329404,47.78903447329404,2.2109655267059503,2.2109655267059503,303.0255210999425,303.00238881929863,0.16670026991931236,4.421931053411909,2.78e-06,50.0,4.3e-05,0.097226
23,20:09:55,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,47.6945136558368,47.6945136558368,2.3054863441631808,2.3054863441631808,303.0265716576031,303.00258663679887,0.1667002821101814,4.610972688326386,2.78e-06,50.0,4.3e-05,0.096834
24,20:09:56,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,47.60048863450267,47.60048863450267,2.399511365497307,2.399511365497307,303.0276134633888,303.0027903136346,0.16670029429428143,4.7990227309946505,2.78e-06,50.0,4.3e-05,0.096444
25,20:09:57,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,47.506956534913435,47.506956534913435,2.4930434650865383,2.4930434650865383,303.0286466046116,303.00299964740213,0.1667003064716162,4.986086930173117,2.78e-06,50.0,4.3e-05,0.096056
26,20:09:58,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,47.41391450190761,47.41391450190761,2.5860854980923635,2.5860854980923635,303.02967116730827,303.0032144406616,0.1667003186421895,5.172170996184766,2.78e-06,50.0,4.3e-05,0.095671
27,20:09:59,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,47.32135969939012,47.32135969939012,2.6786403006098514,2.6786403006098514,303.03068723626467,303.00343450082335,0.16670033080600502,5.357280601219738,2.78e-06,50.0,4.3e-05,0.095288
28,20:10:00,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,47.22928931018334,47.22928931018334,2.770710689816635,2.770710689816635,303.0316948950392,303.0036596400366,0.1667003429630666,5.541421379633304,2.78e-06,50.0,4.3e-05,0.094907
29,20:10:01,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,47.13770053587939,47.13770053587939,2.862299464120589,2.862299464120589,303.03269422598635,303.0038896750813,0.1667003551133779,5.724598928241209,2.78e-06,50.0,4.3e-05,0.094529
30,20:10:02,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,47.04659059669377,47.04659059669377,2.953409403306212,2.953409403306212,303.03368531027905,303.00412442726196,0.16670036725694276,5.906818806612446,2.78e-06,50.0,4.3e-05,0.094152
31,20:10:03,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,46.95595673132026,46.95595673132026,3.044043268679725,3.044043268679725,303.0346682279312,303.0043637223039,0.16670037939376484,6.088086537359461,2.78e-06,50.0,4.3e-05,0.093778
32,20:10:04,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,46.86579619678709,46.86579619678709,3.134203803212898,3.134203803212898,303.0356430578193,303.00460739025175,0.1667003915238479,6.268407606425807,2.78e-06,50.0,4.3e-05,0.093407
33,20:10:05,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,46.776106268314365,46.776106268314365,3.223893731685615,3.223893731685615,303.03660987770365,303.0048552653708,0.16670040364719574,6.447787463371258,2.78e-06,50.0,4.3e-05,0.093037
34,20:10:06,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,46.68688423917279,46.68688423917279,3.3131157608271873,3.3131157608271873,303.0375687642493,303.0051071860497,0.16670041576381206,6.626231521654402,2.78e-06,50.0,4.3e-05,0.092669
35,20:10:07,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,46.59812742054355,46.59812742054355,3.401872579456428,3.401872579456428,303.0385197930465,303.00536299470605,0.16670042787370062,6.803745158912888,2.78e-06,50.0,4.3e-05,0.092304
36,20:10:08,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,46.50983314137948,46.50983314137948,3.4901668586205,3.4901668586205,303.0394630386306,303.0056225376937,0.16670043997686512,6.980333717241027,2.78e-06,50.0,4.3e-05,0.091941
37,20:10:09,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,46.42199874826744,46.42199874826744,3.5780012517325415,3.5780012517325415,303.04039857450164,303.0058856652123,0.16670045207330933,7.156002503465109,2.78e-06,50.0,4.3e-05,0.09158
38,20:10:10,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,46.334621605291886,46.334621605291886,3.6653783947080907,3.6653783947080907,303.0413264731438,303.006152231219,0.16670046416303694,7.330756789416215,2.78e-06,50.0,4.3e-05,0.091221
39,20:10:11,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,46.24769909389967,46.24769909389967,3.7523009061003108,3.7523009061003108,303.0422468060436,303.00642209334194,0.16670047624605172,7.504601812200651,2.78e-06,50.0,4.3e-05,0.090864
40,20:10:12,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,46.16122861276595,46.16122861276595,3.838771387234029,3.838771387234029,303.04315964370875,303.0066951127957,0.16670048832235737,7.677542774468082,2.78e-06,50.0,4.3e-05,0.09051
41,20:10:13,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,46.075207577661374,46.075207577661374,3.9247924223386037,3.9247924223386037,303.044065055686,303.0069711542987,0.16670050039195766,7.849584844677238,2.78e-06,50.0,4.3e-05,0.090157
42,20:10:14,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,45.989633421320356,45.989633421320356,4.0103665786796245,4.0103665786796245,303.04496311057875,303.0072500859925,0.16670051245485623,8.020733157359272,2.78e-06,50.0,4.3e-05,0.089807
43,20:10:15,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,45.90450359331052,45.90450359331052,4.095496406689459,4.095496406689459,303.0458538760641,303.007531779363,0.16670052451105688,8.190992813378939,2.78e-06,50.0,4.3e-05,0.089458
44,20:10:16,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,45.81981555990332,45.81981555990332,4.1801844400966575,4.1801844400966575,303.04673741891,303.00781610916306,0.1667005365605633,8.360368880193347,2.78e-06,50.0,4.3e-05,0.089112
45,20:10:17,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,45.735566803945744,45.735566803945744,4.264433196054226,4.264433196054226,303.0476138049919,303.00810295333736,0.16670054860337918,8.528866392108503,2.78e-06,50.0,4.3e-05,0.088767
46,20:10:18,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,45.651754824733196,45.651754824733196,4.348245175266769,4.348245175266769,303.04848309930844,303.0083921929484,0.16670056063950828,8.696490350533592,2.78e-06,50.0,4.3e-05,0.088425
47,20:10:19,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,45.56837713788343,45.56837713788343,4.431622862116529,4.431622862116529,303.04934536599785,303.0086837121047,0.16670057266895427,8.863245724233126,2.78e-06,50.0,4.3e-05,0.088084
48,20:10:20,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,45.48543127521164,45.48543127521164,4.514568724788319,4.514568724788319,303.0502006683533,303.00897739789025,0.16670058469172092,9.029137449576707,2.78e-06,50.0,4.3e-05,0.087746
49,20:10:21,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,45.402914784606594,45.402914784606594,4.597085215393361,4.597085215393361,303.0510490688378,303.0092731402958,0.1667005967078119,9.194170430786796,2.78e-06,50.0,4.3e-05,0.087409
50,20:10:22,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,45.32082522990791,45.32082522990791,4.679174770092044,4.679174770092044,303.05189062909966,303.00957083215144,0.1667006087172309,9.358349540184163,2.78e-06,50.0,4.3e-05,0.087075
51,20:10:23,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,45.23916019078435,45.23916019078435,4.760839809215612,4.760839809215612,303.05272540998664,303.0098703690609,0.16670062071998168,9.521679618431289,2.78e-06,50.0,4.3e-05,0.086742
52,20:10:24,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,45.157917262613175,45.157917262613175,4.842082737386781,4.842082737386781,303.0535534715604,303.01017164933717,0.1667006327160679,9.684165474773632,2.78e-06,50.0,4.3e-05,0.086412
53,20:10:25,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,45.07709405636064,45.07709405636064,4.922905943639315,4.922905943639315,303.0543748731106,303.0104745739399,0.16670064470549328,9.8458118872787,2.78e-06,50.0,4.3e-05,0.086083
54,20:10:26,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,44.99668819846341,44.99668819846341,5.0033118015365465,5.0033118015365465,303.05518967316823,303.01077904641375,0.1667006566882615,10.006623603073173,2.78e-06,50.0,4.3e-05,0.085756
55,20:10:27,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,44.91669733071109,44.91669733071109,5.083302669288869,5.083302669288869,303.0559979295196,303.0110849728284,0.16670066866437627,10.166605338577817,2.78e-06,50.0,4.3e-05,0.085431
56,20:10:28,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,44.83711911012975,44.83711911012975,5.162880889870209,5.162880889870209,303.056799699219,303.01139226172006,0.1667006806338413,10.325761779740494,2.78e-06,50.0,4.3e-05,0.085108
57,20:10:29,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,44.75795120886649,44.75795120886649,5.242048791133474,5.242048791133474,303.0575950386018,303.0117008240338,0.16670069259666026,10.484097582267015,2.78e-06,50.0,4.3e-05,0.084787
58,20:10:30,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,44.67919131407496,44.67919131407496,5.320808685925002,5.320808685925002,303.058384003297,303.0120105730678,0.16670070455283684,10.641617371850066,2.78e-06,50.0,4.3e-05,0.084467
59,20:10:31,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,44.60083712780195,44.60083712780195,5.399162872198015,5.399162872198015,303.05916664823974,303.0123214244183,0.1667007165023747,10.798325744396086,2.78e-06,50.0,4.3e-05,0.08415
60,20:10:32,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,44.522886366874886,44.522886366874886,5.4771136331250805,5.4771136331250805,303.05994302768306,303.0126332959264,0.16670072844527756,10.954227266250216,2.78e-06,50.0,4.3e-05,0.083834
61,20:10:33,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,44.44533676279036,44.44533676279036,5.554663237209599,5.554663237209599,303.0607131952102,303.0129461076251,0.1667007403815491,11.109326474419268,2.78e-06,50.0,4.3e-05,0.08352
62,20:10:34,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,44.36818606160363,44.36818606160363,5.631813938396324,5.631813938396324,303.0614772037458,303.013259781689,0.16670075231119305,11.263627876792725,2.78e-06,50.0,4.3e-05,0.083208
63,20:10:35,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,44.291432023819034,44.291432023819034,5.708567976180919,5.708567976180919,303.06223510556765,303.01357424238336,0.166700764234213,11.417135952361923,2.78e-06,50.0,4.3e-05,0.082898
64,20:10:36,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,44.215072424281395,44.215072424281395,5.784927575718561,5.784927575718561,303.0629869523176,303.013889416016,0.1667007761506127,11.569855151437203,2.78e-06,50.0,4.3e-05,0.082589
65,20:10:37,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,44.139105052068345,44.139105052068345,5.860894947931616,5.860894947931616,303.06373279501247,303.0142052308891,0.16670078806039582,11.7217898958633,2.78e-06,50.0,4.3e-05,0.082283
66,20:10:38,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,44.063527710383596,44.063527710383596,5.936472289616362,5.936472289616362,303.0644726840549,303.0145216172526,0.16670079996356596,11.872944579232792,2.78e-06,50.0,4.3e-05,0.081978
67,20:10:39,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,43.988338216451154,43.988338216451154,6.011661783548805,6.011661783548805,303.0652066692437,303.0148385072586,0.1667008118601269,12.023323567097677,2.78e-06,50.0,4.3e-05,0.081675
68,20:10:40,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,43.913534401410395,43.913534401410395,6.086465598589564,6.086465598589564,303.0659347997842,303.0151558349167,0.16670082375008224,12.172931197179192,2.78e-06,50.0,4.3e-05,0.081373
69,20:10:41,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,43.839114110212094,43.839114110212094,6.160885889787863,6.160885889787863,303.0666571242984,303.01547353605054,0.16670083563343566,12.321771779575796,2.78e-06,50.0,4.3e-05,0.081073
70,20:10:42,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,43.765075201515344,43.765075201515344,6.234924798484615,6.234924798484615,303.0673736908345,303.015791548255,0.16670084751019082,12.469849596969295,2.78e-06,50.0,4.3e-05,0.080775
71,20:10:43,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,43.69141554758534,43.69141554758534,6.308584452414616,6.308584452414616,303.0680845468769,303.01610981085474,0.1667008593803514,12.6171689048293,2.78e-06,50.0,4.3e-05,0.080479
72,20:10:44,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,43.6181330341921,43.6181330341921,6.381866965807862,6.381866965807862,303.0687897393555,303.0164282648634,0.16670087124392105,12.763733931615795,2.78e-06,50.0,4.3e-05,0.080184
73,20:10:45,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,43.54522556050997,43.54522556050997,6.454774439489991,6.454774439489991,303.06948931465513,303.01674685294387,0.16670088310090345,12.909548878980049,2.78e-06,50.0,4.3e-05,0.079891
74,20:10:46,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,43.4726910390181,43.4726910390181,6.527308960981852,6.527308960981852,303.0701833186244,303.0170655193693,0.16670089495130222,13.054617921963786,2.78e-06,50.0,4.3e-05,0.0796
75,20:10:47,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,43.40052739540172,43.40052739540172,6.599472604598232,6.599472604598232,303.0708717965848,303.01738420998515,0.16670090679512106,13.198945209196555,2.78e-06,50.0,4.3e-05,0.07931
76,20:10:48,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,43.328732568454235,43.328732568454235,6.671267431545717,6.671267431545717,303.0715547933393,303.0177028721722,0.1667009186323636,13.342534863091515,2.78e-06,50.0,4.3e-05,0.079022
77,20:10:49,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,43.25730450998023,43.25730450998023,6.7426954900197185,6.7426954900197185,303.0722323531811,303.0180214548102,0.1667009304630335,13.485390980039524,2.78e-06,50.0,4.3e-05,0.078736
78,20:10:50,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,43.18624118469928,43.18624118469928,6.813758815300673,6.813758815300673,303.0729045199018,303.0183399082422,0.16670094228713442,13.627517630601439,2.78e-06,50.0,4.3e-05,0.078451
79,20:10:51,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,43.11554057015054,43.11554057015054,6.884459429849407,6.884459429849407,303.07357133679966,303.01865818424017,0.16670095410466998,13.768918859698898,2.78e-06,50.0,4.3e-05,0.078168
80,20:10:52,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,43.04520065659826,43.04520065659826,6.954799343401686,6.954799343401686,303.0742328466877,303.0189762359708,0.16670096591564382,13.90959868680346,2.78e-06,50.0,4.3e-05,0.077886
81,20:10:53,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,42.97521944693799,42.97521944693799,7.024780553061954,7.024780553061954,303.0748890919017,303.01929401796286,0.1667009777200596,14.04956110612401,2.78e-06,50.0,4.3e-05,0.077606
82,20:10:54,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,42.90559495660368,42.90559495660368,7.094405043396274,7.094405043396274,303.07554011430767,303.0196114860744,0.16670098951792098,14.188810086792635,2.78e-06,50.0,4.3e-05,0.077328
83,20:10:55,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,42.83632521347548,42.83632521347548,7.163674786524469,7.163674786524469,303.07618595530965,303.0199285974611,0.16670100130923157,14.32734957304902,2.78e-06,50.0,4.3e-05,0.077051
84,20:10:56,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,42.767408257788475,42.767408257788475,7.232591742211474,7.232591742211474,303.0768266558571,303.020245310546,0.16670101309399504,14.465183484423038,2.78e-06,50.0,4.3e-05,0.076776
85,20:10:57,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,42.69884214204203,42.69884214204203,7.301157857957915,7.301157857957915,303.0774622564521,303.02056158498846,0.166701024872215,14.602315715915925,2.78e-06,50.0,4.3e-05,0.076502
86,20:10:58,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,42.63062493091004,42.63062493091004,7.3693750690899105,7.3693750690899105,303.07809279715667,303.0208773816552,0.16670103664389507,14.738750138179913,2.78e-06,50.0,4.3e-05,0.07623
87,20:11:00,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,42.562754701151846,42.562754701151846,7.437245298848106,7.437245298848106,303.0787183175995,303.02119266259143,0.1667010484090389,14.8744905976963,2.78e-06,50.0,4.3e-05,0.075959
88,20:11:01,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,42.495229541524004,42.495229541524004,7.504770458475953,7.504770458475953,303.079338856983,303.02150739099216,0.16670106016765013,15.00954091695198,2.78e-06,50.0,4.3e-05,0.07569
89,20:11:02,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,42.42804755269272,42.42804755269272,7.571952447307236,7.571952447307236,303.07995445409,303.02182153117536,0.1667010719197324,15.143904894614558,2.78e-06,50.0,4.3e-05,0.075423
90,20:11:03,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,42.361206847147095,42.361206847147095,7.63879315285286,7.63879315285286,303.0805651472905,303.02213504855445,0.1667010836652893,15.277586305705803,2.78e-06,50.0,4.3e-05,0.075156
91,20:11:04,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,42.29470554911306,42.29470554911306,7.705294450886892,7.705294450886892,303.0811709745478,303.02244790961237,0.16670109540432446,15.41058890177387,2.78e-06,50.0,4.3e-05,0.074892
92,20:11:05,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,42.22854179446807,42.22854179446807,7.771458205531877,7.771458205531877,303.081771973425,303.0227600818758,0.1667011071368415,15.542916411063846,2.78e-06,50.0,4.3e-05,0.074629
93,20:11:06,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,42.16271373065651,42.16271373065651,7.837286269343435,7.837286269343435,303.08236818109145,303.0230715338898,0.16670111886284406,15.67457253868696,2.78e-06,50.0,4.3e-05,0.074367
94,20:11:07,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,42.09721951660581,42.09721951660581,7.902780483394135,7.902780483394135,303.08295963432835,303.0233822351936,0.16670113058233574,15.805560966788368,2.78e-06,50.0,4.3e-05,0.074107
95,20:11:08,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,42.03205732264328,42.03205732264328,7.967942677356662,7.967942677356662,303.0835463695352,303.02369215629636,0.16670114229532015,15.93588535471342,2.78e-06,50.0,4.3e-05,0.073848
96,20:11:09,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,41.96722533041366,41.96722533041366,8.032774669586283,8.032774669586283,303.0841284227355,303.02400126865376,0.16670115400180094,16.06554933917267,2.78e-06,50.0,4.3e-05,0.073591
97,20:11:10,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,41.90272173279733,41.90272173279733,8.097278267202611,8.097278267202611,303.08470582958233,303.0243095446453,0.1667011657017817,16.194556534405326,2.78e-06,50.0,4.3e-05,0.073335
98,20:11:11,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,41.83854473382925,41.83854473382925,8.161455266170687,8.161455266170687,303.0852786253642,303.02461695755164,0.16670117739526602,16.322910532341485,2.78e-06,50.0,4.3e-05,0.073081
99,20:11:12,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,41.77469254861857,41.77469254861857,8.225307451381378,8.225307451381378,303.08584684501056,303.02492348153294,0.16670118908225753,16.45061490276285,2.78e-06,50.0,4.3e-05,0.072828
100,20:11:13,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,41.71116340326886,41.71116340326886,8.288836596731084,8.288836596731084,303.08641052309713,303.02522909160723,0.16670120076275982,16.57767319346226,2.78e-06,50.0,4.3e-05,0.072576
