Serial_No,Time,Fa,Fb,Ca_feed,Cb_feed,T0,Q,Tcin,Fc,Ca,Cb,Cc,Cd,T,Tc,h,Xa,Fin,Ca0_eff,k_f,rate_net
323,20:14:57,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,33.16394739289366,33.16394739289366,16.83605260710629,16.83605260710629,303.140863670019,303.0625099655566,0.1667036499869901,33.672105214212664,2.78e-06,50.0,4.3e-05,0.039918
324,20:14:58,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,33.14278293153106,33.14278293153106,16.857217068468895,16.857217068468895,303.140914320943,303.0625648807655,0.16670366030107792,33.714434136937875,2.78e-06,50.0,4.3e-05,0.03984
325,20:14:59,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,33.12171964582606,33.12171964582606,16.87828035417389,16.87828035417389,303.14096400171604,303.0626191470684,0.16670367060943886,33.75656070834787,2.78e-06,50.0,4.3e-05,0.039762
326,20:15:00,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,33.100757037688226,33.100757037688226,16.899242962311728,16.899242962311728,303.14101271913074,303.06267276859126,0.1667036809120761,33.79848592462354,2.78e-06,50.0,4.3e-05,0.039685
327,20:15:01,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,33.07989461161531,33.07989461161531,16.920105388384652,16.920105388384652,303.1410604799387,303.06272574943955,0.16670369120899287,33.840210776769375,2.78e-06,50.0,4.3e-05,0.039608
328,20:15:02,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,33.05913187467857,33.05913187467857,16.940868125321387,16.940868125321387,303.14110729085075,303.0627780936984,0.1667037015001923,33.881736250642845,2.78e-06,50.0,4.3e-05,0.039532
329,20:15:03,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,33.03846833650819,33.03846833650819,16.961531663491765,16.961531663491765,303.14115315853724,303.0628298054328,0.16670371178567756,33.923063326983616,2.78e-06,50.0,4.3e-05,0.039456
330,20:15:04,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,33.01790350927871,33.01790350927871,16.98209649072124,16.98209649072124,303.1411980896283,303.06288088868746,0.16670372206545184,33.964192981442565,2.78e-06,50.0,4.3e-05,0.03938
331,20:15:05,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.99743690769465,32.99743690769465,17.002563092305298,17.002563092305298,303.14124209071394,303.06293134748694,0.1667037323395183,34.00512618461069,2.78e-06,50.0,4.3e-05,0.039305
332,20:15:06,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.97706804897614,32.97706804897614,17.022931951023796,17.022931951023796,303.1412851683445,303.0629811858356,0.16670374260788012,34.0458639020477,2.78e-06,50.0,4.3e-05,0.03923
333,20:15:07,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.956796452844735,32.956796452844735,17.043203547155205,17.043203547155205,303.14132732903073,303.06303040771775,0.16670375287054048,34.08640709431052,2.78e-06,50.0,4.3e-05,0.039156
334,20:15:08,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.93662164150919,32.93662164150919,17.063378358490745,17.063378358490745,303.14136857924416,303.06307901709766,0.16670376312750254,34.12675671698161,2.78e-06,50.0,4.3e-05,0.039082
335,20:15:09,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.91654313965149,32.91654313965149,17.083456860348445,17.083456860348445,303.1414089254173,303.06312701791944,0.16670377337876946,34.16691372069701,2.78e-06,50.0,4.3e-05,0.039008
336,20:15:10,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.896560474412816,32.896560474412816,17.103439525587117,17.103439525587117,303.1414483739439,303.06317441410727,0.16670378362434438,34.206879051174354,2.78e-06,50.0,4.3e-05,0.038934
337,20:15:11,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.87667317537972,32.87667317537972,17.12332682462021,17.12332682462021,303.14148693117914,303.0632212095654,0.16670379386423045,34.24665364924054,2.78e-06,50.0,4.3e-05,0.038861
338,20:15:12,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.85688077457031,32.85688077457031,17.14311922542963,17.14311922542963,303.14152460343985,303.06326740817826,0.1667038040984309,34.28623845085937,2.78e-06,50.0,4.3e-05,0.038789
339,20:15:13,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.837182806420536,32.837182806420536,17.162817193579404,17.162817193579404,303.1415613970049,303.0633130138102,0.16670381432694886,34.32563438715892,2.78e-06,50.0,4.3e-05,0.038716
340,20:15:14,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.817578807770616,32.817578807770616,17.18242119222932,17.18242119222932,303.14159731811526,303.06335803030595,0.16670382454978744,34.36484238445876,2.78e-06,50.0,4.3e-05,0.038644
341,20:15:15,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.79806831785149,32.79806831785149,17.201931682148444,17.201931682148444,303.14163237297436,303.0634024614904,0.16670383476694983,34.40386336429702,2.78e-06,50.0,4.3e-05,0.038573
342,20:15:16,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.77865087827138,32.77865087827138,17.221349121728558,17.221349121728558,303.1416665677482,303.0634463111687,0.16670384497843918,34.44269824345724,2.78e-06,50.0,4.3e-05,0.038502
343,20:15:17,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.75932603300243,32.75932603300243,17.240673966997505,17.240673966997505,303.14169990856567,303.06348958312645,0.16670385518425862,34.48134793399513,2.78e-06,50.0,4.3e-05,0.038431
344,20:15:18,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.74009332836746,32.74009332836746,17.25990667163247,17.25990667163247,303.1417324015188,303.0635322811295,0.16670386538441131,34.51981334326507,2.78e-06,50.0,4.3e-05,0.03836
345,20:15:19,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.720952313026764,32.720952313026764,17.27904768697317,17.27904768697317,303.141764052663,303.0635744089242,0.16670387557890043,34.558095373946465,2.78e-06,50.0,4.3e-05,0.03829
346,20:15:20,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.701902537965,32.701902537965,17.29809746203493,17.29809746203493,303.1417948680171,303.0636159702375,0.16670388576772907,34.59619492407,2.78e-06,50.0,4.3e-05,0.03822
347,20:15:21,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.68294355647819,32.68294355647819,17.317056443521736,17.317056443521736,303.1418248535637,303.06365696877674,0.16670389595090043,34.6341128870436,2.78e-06,50.0,4.3e-05,0.038151
348,20:15:22,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.664074924160786,32.664074924160786,17.335925075839135,17.335925075839135,303.1418540152495,303.0636974082299,0.16670390612841762,34.67185015167842,2.78e-06,50.0,4.3e-05,0.038081
349,20:15:23,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.6452961988928,32.6452961988928,17.354703801107124,17.354703801107124,303.14188235898536,303.0637372922658,0.16670391630028378,34.70940760221439,2.78e-06,50.0,4.3e-05,0.038013
350,20:15:24,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.62660694082703,32.62660694082703,17.373393059172894,17.373393059172894,303.1419098906465,303.0637766245337,0.16670392646650203,34.74678611834593,2.78e-06,50.0,4.3e-05,0.037944
351,20:15:25,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.60800671237639,32.60800671237639,17.391993287623535,17.391993287623535,303.14193661607294,303.06381540866386,0.16670393662707553,34.78398657524722,2.78e-06,50.0,4.3e-05,0.037876
352,20:15:26,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.589495078201274,32.589495078201274,17.410504921798648,17.410504921798648,303.14196254106946,303.0638536482672,0.16670394678200742,34.82100984359744,2.78e-06,50.0,4.3e-05,0.037808
353,20:15:27,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.57107160519704,32.57107160519704,17.42892839480288,17.42892839480288,303.1419876714059,303.0638913469357,0.1667039569313008,34.85785678960591,2.78e-06,50.0,4.3e-05,0.037741
354,20:15:28,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.55273586248154,32.55273586248154,17.447264137518378,17.447264137518378,303.1420120128174,303.06392850824227,0.16670396707495883,34.894528275036905,2.78e-06,50.0,4.3e-05,0.037674
355,20:15:29,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.534487421382764,32.534487421382764,17.46551257861715,17.46551257861715,303.1420355710048,303.06396513574083,0.16670397721298463,34.931025157234465,2.78e-06,50.0,4.3e-05,0.037607
356,20:15:30,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.51632585542652,32.51632585542652,17.483674144573392,17.483674144573392,303.1420583516343,303.06400123296635,0.16670398734538133,34.96734828914695,2.78e-06,50.0,4.3e-05,0.03754
357,20:15:31,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.49825074032423,32.49825074032423,17.50174925967568,17.50174925967568,303.1420803603383,303.064036803435,0.16670399747215206,35.00349851935153,2.78e-06,50.0,4.3e-05,0.037474
358,20:15:32,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.48026165396078,32.48026165396078,17.519738346039134,17.519738346039134,303.14210160271523,303.0640718506441,0.16670400759329995,35.03947669207843,2.78e-06,50.0,4.3e-05,0.037408
359,20:15:33,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.462358176382445,32.462358176382445,17.537641823617474,17.537641823617474,303.1421220843298,303.0641063780723,0.16670401770882812,35.0752836472351,2.78e-06,50.0,4.3e-05,0.037343
360,20:15:34,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.44453988978489,32.44453988978489,17.55546011021502,17.55546011021502,303.1421418107133,303.06414038917967,0.16670402781873966,35.11092022043021,2.78e-06,50.0,4.3e-05,0.037278
361,20:15:35,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.4268063785013,32.4268063785013,17.573193621498618,17.573193621498618,303.1421607873638,303.0641738874075,0.16670403792303773,35.1463872429974,2.78e-06,50.0,4.3e-05,0.037213
362,20:15:36,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.40915722899045,32.40915722899045,17.590842771009463,17.590842771009463,303.14217901974627,303.0642068761787,0.1667040480217254,35.18168554201909,2.78e-06,50.0,4.3e-05,0.037148
363,20:15:37,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.39159202982503,32.39159202982503,17.608407970174888,17.608407970174888,303.14219651329273,303.0642393588976,0.16670405811480582,35.21681594034993,2.78e-06,50.0,4.3e-05,0.037084
364,20:15:38,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.37411037167987,32.37411037167987,17.625889628320046,17.625889628320046,303.14221327340266,303.0642713389504,0.1667040682022821,35.25177925664025,2.78e-06,50.0,4.3e-05,0.03702
365,20:15:39,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.35671184732037,32.35671184732037,17.64328815267955,17.64328815267955,303.14222930544304,303.0643028197046,0.16670407828415734,35.286576305359254,2.78e-06,50.0,4.3e-05,0.036956
366,20:15:40,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.33939605159091,32.33939605159091,17.660603948409012,17.660603948409012,303.14224461474845,303.0643338045098,0.16670408836043468,35.32120789681817,2.78e-06,50.0,4.3e-05,0.036893
367,20:15:41,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.322162581403404,32.322162581403404,17.677837418596525,17.677837418596525,303.14225920662153,303.06436429669714,0.16670409843111722,35.355674837193185,2.78e-06,50.0,4.3e-05,0.03683
368,20:15:42,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.305011035725855,32.305011035725855,17.694988964274074,17.694988964274074,303.14227308633303,303.0643942995799,0.16670410849620804,35.38997792854828,2.78e-06,50.0,4.3e-05,0.036767
369,20:15:43,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.28794101557105,32.28794101557105,17.71205898442888,17.71205898442888,303.14228625912193,303.0644238164531,0.16670411855571024,35.42411796885789,2.78e-06,50.0,4.3e-05,0.036705
370,20:15:44,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.27095212398528,32.27095212398528,17.72904787601465,17.72904787601465,303.1422987301957,303.0644528505939,0.16670412860962697,35.45809575202943,2.78e-06,50.0,4.3e-05,0.036643
371,20:15:45,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.25404396603713,32.25404396603713,17.745956033962802,17.745956033962802,303.1423105047305,303.0644814052616,0.16670413865796127,35.49191206792573,2.78e-06,50.0,4.3e-05,0.036581
372,20:15:46,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.23721614880637,32.23721614880637,17.76278385119356,17.76278385119356,303.1423215878715,303.0645094836974,0.1667041487007163,35.52556770238725,2.78e-06,50.0,4.3e-05,0.03652
373,20:15:47,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.22046828137288,32.22046828137288,17.779531718627048,17.779531718627048,303.1423319847326,303.0645370891251,0.1667041587378951,35.559063437254224,2.78e-06,50.0,4.3e-05,0.036459
374,20:15:48,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.20379997480567,32.20379997480567,17.79620002519426,17.79620002519426,303.14234170039725,303.0645642247506,0.16670416876950078,35.59240005038865,2.78e-06,50.0,4.3e-05,0.036398
375,20:15:49,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.18721084215194,32.18721084215194,17.81278915784799,17.81278915784799,303.14235073991813,303.06459089376216,0.16670417879553648,35.6255783156961,2.78e-06,50.0,4.3e-05,0.036337
376,20:15:50,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.170700498426235,32.170700498426235,17.829299501573693,17.829299501573693,303.1423591083176,303.0646170993306,0.16670418881600527,35.658599003147515,2.78e-06,50.0,4.3e-05,0.036277
377,20:15:51,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.15426856059966,32.15426856059966,17.84573143940027,17.84573143940027,303.14236681058776,303.0646428446091,0.16670419883091023,35.69146287880067,2.78e-06,50.0,4.3e-05,0.036217
378,20:15:52,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.137914647589135,32.137914647589135,17.8620853524108,17.8620853524108,303.1423738516907,303.0646681327337,0.16670420884025444,35.724170704821724,2.78e-06,50.0,4.3e-05,0.036157
379,20:15:53,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.12163838024675,32.12163838024675,17.878361619753182,17.878361619753182,303.14238023655867,303.06469296682286,0.16670421884404102,35.75672323950649,2.78e-06,50.0,4.3e-05,0.036098
380,20:15:54,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.10543938134919,32.10543938134919,17.894560618650743,17.894560618650743,303.1423859700942,303.0647173499779,0.16670422884227304,35.7891212373016,2.78e-06,50.0,4.3e-05,0.036039
381,20:15:55,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.08931727558718,32.08931727558718,17.910682724412766,17.910682724412766,303.14239105717036,303.064741285283,0.16670423883495358,35.82136544882564,2.78e-06,50.0,4.3e-05,0.03598
382,20:15:56,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.07327168955501,32.07327168955501,17.926728310444936,17.926728310444936,303.1423955026308,303.06476477580503,0.16670424882208573,35.85345662088998,2.78e-06,50.0,4.3e-05,0.035922
383,20:15:57,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.05730225174018,32.05730225174018,17.942697748259764,17.942697748259764,303.14239931129003,303.064787824594,0.16670425880367257,35.88539549651962,2.78e-06,50.0,4.3e-05,0.035863
384,20:15:58,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.041408592513044,32.041408592513044,17.958591407486903,17.958591407486903,303.14240248793374,303.06481043468295,0.16670426877971717,35.917182814973906,2.78e-06,50.0,4.3e-05,0.035805
385,20:15:59,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.025590344116516,32.025590344116516,17.97440965588343,17.97440965588343,303.14240503731855,303.06483260908794,0.16670427875022262,35.948819311766954,2.78e-06,50.0,4.3e-05,0.035748
386,20:16:00,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,32.009847140655886,32.009847140655886,17.990152859344057,17.990152859344057,303.14240696417255,303.0648543508083,0.16670428871519197,35.98030571868822,2.78e-06,50.0,4.3e-05,0.03569
387,20:16:01,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.99417861808867,31.99417861808867,18.00582138191127,18.00582138191127,303.1424082731954,303.06487566282647,0.1667042986746283,36.01164276382265,2.78e-06,50.0,4.3e-05,0.035633
388,20:16:02,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.97858441421451,31.97858441421451,18.021415585785434,18.021415585785434,303.14240896905835,303.06489654810844,0.16670430862853472,36.042831171570974,2.78e-06,50.0,4.3e-05,0.035576
389,20:16:03,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.963064168665152,31.963064168665152,18.03693583133479,18.03693583133479,303.1424090564046,303.0649170096034,0.16670431857691426,36.07387166266969,2.78e-06,50.0,4.3e-05,0.03552
390,20:16:04,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.947617522894497,31.947617522894497,18.052382477105446,18.052382477105446,303.14240853984927,303.06493705024405,0.16670432851977002,36.104764954211,2.78e-06,50.0,4.3e-05,0.035464
391,20:16:05,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.932244120168686,31.932244120168686,18.067755879831257,18.067755879831257,303.1424074239799,303.0649566729468,0.16670433845710503,36.13551175966262,2.78e-06,50.0,4.3e-05,0.035408
392,20:16:06,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.916943605556252,31.916943605556252,18.08305639444369,18.08305639444369,303.142405713356,303.0649758806115,0.1667043483889224,36.16611278888748,2.78e-06,50.0,4.3e-05,0.035352
393,20:16:07,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.901715625918342,31.901715625918342,18.0982843740816,18.0982843740816,303.14240341251,303.0649946761218,0.16670435831522518,36.1965687481633,2.78e-06,50.0,4.3e-05,0.035296
394,20:16:08,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.886559829899,31.886559829899,18.113440170100944,18.113440170100944,303.14240052594675,303.0650130623451,0.16670436823601642,36.226880340201994,2.78e-06,50.0,4.3e-05,0.035241
395,20:16:09,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.87147586791549,31.87147586791549,18.128524132084454,18.128524132084454,303.14239705814396,303.0650310421326,0.16670437815129918,36.257048264169015,2.78e-06,50.0,4.3e-05,0.035186
396,20:16:10,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.856463392148694,31.856463392148694,18.14353660785125,18.14353660785125,303.1423930135524,303.0650486183195,0.1667043880610765,36.287073215702605,2.78e-06,50.0,4.3e-05,0.035132
397,20:16:11,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.84152205653356,31.84152205653356,18.158477943466384,18.158477943466384,303.142388396596,303.06506579372495,0.16670439796535153,36.31695588693287,2.78e-06,50.0,4.3e-05,0.035077
398,20:16:12,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.826651516749614,31.826651516749614,18.17334848325033,18.17334848325033,303.1423832116719,303.0650825711522,0.1667044078641272,36.34669696650077,2.78e-06,50.0,4.3e-05,0.035023
399,20:16:13,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.81185143021152,31.81185143021152,18.188148569788424,18.188148569788424,303.1423774631509,303.0650989533886,0.16670441775740666,36.37629713957695,2.78e-06,50.0,4.3e-05,0.034969
400,20:16:14,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.79712145605971,31.79712145605971,18.202878543940233,18.202878543940233,303.14237115537725,303.06511494320574,0.1667044276451929,36.40575708788057,2.78e-06,50.0,4.3e-05,0.034916
401,20:16:15,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.78246125515106,31.78246125515106,18.217538744848884,18.217538744848884,303.14236429266896,303.0651305433595,0.16670443752748898,36.435077489697875,2.78e-06,50.0,4.3e-05,0.034863
402,20:16:16,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.767870490049617,31.767870490049617,18.232129509950326,18.232129509950326,303.1423568793181,303.0651457565901,0.16670444740429796,36.46425901990076,2.78e-06,50.0,4.3e-05,0.034809
403,20:16:17,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.753348825017397,31.753348825017397,18.246651174982546,18.246651174982546,303.1423489195907,303.0651605856222,0.16670445727562289,36.4933023499652,2.78e-06,50.0,4.3e-05,0.034757
404,20:16:18,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.738895926005238,31.738895926005238,18.261104073994705,18.261104073994705,303.1423404177272,303.06517503316513,0.1667044671414668,36.52220814798951,2.78e-06,50.0,4.3e-05,0.034704
405,20:16:19,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.72451146064368,31.72451146064368,18.275488539356264,18.275488539356264,303.14233137794224,303.0651891019126,0.16670447700183277,36.550977078712634,2.78e-06,50.0,4.3e-05,0.034652
406,20:16:20,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.71019509823394,31.71019509823394,18.289804901766004,18.289804901766004,303.142321804425,303.06520279454304,0.1667044868567238,36.57960980353211,2.78e-06,50.0,4.3e-05,0.0346
407,20:16:21,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.69594650973891,31.69594650973891,18.304053490261033,18.304053490261033,303.1423117013395,303.0652161137196,0.16670449670614296,36.60810698052217,2.78e-06,50.0,4.3e-05,0.034548
408,20:16:22,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.681765367774226,31.681765367774226,18.318234632225717,18.318234632225717,303.1423010728244,303.0652290620903,0.16670450655009325,36.63646926445154,2.78e-06,50.0,4.3e-05,0.034496
409,20:16:23,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.667651346599378,31.667651346599378,18.332348653400565,18.332348653400565,303.1422899229935,303.06524164228796,0.16670451638857775,36.66469730680123,2.78e-06,50.0,4.3e-05,0.034445
410,20:16:24,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.65360412210888,31.65360412210888,18.346395877891062,18.346395877891062,303.14227825593554,303.0652538569305,0.16670452622159945,36.69279175578223,2.78e-06,50.0,4.3e-05,0.034394
411,20:16:25,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.639623371823504,31.639623371823504,18.36037662817644,18.36037662817644,303.1422660757147,303.06526570862064,0.1667045360491614,36.72075325635298,2.78e-06,50.0,4.3e-05,0.034343
412,20:16:26,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.625708774881534,31.625708774881534,18.37429122511841,18.37429122511841,303.14225338637044,303.0652771999464,0.16670454587126668,36.748582450236924,2.78e-06,50.0,4.3e-05,0.034293
413,20:16:27,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.611860012030114,31.611860012030114,18.38813998796983,18.38813998796983,303.1422401919179,303.06528833348096,0.16670455568791828,36.776279975939765,2.78e-06,50.0,4.3e-05,0.034243
414,20:16:28,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.598076765616607,31.598076765616607,18.401923234383336,18.401923234383336,303.1422264963478,303.06529911178256,0.16670456549911924,36.80384646876678,2.78e-06,50.0,4.3e-05,0.034193
415,20:16:29,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.584358719580035,31.584358719580035,18.41564128041991,18.41564128041991,303.14221230362676,303.0653095373949,0.16670457530487257,36.83128256083992,2.78e-06,50.0,4.3e-05,0.034143
416,20:16:30,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.57070555944255,31.57070555944255,18.429294440557392,18.429294440557392,303.1421976176973,303.0653196128471,0.1667045851051813,36.85858888111488,2.78e-06,50.0,4.3e-05,0.034093
417,20:16:31,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.557116972300978,31.557116972300978,18.442883027698965,18.442883027698965,303.1421824424782,303.06532934065365,0.16670459490004846,36.88576605539804,2.78e-06,50.0,4.3e-05,0.034044
418,20:16:32,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.54359264681839,31.54359264681839,18.456407353181554,18.456407353181554,303.1421667818643,303.0653387233146,0.16670460468947707,36.912814706363214,2.78e-06,50.0,4.3e-05,0.033995
419,20:16:33,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.53013227321573,31.53013227321573,18.469867726784212,18.469867726784212,303.142150639727,303.0653477633157,0.16670461447347013,36.93973545356853,2.78e-06,50.0,4.3e-05,0.033946
420,20:16:34,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.516735543263504,31.516735543263504,18.48326445673644,18.48326445673644,303.14213401991407,303.0653564631282,0.16670462425203067,36.966528913472985,2.78e-06,50.0,4.3e-05,0.033897
421,20:16:35,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.503402150273494,31.503402150273494,18.49659784972645,18.49659784972645,303.1421169262501,303.0653648252092,0.16670463402516172,36.99319569945301,2.78e-06,50.0,4.3e-05,0.033849
422,20:16:36,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.490131789090558,31.490131789090558,18.509868210909385,18.509868210909385,303.1420993625363,303.06537285200164,0.16670464379286629,37.01973642181887,2.78e-06,50.0,4.3e-05,0.033801
423,20:16:37,1.388888e-06,1.388888e-06,100.0,100.0,303.0,0.0,303.0,1e-05,31.476924156084443,31.476924156084443,18.5230758439155,18.5230758439155,303.1420813325511,303.0653805459344,0.16670465355514738,37.046151687831106,2.78e-06,50.0,4.3e-05,0.033753
