Serial_No,Time,FA0,FB0,CAin,CBin,T0,Q,Tcin,Fc,Ca,Cb,Cc,Cd,T,Tc,h,Xa
16,15:51:28,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0316,0.0316,96.8217,96.8217,334.0636,300.3124,0.4843,99.9367
17,15:51:29,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0299,0.0299,96.6301,96.6301,334.0552,300.3309,0.4833,99.9403
18,15:51:30,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0283,0.0283,96.4387,96.4387,334.0469,300.3494,0.4823,99.9434
19,15:51:31,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0269,0.0269,96.2476,96.2476,334.0385,300.3678,0.4814,99.9462
20,15:51:32,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0256,0.0256,96.0566,96.0566,334.0302,300.386,0.4804,99.9487
21,15:51:33,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0245,0.0245,95.866,95.866,334.0218,300.4041,0.4795,99.951
22,15:51:34,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0235,0.0235,95.6756,95.6756,334.0134,300.4222,0.4785,99.953
23,15:51:35,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0226,0.0226,95.4855,95.4855,334.005,300.4401,0.4776,99.9549
24,15:51:36,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0217,0.0217,95.2957,95.2957,333.9966,300.4579,0.4766,99.9566
25,15:51:37,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0209,0.0209,95.1062,95.1062,333.9882,300.4756,0.4757,99.9581
26,15:51:38,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0202,0.0202,94.917,94.917,333.9798,300.4932,0.4747,99.9595
27,15:51:39,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0196,0.0196,94.7281,94.7281,333.9714,300.5108,0.4738,99.9608
28,15:51:40,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.019,0.019,94.5396,94.5396,333.9629,300.5282,0.4728,99.962
29,15:51:41,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0184,0.0184,94.3514,94.3514,333.9545,300.5455,0.4719,99.9631
30,15:51:42,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0179,0.0179,94.1635,94.1635,333.946,300.5627,0.4709,99.9642
31,15:51:43,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0174,0.0174,93.976,93.976,333.9375,300.5798,0.47,99.9651
32,15:51:44,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.017,0.017,93.7888,93.7888,333.929,300.5968,0.4691,99.966
33,15:51:45,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0166,0.0166,93.602,93.602,333.9205,300.6137,0.4681,99.9668
34,15:51:46,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0162,0.0162,93.4155,93.4155,333.912,300.6305,0.4672,99.9676
35,15:51:47,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0158,0.0158,93.2294,93.2294,333.9035,300.6472,0.4663,99.9683
36,15:51:48,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0155,0.0155,93.0436,93.0436,333.8949,300.6638,0.4653,99.969
37,15:51:49,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0152,0.0152,92.8582,92.8582,333.8864,300.6803,0.4644,99.9696
38,15:51:50,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0149,0.0149,92.6731,92.6731,333.8778,300.6967,0.4635,99.9702
39,15:51:51,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0146,0.0146,92.4883,92.4883,333.8693,300.713,0.4625,99.9708
40,15:51:52,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0143,0.0143,92.304,92.304,333.8607,300.7292,0.4616,99.9713
41,15:51:53,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0141,0.0141,92.1199,92.1199,333.8521,300.7454,0.4607,99.9718
42,15:51:54,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0139,0.0139,91.9363,91.9363,333.8435,300.7614,0.4598,99.9723
43,15:51:55,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0136,0.0136,91.753,91.753,333.8349,300.7773,0.4589,99.9727
44,15:51:56,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0134,0.0134,91.57,91.57,333.8263,300.7932,0.458,99.9731
45,15:51:57,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0132,0.0132,91.3874,91.3874,333.8176,300.8089,0.457,99.9735
46,15:51:58,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0131,0.0131,91.2051,91.2051,333.809,300.8246,0.4561,99.9739
47,15:51:59,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0129,0.0129,91.0232,91.0232,333.8003,300.8401,0.4552,99.9742
48,15:52:00,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0127,0.0127,90.8417,90.8417,333.7917,300.8556,0.4543,99.9746
49,15:52:01,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0126,0.0126,90.6605,90.6605,333.783,300.871,0.4534,99.9749
50,15:52:02,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0124,0.0124,90.4797,90.4797,333.7743,300.8862,0.4525,99.9752
51,15:52:03,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0123,0.0123,90.2992,90.2992,333.7656,300.9014,0.4516,99.9755
52,15:52:04,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0121,0.0121,90.1191,90.1191,333.7569,300.9165,0.4507,99.9757
53,15:52:05,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.012,0.012,89.9393,89.9393,333.7482,300.9315,0.4498,99.976
54,15:52:06,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0119,0.0119,89.7599,89.7599,333.7394,300.9465,0.4489,99.9762
55,15:52:07,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0118,0.0118,89.5808,89.5808,333.7307,300.9613,0.448,99.9764
56,15:52:08,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0117,0.0117,89.4021,89.4021,333.7219,300.9761,0.4471,99.9767
57,15:52:09,8.335e-07,8.335e-07,100.0,100.0,333.0,0.0,300.0,0.001,0.0116,0.0116,89.2237,89.2237,333.7132,300.9907,0.4462,99.9769
