Serial_No,Time,Fa,Fb,Ca_feed,Cb_feed,T0,Q,Tcin,Fc,Ca,Cb,Cc,Cd,T,Tc,h,Xa,Fin,Ca0_eff,k_f,rate_net
19,00:23:35,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,48.55209124402454,48.55209124402454,1.447908755975467,1.447908755975467,302.999823730572,293.0086048922537,0.16670023330605352,2.8958175119509044,2.78e-06,50.0,3.2e-05,0.074797
20,00:23:36,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,48.4790554161196,48.4790554161196,1.5209445838804034,1.5209445838804034,302.99963174344305,293.00860472718887,0.16670024551725215,3.0418891677607918,2.78e-06,50.0,3.2e-05,0.074573
21,00:23:37,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,48.406324874757665,48.406324874757665,1.5936751252423385,1.5936751252423385,302.9994379512004,293.00860456056904,0.1667002577216705,3.187350250484655,2.78e-06,50.0,3.2e-05,0.074349
22,00:23:38,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,48.33389801028474,48.33389801028474,1.6661019897152611,1.6661019897152611,302.999242377216,293.0086043924142,0.16670026991931228,3.3322039794305036,2.78e-06,50.0,3.2e-05,0.074126
23,00:23:39,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,48.26177322393817,48.26177322393817,1.738226776061837,1.738226776061837,302.9990450446469,293.00860422274434,0.1667002821101813,3.4764535521236484,2.78e-06,50.0,3.2e-05,0.073905
24,00:23:40,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,48.18994892775469,48.18994892775469,1.8100510722453145,1.8100510722453145,302.99884597643717,293.0086040515791,0.16670029429428132,3.6201021444906,2.78e-06,50.0,3.2e-05,0.073685
25,00:23:41,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,48.118423544479505,48.118423544479505,1.8815764555204992,1.8815764555204992,302.99864519531985,293.0086038789382,0.1667003064716161,3.763152911040979,2.78e-06,50.0,3.2e-05,0.073467
26,00:23:42,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,48.04719550747619,48.04719550747619,1.9528044925238122,1.9528044925238122,302.9984427238189,293.00860370484094,0.1667003186421894,3.905608985047604,2.78e-06,50.0,3.2e-05,0.073249
27,00:23:43,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,47.976263260637566,47.976263260637566,2.023736739362437,2.023736739362437,302.9982385842511,293.00860352930664,0.16670033080600494,4.04747347872485,2.78e-06,50.0,3.2e-05,0.073033
28,00:23:44,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,47.905625258297434,47.905625258297434,2.094374741702571,2.094374741702571,302.9980327987276,293.00860335235427,0.1667003429630665,4.188749483405118,2.78e-06,50.0,3.2e-05,0.072818
29,00:23:45,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,47.835279965143215,47.835279965143215,2.164720034856789,2.164720034856789,302.9978253891561,293.0086031740027,0.1667003551133778,4.329440069713552,2.78e-06,50.0,3.2e-05,0.072604
30,00:23:46,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,47.765225856129476,47.765225856129476,2.2347741438705286,2.2347741438705286,302.99761637724265,293.00860299427063,0.16670036725694262,4.469548287741032,2.78e-06,50.0,3.2e-05,0.072392
31,00:23:47,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,47.695461416392284,47.695461416392284,2.304538583607712,2.304538583607712,302.9974057844932,293.0086028131766,0.1667003793937647,4.609077167215414,2.78e-06,50.0,3.2e-05,0.07218
32,00:23:48,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,47.625985141164485,47.625985141164485,2.3740148588355083,2.3740148588355083,302.9971936322156,293.00860263073895,0.16670039152384777,4.74802971767102,2.78e-06,50.0,3.2e-05,0.07197
33,00:23:49,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,47.556795535691734,47.556795535691734,2.4432044643082538,2.4432044643082538,302.9969799415213,293.00860244697583,0.1667004036471956,4.886408928616515,2.78e-06,50.0,3.2e-05,0.071761
34,00:23:50,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,47.48789111514946,47.48789111514946,2.5121088848505297,2.5121088848505297,302.9967647333271,293.0086022619053,0.16670041576381192,5.0242177697010675,2.78e-06,50.0,3.2e-05,0.071553
35,00:23:51,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,47.41927040456057,47.41927040456057,2.5807295954394167,2.5807295954394167,302.99654802835687,293.00860207554524,0.16670042787370049,5.161459190878848,2.78e-06,50.0,3.2e-05,0.071346
36,00:23:52,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,47.35093193871405,47.35093193871405,2.6490680612859325,2.6490680612859325,302.99632984714344,293.0086018879133,0.16670043997686498,5.298136122571895,2.78e-06,50.0,3.2e-05,0.071141
37,00:23:53,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,47.28287426208432,47.28287426208432,2.7171257379156604,2.7171257379156604,302.99611021002994,293.0086016990269,0.16670045207330916,5.434251475831342,2.78e-06,50.0,3.2e-05,0.070936
38,00:23:54,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,47.215095928751396,47.215095928751396,2.7849040712485778,2.7849040712485778,302.9958891371719,293.00860150890355,0.1667004641630368,5.56980814249719,2.78e-06,50.0,3.2e-05,0.070733
39,00:23:55,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,47.14759550232188,47.14759550232188,2.8524044976781,2.8524044976781,302.9956666485386,293.00860131756036,0.16670047624605158,5.704808995356236,2.78e-06,50.0,3.2e-05,0.070531
40,00:23:56,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,47.08037155585065,47.08037155585065,2.9196284441493385,2.9196284441493385,302.9954427639148,293.00860112501437,0.16670048832235726,5.839256888298694,2.78e-06,50.0,3.2e-05,0.07033
41,00:23:57,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,47.013422671763394,47.013422671763394,2.986577328236591,2.986577328236591,302.99521750290256,293.0086009312825,0.16670050039195752,5.9731546564732,2.78e-06,50.0,3.2e-05,0.07013
42,00:23:58,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,46.94674744177992,46.94674744177992,3.053252558220067,3.053252558220067,302.9949908849226,293.0086007363814,0.1667005124548561,6.106505116440153,2.78e-06,50.0,3.2e-05,0.069931
43,00:23:59,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,46.880344466838125,46.880344466838125,3.1196555331618656,3.1196555331618656,302.99476292921605,293.0086005403278,0.16670052451105674,6.239311066323738,2.78e-06,50.0,3.2e-05,0.069733
44,00:24:00,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,46.81421235701879,46.81421235701879,3.185787642981198,3.185787642981198,302.9945336548461,293.0086003431379,0.16670053656056313,6.371575285962406,2.78e-06,50.0,3.2e-05,0.069536
45,00:24:01,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,46.74834973147111,46.74834973147111,3.251650268528883,3.251650268528883,302.9943030806994,293.0086001448282,0.16670054860337902,6.503300537057766,2.78e-06,50.0,3.2e-05,0.069341
46,00:24:02,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,46.68275521833888,46.68275521833888,3.3172447816611075,3.3172447816611075,302.9940712254878,293.00859994541463,0.1667005606395081,6.634489563322221,2.78e-06,50.0,3.2e-05,0.069146
47,00:24:03,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,46.61742745468752,46.61742745468752,3.382572545312473,3.382572545312473,302.99383810774975,293.0085997449133,0.1667005726689541,6.765145090624946,2.78e-06,50.0,3.2e-05,0.068952
48,00:24:04,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,46.552365086431664,46.552365086431664,3.4476349135683257,3.4476349135683257,302.99360374585194,293.00859954333987,0.16670058469172075,6.895269827136663,2.78e-06,50.0,3.2e-05,0.06876
49,00:24:05,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,46.487566768263605,46.487566768263605,3.5124332317363844,3.5124332317363844,302.99336815799086,293.00859934071013,0.16670059670781173,7.024866463472779,2.78e-06,50.0,3.2e-05,0.068569
50,00:24:06,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,46.423031163582316,46.423031163582316,3.5769688364176737,3.5769688364176737,302.99313136219405,293.00859913703954,0.16670060871723077,7.153937672835353,2.78e-06,50.0,3.2e-05,0.068378
51,00:24:07,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,46.35875694442322,46.35875694442322,3.641243055576769,3.641243055576769,302.99289337632183,293.00859893234355,0.16670062071998154,7.282486111153541,2.78e-06,50.0,3.2e-05,0.068189
52,00:24:08,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,46.29474279138863,46.29474279138863,3.70525720861136,3.70525720861136,302.9926542180687,293.0085987266373,0.16670063271606775,7.410514417222725,2.78e-06,50.0,3.2e-05,0.068001
53,00:24:09,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,46.23098739357884,46.23098739357884,3.769012606421145,3.769012606421145,302.99241390496485,293.008598519936,0.16670064470549312,7.538025212842303,2.78e-06,50.0,3.2e-05,0.067813
54,00:24:10,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,46.16748944852393,46.16748944852393,3.8325105514760547,3.8325105514760547,302.9921724543776,293.0085983122545,0.16670065668826134,7.66502110295213,2.78e-06,50.0,3.2e-05,0.067627
55,00:24:11,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,46.10424766211616,46.10424766211616,3.895752337883827,3.895752337883827,302.9919298835128,293.00859810360777,0.1667006686643761,7.791504675767669,2.78e-06,50.0,3.2e-05,0.067442
56,00:24:12,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,46.04126074854307,46.04126074854307,3.9587392514569246,3.9587392514569246,302.9916862094162,293.0085978940103,0.1667006806338411,7.9174785029138555,2.78e-06,50.0,3.2e-05,0.067258
57,00:24:13,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,45.97852743022118,45.97852743022118,4.021472569778812,4.021472569778812,302.9914414489748,293.00859768347675,0.16670069259666007,8.042945139557634,2.78e-06,50.0,3.2e-05,0.067074
58,00:24:14,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,45.916046437730394,45.916046437730394,4.083953562269598,4.083953562269598,302.9911956189186,293.0085974720215,0.16670070455283661,8.167907124539198,2.78e-06,50.0,3.2e-05,0.066892
59,00:24:15,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,45.85381650974894,45.85381650974894,4.146183490251052,4.146183490251052,302.99094873582163,293.00859725965887,0.1667007165023745,8.29236698050211,2.78e-06,50.0,3.2e-05,0.066711
60,00:24:16,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,45.791836392989,45.791836392989,4.208163607010991,4.208163607010991,302.99070081610336,293.0085970464029,0.16670072844527736,8.41632721402199,2.78e-06,50.0,3.2e-05,0.06653
61,00:24:17,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,45.73010484213293,45.73010484213293,4.26989515786706,4.26989515786706,302.9904518760303,293.00859683226764,0.16670074038154892,8.53979031573412,2.78e-06,50.0,3.2e-05,0.066351
62,00:24:18,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,45.66862061977009,45.66862061977009,4.3313793802299045,4.3313793802299045,302.990201931717,293.008596617267,0.16670075231119286,8.662758760459809,2.78e-06,50.0,3.2e-05,0.066173
63,00:24:19,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,45.60738249633426,45.60738249633426,4.3926175036657344,4.3926175036657344,302.9899509991277,293.0085964014148,0.16670076423421282,8.78523500733147,2.78e-06,50.0,3.2e-05,0.065995
64,00:24:20,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,45.54638925004169,45.54638925004169,4.453610749958304,4.453610749958304,302.9896990940773,293.0085961847245,0.1667007761506125,8.907221499916606,2.78e-06,50.0,3.2e-05,0.065819
65,00:24:21,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,45.485639666829705,45.485639666829705,4.514360333170295,4.514360333170295,302.98944623223315,293.0085959672097,0.1667007880603956,9.028720666340572,2.78e-06,50.0,3.2e-05,0.065643
66,00:24:22,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,45.42513254029587,45.42513254029587,4.574867459704124,4.574867459704124,302.98919242911586,293.0085957488837,0.1667007999635658,9.149734919408248,2.78e-06,50.0,3.2e-05,0.065468
67,00:24:23,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,45.36486667163782,45.36486667163782,4.6351333283621745,4.6351333283621745,302.9889377001008,293.0085955297598,0.1667008118601267,9.270266656724345,2.78e-06,50.0,3.2e-05,0.065295
68,00:24:24,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,45.304840869593534,45.304840869593534,4.695159130406458,4.695159130406458,302.9886820604194,293.0085953098511,0.16670082375008202,9.390318260812924,2.78e-06,50.0,3.2e-05,0.065122
69,00:24:25,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,45.24505395038228,45.24505395038228,4.7549460496177165,4.7549460496177165,302.9884255251604,293.00859508917057,0.16670083563343543,9.50989209923543,2.78e-06,50.0,3.2e-05,0.06495
70,00:24:27,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,45.185504737646035,45.185504737646035,4.814495262353964,4.814495262353964,302.98816810927104,293.0085948677312,0.16670084751019057,9.628990524707914,2.78e-06,50.0,3.2e-05,0.064779
71,00:24:27,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,45.12619206239151,45.12619206239151,4.873807937608484,4.873807937608484,302.9879098275583,293.0085946455455,0.16670085938035115,9.747615875216963,2.78e-06,50.0,3.2e-05,0.064609
72,00:24:29,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,45.06711476293272,45.06711476293272,4.932885237067278,4.932885237067278,302.9876506946902,293.00859442262635,0.1667008712439208,9.86577047413455,2.78e-06,50.0,3.2e-05,0.06444
73,00:24:30,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,45.00827168483402,45.00827168483402,4.991728315165977,4.991728315165977,302.987390725197,293.0085941989861,0.16670088310090317,9.983456630331943,2.78e-06,50.0,3.2e-05,0.064272
74,00:24:31,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,44.94966168085377,44.94966168085377,5.050338319146225,5.050338319146225,302.9871299334722,293.0085939746372,0.16670089495130197,10.100676638292438,2.78e-06,50.0,3.2e-05,0.064104
75,00:24:32,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,44.89128361088847,44.89128361088847,5.108716389111531,5.108716389111531,302.9868683337741,293.008593749592,0.1667009067951208,10.217432778223046,2.78e-06,50.0,3.2e-05,0.063938
76,00:24:33,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,44.8331363419174,44.8331363419174,5.166863658082601,5.166863658082601,302.98660594022664,293.00859352386254,0.16670091863236333,10.333727316165186,2.78e-06,50.0,3.2e-05,0.063772
77,00:24:34,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,44.77521874794784,44.77521874794784,5.22478125205216,5.22478125205216,302.98634276682077,293.00859329746095,0.16670093046303322,10.449562504104303,2.78e-06,50.0,3.2e-05,0.063607
78,00:24:35,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,44.71752970996075,44.71752970996075,5.282470290039256,5.282470290039256,302.98607882741555,293.00859307039923,0.1667009422871341,10.564940580078485,2.78e-06,50.0,3.2e-05,0.063443
79,00:24:36,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,44.66006811585693,44.66006811585693,5.339931884143072,5.339931884143072,302.98581413573925,293.008592842689,0.16670095410466967,10.679863768286124,2.78e-06,50.0,3.2e-05,0.06328
80,00:24:37,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,44.60283286040377,44.60283286040377,5.397167139596224,5.397167139596224,302.9855487053906,293.00859261434215,0.1667009659156435,10.79433427919244,2.78e-06,50.0,3.2e-05,0.063118
81,00:24:38,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,44.545822845182414,44.545822845182414,5.454177154817582,5.454177154817582,302.98528254983984,293.0085923853702,0.16670097772005932,10.90835430963516,2.78e-06,50.0,3.2e-05,0.062957
82,00:24:39,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,44.4890369785354,44.4890369785354,5.510963021464592,5.510963021464592,302.9850156824298,293.0085921557847,0.16670098951792073,11.021926042929186,2.78e-06,50.0,3.2e-05,0.062796
83,00:24:40,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,44.432474175514876,44.432474175514876,5.567525824485121,5.567525824485121,302.9847481163771,293.00859192559693,0.16670100130923132,11.13505164897024,2.78e-06,50.0,3.2e-05,0.062636
84,00:24:41,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,44.37613335783118,44.37613335783118,5.623866642168822,5.623866642168822,302.9844798647733,293.0085916948183,0.1667010130939948,11.247733284337624,2.78e-06,50.0,3.2e-05,0.062478
85,00:24:42,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,44.32001345380198,44.32001345380198,5.679986546198029,5.679986546198029,302.98421094058574,293.0085914634599,0.16670102487221475,11.359973092396036,2.78e-06,50.0,3.2e-05,0.06232
86,00:24:43,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,44.264113398301824,44.264113398301824,5.73588660169818,5.73588660169818,302.98394135665893,293.00859123153276,0.16670103664389482,11.47177320339634,2.78e-06,50.0,3.2e-05,0.062162
87,00:24:44,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,44.20843213271221,44.20843213271221,5.791567867287787,5.791567867287787,302.9836711257153,293.00859099904795,0.16670104840903865,11.583135734575567,2.78e-06,50.0,3.2e-05,0.062006
88,00:24:45,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,44.152968604872065,44.152968604872065,5.84703139512794,5.84703139512794,302.9834002603566,293.0085907660162,0.1667010601676499,11.694062790255854,2.78e-06,50.0,3.2e-05,0.06185
89,00:24:46,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,44.097721769028645,44.097721769028645,5.90227823097136,5.90227823097136,302.98312877306455,293.00859053244835,0.16670107191973216,11.804556461942695,2.78e-06,50.0,3.2e-05,0.061696
90,00:24:47,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,44.042690585788996,44.042690585788996,5.957309414211013,5.957309414211013,302.9828566762023,293.00859029835493,0.16670108366528905,11.914618828421997,2.78e-06,50.0,3.2e-05,0.061542
91,00:24:48,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,43.98787402207174,43.98787402207174,6.012125977928266,6.012125977928266,302.98258398201517,293.0085900637467,0.1667010954043242,12.024251955856503,2.78e-06,50.0,3.2e-05,0.061388
92,00:24:49,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,43.933271051059386,43.933271051059386,6.066728948940622,6.066728948940622,302.9823107026318,293.00858982863383,0.16670110713684128,12.133457897881216,2.78e-06,50.0,3.2e-05,0.061236
93,00:24:50,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,43.878880652151004,43.878880652151004,6.121119347849008,6.121119347849008,302.9820368500652,293.00858959302684,0.16670111886284386,12.242238695697981,2.78e-06,50.0,3.2e-05,0.061084
94,00:24:51,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,43.82470181091537,43.82470181091537,6.175298189084638,6.175298189084638,302.98176243621344,293.008589356936,0.16670113058233554,12.350596378169243,2.78e-06,50.0,3.2e-05,0.060933
95,00:24:52,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,43.770733519044555,43.770733519044555,6.229266480955458,6.229266480955458,302.98148747286115,293.00858912037137,0.16670114229532,12.458532961910873,2.78e-06,50.0,3.2e-05,0.060783
96,00:24:53,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,43.71697477430786,43.71697477430786,6.283025225692159,6.283025225692159,302.98121197168007,293.00858888334307,0.16670115400180077,12.56605045138427,2.78e-06,50.0,3.2e-05,0.060634
97,00:24:54,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,43.66342458050622,43.66342458050622,6.33657541949379,6.33657541949379,302.9809359442301,293.008588645861,0.1667011657017815,12.673150838987546,2.78e-06,50.0,3.2e-05,0.060485
98,00:24:55,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,43.61008194742707,43.61008194742707,6.389918052572947,6.389918052572947,302.9806594019607,293.008588407935,0.16670117739526583,12.779836105145847,2.78e-06,50.0,3.2e-05,0.060338
99,00:24:56,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,43.55694589079946,43.55694589079946,6.443054109200557,6.443054109200557,302.9803823562111,293.008588169575,0.16670118908225734,12.88610821840106,2.78e-06,50.0,3.2e-05,0.060191
100,00:24:57,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,43.504015432249744,43.504015432249744,6.495984567750269,6.495984567750269,302.9801048182121,293.00858793079044,0.16670120076275963,12.991969135500502,2.78e-06,50.0,3.2e-05,0.060044
101,00:24:58,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,43.45128959925758,43.45128959925758,6.548710400742434,6.548710400742434,302.97982679908614,293.00858769159106,0.16670121243677632,13.097420801484827,2.78e-06,50.0,3.2e-05,0.059899
102,00:24:59,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,43.39876742511231,43.39876742511231,6.601232574887699,6.601232574887699,302.97954830984895,293.0085874519863,0.166701224104311,13.202465149775367,2.78e-06,50.0,3.2e-05,0.059754
103,00:25:00,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,43.3464479488698,43.3464479488698,6.653552051130211,6.653552051130211,302.97926936141,293.00858721198557,0.16670123576536727,13.30710410226038,2.78e-06,50.0,3.2e-05,0.05961
104,00:25:01,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,43.294330215309586,43.294330215309586,6.7056697846904285,6.7056697846904285,302.9789899645737,293.0085869715981,0.1667012474199487,13.41133956938082,2.78e-06,50.0,3.2e-05,0.059466
105,00:25:02,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,43.242413274892456,43.242413274892456,6.757586725107562,6.757586725107562,302.9787101300403,293.0085867308332,0.16670125906805894,13.515173450215078,2.78e-06,50.0,3.2e-05,0.059324
106,00:25:03,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,43.190696183718394,43.190696183718394,6.809303816281624,6.809303816281624,302.9784298684065,293.00858648969995,0.16670127070970156,13.618607632563196,2.78e-06,50.0,3.2e-05,0.059182
107,00:25:04,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,43.13917800348491,43.13917800348491,6.860821996515114,6.860821996515114,302.97814919016673,293.0085862482074,0.16670128234488016,13.721643993030174,2.78e-06,50.0,3.2e-05,0.059041
108,00:25:05,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,43.08785780144569,43.08785780144569,6.91214219855433,6.91214219855433,302.97786810571375,293.0085860063645,0.1667012939735983,13.824284397108599,2.78e-06,50.0,3.2e-05,0.0589
