Serial_No,Time,FA0,FB0,CAin,CBin,T0,Q,Tcin,Fc,Ca,Cb,Cc,Cd,T,Tc,h,Xa
35,16:19:48,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,19.267,19.267,84.446,84.446,303.8733,293.2035,0.5387,61.4661
36,16:19:49,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,18.8854,18.8854,84.9296,84.9296,303.8749,293.2088,0.5398,62.2292
37,16:19:50,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,18.5223,18.5223,85.3945,85.3945,303.8763,293.2141,0.541,62.9554
38,16:19:51,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,18.1764,18.1764,85.842,85.842,303.8775,293.2194,0.5421,63.6471
39,16:19:52,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,17.8467,17.8467,86.2732,86.2732,303.8786,293.2247,0.5432,64.3066
40,16:19:53,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,17.5321,17.5321,86.689,86.689,303.8794,293.2299,0.5443,64.9358
41,16:19:54,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,17.2316,17.2316,87.0905,87.0905,303.8801,293.2351,0.5454,65.5368
42,16:19:55,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,16.9444,16.9444,87.4786,87.4786,303.8806,293.2403,0.5465,66.1113
43,16:19:56,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,16.6696,16.6696,87.8539,87.8539,303.881,293.2455,0.5476,66.6608
44,16:19:57,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,16.4066,16.4066,88.2173,88.2173,303.8813,293.2506,0.5487,67.1868
45,16:19:58,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,16.1546,16.1546,88.5695,88.5695,303.8814,293.2557,0.5498,67.6908
46,16:19:59,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,15.9131,15.9131,88.911,88.911,303.8814,293.2607,0.5509,68.1739
47,16:20:00,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,15.6813,15.6813,89.2425,89.2425,303.8813,293.2658,0.552,68.6373
48,16:20:01,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,15.4589,15.4589,89.5645,89.5645,303.8811,293.2708,0.5531,69.0822
49,16:20:02,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,15.2452,15.2452,89.8775,89.8775,303.8808,293.2758,0.5542,69.5095
50,16:20:03,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,15.0399,15.0399,90.182,90.182,303.8804,293.2807,0.5553,69.9202
51,16:20:04,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,14.8424,14.8424,90.4785,90.4785,303.8799,293.2856,0.5564,70.3151
52,16:20:05,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,14.6525,14.6525,90.7672,90.7672,303.8793,293.2905,0.5575,70.6951
53,16:20:06,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,14.4696,14.4696,91.0487,91.0487,303.8787,293.2954,0.5587,71.0609
54,16:20:07,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,14.2934,14.2934,91.3232,91.3232,303.878,293.3002,0.5598,71.4132
55,16:20:08,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,14.1236,14.1236,91.5911,91.5911,303.8772,293.305,0.5609,71.7527
56,16:20:09,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,13.96,13.96,91.8528,91.8528,303.8763,293.3098,0.562,72.08
57,16:20:10,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,13.8021,13.8021,92.1084,92.1084,303.8754,293.3146,0.5631,72.3958
58,16:20:11,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,13.6498,13.6498,92.3584,92.3584,303.8745,293.3193,0.5642,72.7005
59,16:20:12,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,13.5027,13.5027,92.6028,92.6028,303.8734,293.324,0.5653,72.9946
60,16:20:13,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,13.3606,13.3606,92.8421,92.8421,303.8724,293.3287,0.5664,73.2787
61,16:20:14,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,13.2234,13.2234,93.0764,93.0764,303.8712,293.3333,0.5675,73.5533
62,16:20:15,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,13.0907,13.0907,93.3059,93.3059,303.8701,293.338,0.5686,73.8187
63,16:20:16,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,12.9624,12.9624,93.5308,93.5308,303.8689,293.3426,0.5697,74.0753
64,16:20:17,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,12.8382,12.8382,93.7514,93.7514,303.8676,293.3471,0.5708,74.3235
65,16:20:18,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,12.7181,12.7181,93.9677,93.9677,303.8663,293.3517,0.5719,74.5638
66,16:20:19,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,12.6018,12.6018,94.1801,94.1801,303.865,293.3562,0.573,74.7964
67,16:20:20,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,12.4892,12.4892,94.3886,94.3886,303.8636,293.3607,0.5741,75.0216
68,16:20:21,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,12.3801,12.3801,94.5934,94.5934,303.8622,293.3651,0.5753,75.2399
69,16:20:22,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,12.2743,12.2743,94.7946,94.7946,303.8608,293.3696,0.5764,75.4514
70,16:20:23,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,12.1718,12.1718,94.9924,94.9924,303.8594,293.374,0.5775,75.6564
71,16:20:24,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,12.0724,12.0724,95.1869,95.1869,303.8579,293.3784,0.5786,75.8552
72,16:20:25,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,11.976,11.976,95.3783,95.3783,303.8564,293.3827,0.5797,76.048
73,16:20:26,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,11.8824,11.8824,95.5666,95.5666,303.8548,293.3871,0.5808,76.2352
74,16:20:27,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,11.7916,11.7916,95.752,95.752,303.8533,293.3914,0.5819,76.4168
75,16:20:28,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,11.7034,11.7034,95.9346,95.9346,303.8517,293.3957,0.583,76.5931
76,16:20:29,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,11.6178,11.6178,96.1144,96.1144,303.8501,293.3999,0.5841,76.7644
77,16:20:30,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,11.5346,11.5346,96.2916,96.2916,303.8485,293.4042,0.5852,76.9308
78,16:20:31,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,11.4538,11.4538,96.4663,96.4663,303.8468,293.4084,0.5863,77.0925
79,16:20:32,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,11.3752,11.3752,96.6385,96.6385,303.8452,293.4126,0.5874,77.2496
80,16:20:33,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,11.2988,11.2988,96.8084,96.8084,303.8435,293.4168,0.5885,77.4024
81,16:20:34,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,11.2245,11.2245,96.976,96.976,303.8418,293.4209,0.5896,77.5509
82,16:20:35,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,11.1523,11.1523,97.1414,97.1414,303.8401,293.425,0.5907,77.6955
83,16:20:36,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,11.082,11.082,97.3046,97.3046,303.8384,293.4291,0.5918,77.8361
84,16:20:37,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,11.0135,11.0135,97.4658,97.4658,303.8366,293.4332,0.5929,77.9729
85,16:20:38,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,10.9469,10.9469,97.625,97.625,303.8349,293.4372,0.5941,78.1061
86,16:20:39,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,10.8821,10.8821,97.7823,97.7823,303.8331,293.4412,0.5952,78.2358
87,16:20:40,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,10.8189,10.8189,97.9377,97.9377,303.8314,293.4452,0.5963,78.3621
88,16:20:41,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,10.7574,10.7574,98.0913,98.0913,303.8296,293.4492,0.5974,78.4852
89,16:20:42,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,10.6975,10.6975,98.2431,98.2431,303.8278,293.4532,0.5985,78.6051
90,16:20:43,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,10.639,10.639,98.3933,98.3933,303.826,293.4571,0.5996,78.7219
91,16:20:44,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,10.5821,10.5821,98.5418,98.5418,303.8242,293.461,0.6007,78.8358
92,16:20:45,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,10.5266,10.5266,98.6887,98.6887,303.8224,293.4649,0.6018,78.9468
93,16:20:46,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,10.4724,10.4724,98.834,98.834,303.8206,293.4687,0.6029,79.0551
94,16:20:47,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,10.4196,10.4196,98.9779,98.9779,303.8187,293.4726,0.604,79.1607
95,16:20:48,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,10.3681,10.3681,99.1202,99.1202,303.8169,293.4764,0.6051,79.2638
96,16:20:49,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,10.3179,10.3179,99.2612,99.2612,303.8151,293.4802,0.6062,79.3643
97,16:20:50,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,10.2688,10.2688,99.4008,99.4008,303.8132,293.4839,0.6073,79.4624
98,16:20:51,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,10.2209,10.2209,99.5391,99.5391,303.8114,293.4877,0.6084,79.5582
99,16:20:52,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,10.1741,10.1741,99.676,99.676,303.8095,293.4914,0.6095,79.6517
100,16:20:53,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,10.1285,10.1285,99.8117,99.8117,303.8076,293.4951,0.6106,79.743
101,16:20:54,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,10.0839,10.0839,99.9462,99.9462,303.8058,293.4988,0.6118,79.8322
102,16:20:55,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,10.0403,10.0403,100.0795,100.0795,303.8039,293.5025,0.6129,79.9194
103,16:20:56,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.9977,9.9977,100.2116,100.2116,303.802,293.5061,0.614,80.0045
104,16:20:57,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.9561,9.9561,100.3426,100.3426,303.8002,293.5097,0.6151,80.0877
105,16:20:58,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.9155,9.9155,100.4724,100.4724,303.7983,293.5133,0.6162,80.1691
106,16:20:59,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.8757,9.8757,100.6013,100.6013,303.7964,293.5169,0.6173,80.2486
107,16:21:00,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.8368,9.8368,100.729,100.729,303.7945,293.5204,0.6184,80.3263
108,16:21:01,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.7988,9.7988,100.8558,100.8558,303.7926,293.524,0.6195,80.4024
109,16:21:02,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.7616,9.7616,100.9815,100.9815,303.7908,293.5275,0.6206,80.4768
110,16:21:03,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.7252,9.7252,101.1063,101.1063,303.7889,293.531,0.6217,80.5495
111,16:21:04,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.6896,9.6896,101.2301,101.2301,303.787,293.5344,0.6228,80.6207
112,16:21:05,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.6548,9.6548,101.3531,101.3531,303.7851,293.5379,0.6239,80.6904
113,16:21:06,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.6207,9.6207,101.4751,101.4751,303.7832,293.5413,0.625,80.7586
114,16:21:07,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.5873,9.5873,101.5963,101.5963,303.7813,293.5447,0.6261,80.8254
115,16:21:08,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.5546,9.5546,101.7166,101.7166,303.7794,293.5481,0.6272,80.8908
116,16:21:09,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.5226,9.5226,101.836,101.836,303.7775,293.5515,0.6283,80.9548
117,16:21:10,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.4912,9.4912,101.9547,101.9547,303.7757,293.5548,0.6294,81.0175
118,16:21:11,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.4605,9.4605,102.0725,102.0725,303.7738,293.5582,0.6305,81.079
119,16:21:12,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.4304,9.4304,102.1896,102.1896,303.7719,293.5615,0.6317,81.1392
120,16:21:13,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.4009,9.4009,102.306,102.306,303.77,293.5648,0.6328,81.1982
121,16:21:14,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.372,9.372,102.4215,102.4215,303.7681,293.568,0.6339,81.256
122,16:21:15,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.3437,9.3437,102.5364,102.5364,303.7662,293.5713,0.635,81.3127
123,16:21:16,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.3159,9.3159,102.6506,102.6506,303.7644,293.5745,0.6361,81.3683
124,16:21:17,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.2886,9.2886,102.764,102.764,303.7625,293.5777,0.6372,81.4228
125,16:21:18,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.2619,9.2619,102.8768,102.8768,303.7606,293.5809,0.6383,81.4762
126,16:21:19,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.2357,9.2357,102.9889,102.9889,303.7587,293.5841,0.6394,81.5286
127,16:21:20,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.21,9.21,103.1004,103.1004,303.7569,293.5872,0.6405,81.5801
128,16:21:21,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.1847,9.1847,103.2113,103.2113,303.755,293.5904,0.6416,81.6305
129,16:21:22,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.16,9.16,103.3215,103.3215,303.7531,293.5935,0.6427,81.6801
130,16:21:23,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.1357,9.1357,103.4311,103.4311,303.7513,293.5966,0.6438,81.7287
131,16:21:24,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.1118,9.1118,103.5401,103.5401,303.7494,293.5997,0.6449,81.7764
132,16:21:26,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.0884,9.0884,103.6486,103.6486,303.7475,293.6027,0.646,81.8233
133,16:21:27,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.0654,9.0654,103.7564,103.7564,303.7457,293.6058,0.6471,81.8693
134,16:21:28,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.0428,9.0428,103.8637,103.8637,303.7438,293.6088,0.6482,81.9145
135,16:21:29,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,9.0206,9.0206,103.9705,103.9705,303.742,293.6118,0.6493,81.9589
136,16:21:30,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.9988,8.9988,104.0767,104.0767,303.7401,293.6148,0.6504,82.0025
137,16:21:31,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.9773,8.9773,104.1824,104.1824,303.7383,293.6178,0.6516,82.0453
138,16:21:32,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.9563,8.9563,104.2876,104.2876,303.7364,293.6207,0.6527,82.0874
139,16:21:33,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.9356,8.9356,104.3923,104.3923,303.7346,293.6237,0.6538,82.1288
140,16:21:34,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.9152,8.9152,104.4965,104.4965,303.7328,293.6266,0.6549,82.1695
141,16:21:35,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.8952,8.8952,104.6002,104.6002,303.7309,293.6295,0.656,82.2095
142,16:21:36,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.8756,8.8756,104.7034,104.7034,303.7291,293.6324,0.6571,82.2488
143,16:21:37,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.8562,8.8562,104.8061,104.8061,303.7273,293.6353,0.6582,82.2875
144,16:21:38,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.8372,8.8372,104.9084,104.9084,303.7255,293.6381,0.6593,82.3256
145,16:21:39,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.8185,8.8185,105.0103,105.0103,303.7236,293.6409,0.6604,82.363
146,16:21:40,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.8001,8.8001,105.1116,105.1116,303.7218,293.6438,0.6615,82.3998
147,16:21:41,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.782,8.782,105.2126,105.2126,303.72,293.6466,0.6626,82.436
148,16:21:42,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.7642,8.7642,105.3131,105.3131,303.7182,293.6493,0.6637,82.4716
149,16:21:43,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.7467,8.7467,105.4131,105.4131,303.7164,293.6521,0.6648,82.5066
150,16:21:44,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.7294,8.7294,105.5128,105.5128,303.7146,293.6549,0.6659,82.5412
151,16:21:45,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.7124,8.7124,105.6121,105.6121,303.7128,293.6576,0.667,82.5752
152,16:21:46,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.6957,8.6957,105.7109,105.7109,303.711,293.6603,0.6681,82.6086
153,16:21:47,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.6792,8.6792,105.8094,105.8094,303.7092,293.663,0.6692,82.6416
154,16:21:48,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.663,8.663,105.9075,105.9075,303.7074,293.6657,0.6703,82.674
155,16:21:49,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.647,8.647,106.0052,106.0052,303.7057,293.6684,0.6715,82.706
156,16:21:50,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.6312,8.6312,106.1026,106.1026,303.7039,293.671,0.6726,82.7375
157,16:21:51,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.6157,8.6157,106.1995,106.1995,303.7021,293.6736,0.6737,82.7686
158,16:21:52,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.6004,8.6004,106.2961,106.2961,303.7003,293.6763,0.6748,82.7992
159,16:21:53,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.5853,8.5853,106.3924,106.3924,303.6986,293.6789,0.6759,82.8294
160,16:21:54,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.5704,8.5704,106.4883,106.4883,303.6968,293.6815,0.677,82.8591
161,16:21:55,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.5558,8.5558,106.5839,106.5839,303.6951,293.684,0.6781,82.8884
162,16:21:56,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.5413,8.5413,106.6791,106.6791,303.6933,293.6866,0.6792,82.9173
163,16:21:57,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.5271,8.5271,106.774,106.774,303.6916,293.6891,0.6803,82.9458
164,16:21:58,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.513,8.513,106.8685,106.8685,303.6898,293.6917,0.6814,82.974
165,16:21:59,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.4991,8.4991,106.9628,106.9628,303.6881,293.6942,0.6825,83.0017
166,16:22:00,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.4855,8.4855,107.0567,107.0567,303.6864,293.6967,0.6836,83.0291
167,16:22:01,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.472,8.472,107.1503,107.1503,303.6846,293.6992,0.6847,83.0561
168,16:22:02,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.4586,8.4586,107.2436,107.2436,303.6829,293.7016,0.6858,83.0827
169,16:22:03,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.4455,8.4455,107.3366,107.3366,303.6812,293.7041,0.6869,83.109
170,16:22:04,0.000556,0.000556,100.0,100.0,303.0,0.0,293.0,0.001,8.4325,8.4325,107.4293,107.4293,303.6795,293.7065,0.688,83.135
