Serial_No,Time,Fa,Fb,Ca_feed,Cb_feed,T0,Q,Tcin,Fc,Ca,Cb,Cc,Cd,T,Tc,h,Xa,Fin,Ca0_eff,k_f,rate_net
441,23:48:03,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,33.14825333314224,33.14825333314224,16.85174666685781,16.85174666685781,302.89371235339155,293.0085135827255,0.16670482835221864,33.70349333371551,2.78e-06,50.0,3.2e-05,0.03484
442,23:48:04,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,33.132159074026994,33.132159074026994,16.867840925973066,16.867840925973066,302.8935265942767,293.00851342284517,0.16670483801202407,33.735681851946,2.78e-06,50.0,3.2e-05,0.034806
443,23:48:05,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,33.11611646809395,33.11611646809395,16.88388353190611,16.88388353190611,302.8933412754238,293.00851326334373,0.16670484766646596,33.767767063812094,2.78e-06,50.0,3.2e-05,0.034772
444,23:48:06,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,33.10012533324526,33.10012533324526,16.899874666754805,16.899874666754805,302.8931563963227,293.0085131042207,0.16670485731554727,33.799749333509475,2.78e-06,50.0,3.2e-05,0.034739
445,23:48:07,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,33.08418548812431,33.08418548812431,16.915814511875748,16.915814511875748,302.8929719564593,293.0085129454757,0.16670486695927098,33.83162902375136,2.78e-06,50.0,3.2e-05,0.034705
446,23:48:08,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,33.06829675211214,33.06829675211214,16.931703247887917,16.931703247887917,302.8927879553154,293.0085127871082,0.16670487659764005,33.86340649577571,2.78e-06,50.0,3.2e-05,0.034672
447,23:48:09,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,33.05245894532381,33.05245894532381,16.947541054676254,16.947541054676254,302.89260439236875,293.0085126291179,0.1667048862306575,33.89508210935238,2.78e-06,50.0,3.2e-05,0.034639
448,23:48:10,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,33.03667188860483,33.03667188860483,16.96332811139523,16.96332811139523,302.8924212670932,293.0085124715042,0.16670489585832624,33.92665622279033,2.78e-06,50.0,3.2e-05,0.034606
449,23:48:11,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,33.02093540352765,33.02093540352765,16.979064596472412,16.979064596472412,302.89223857895865,293.00851231426674,0.16670490548064926,33.95812919294469,2.78e-06,50.0,3.2e-05,0.034573
450,23:48:12,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,33.00524931238808,33.00524931238808,16.994750687611983,16.994750687611983,302.8920563274311,293.008512157405,0.16670491509762952,33.98950137522383,2.78e-06,50.0,3.2e-05,0.03454
451,23:48:13,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.9896134382018,32.9896134382018,17.010386561798263,17.010386561798263,302.8918745119728,293.00851200091853,0.16670492470927004,34.02077312359639,2.78e-06,50.0,3.2e-05,0.034507
452,23:48:14,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.97402760470086,32.97402760470086,17.0259723952992,17.0259723952992,302.8916931320421,293.0085118448069,0.16670493431557373,34.05194479059828,2.78e-06,50.0,3.2e-05,0.034474
453,23:48:15,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.95849163633022,32.95849163633022,17.041508363669834,17.041508363669834,302.8915121870939,293.00851168906956,0.16670494391654359,34.08301672733954,2.78e-06,50.0,3.2e-05,0.034442
454,23:48:16,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.9430053582443,32.9430053582443,17.056994641755754,17.056994641755754,302.89133167657906,293.00851153370616,0.16670495351218254,34.113989283511394,2.78e-06,50.0,3.2e-05,0.034409
455,23:48:17,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.92756859630353,32.92756859630353,17.072431403696527,17.072431403696527,302.8911515999452,293.00851137871615,0.16670496310249358,34.144862807392926,2.78e-06,50.0,3.2e-05,0.034377
456,23:48:18,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.91218117707095,32.91218117707095,17.0878188229291,17.0878188229291,302.8909719566361,293.00851122409904,0.16670497268747966,34.17563764585809,2.78e-06,50.0,3.2e-05,0.034345
457,23:48:19,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.89684292780884,32.89684292780884,17.10315707219121,17.10315707219121,302.89079274609213,293.00851106985436,0.16670498226714373,34.20631414438231,2.78e-06,50.0,3.2e-05,0.034313
458,23:48:20,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.88155367647532,32.88155367647532,17.118446323524726,17.118446323524726,302.8906139677502,293.0085109159817,0.1667049918414887,34.23689264704935,2.78e-06,50.0,3.2e-05,0.034281
459,23:48:21,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.86631325172102,32.86631325172102,17.133686748279036,17.133686748279036,302.8904356210437,293.00851076248046,0.1667050014105176,34.26737349655795,2.78e-06,50.0,3.2e-05,0.034249
460,23:48:22,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.85112148288571,32.85112148288571,17.148878517114348,17.148878517114348,302.89025770540275,293.0085106093502,0.16670501097423335,34.29775703422857,2.78e-06,50.0,3.2e-05,0.034217
461,23:48:23,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.83597819999504,32.83597819999504,17.164021800005017,17.164021800005017,302.89008022025405,293.0085104565904,0.1667050205326389,34.328043600009906,2.78e-06,50.0,3.2e-05,0.034186
462,23:48:24,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.820883233757215,32.820883233757215,17.179116766242846,17.179116766242846,302.88990316502105,293.00851030420057,0.1667050300857372,34.35823353248556,2.78e-06,50.0,3.2e-05,0.034154
463,23:48:25,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.80583641555972,32.80583641555972,17.194163584440343,17.194163584440343,302.8897265391239,293.0085101521803,0.16670503963353117,34.38832716888055,2.78e-06,50.0,3.2e-05,0.034123
464,23:48:26,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.79083757746607,32.79083757746607,17.209162422533993,17.209162422533993,302.8895503419796,293.00851000052893,0.1667050491760238,34.41832484506785,2.78e-06,50.0,3.2e-05,0.034092
465,23:48:27,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.77588655221259,32.77588655221259,17.224113447787477,17.224113447787477,302.88937457300193,293.00850984924614,0.166705058713218,34.448226895574805,2.78e-06,50.0,3.2e-05,0.034061
466,23:48:28,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.760983173205155,32.760983173205155,17.239016826794916,17.239016826794916,302.88919923160165,293.0085096983313,0.16670506824511674,34.47803365358968,2.78e-06,50.0,3.2e-05,0.03403
467,23:48:29,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.74612727451603,32.74612727451603,17.253872725484044,17.253872725484044,302.88902431718634,293.00850954778394,0.16670507777172294,34.50774545096794,2.78e-06,50.0,3.2e-05,0.033999
468,23:48:30,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.73131869088066,32.73131869088066,17.268681309119405,17.268681309119405,302.8888498291606,293.00850939760346,0.16670508729303954,34.53736261823867,2.78e-06,50.0,3.2e-05,0.033968
469,23:48:31,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.71655725769455,32.71655725769455,17.283442742305514,17.283442742305514,302.88867576692616,293.00850924778945,0.16670509680906948,34.5668854846109,2.78e-06,50.0,3.2e-05,0.033937
470,23:48:32,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.70184281101005,32.70184281101005,17.298157188990007,17.298157188990007,302.88850212988154,293.00850909834145,0.16670510631981572,34.59631437797989,2.78e-06,50.0,3.2e-05,0.033907
471,23:48:33,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.687175187533306,32.687175187533306,17.312824812466754,17.312824812466754,302.88832891742265,293.0085089492587,0.16670511582528116,34.625649624933374,2.78e-06,50.0,3.2e-05,0.033876
472,23:48:34,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.67255422462108,32.67255422462108,17.327445775378983,17.327445775378983,302.8881561289423,293.008508800541,0.16670512532546874,34.654891550757824,2.78e-06,50.0,3.2e-05,0.033846
473,23:48:35,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.6579797602777,32.6579797602777,17.34202023972236,17.34202023972236,302.8879837638306,293.0085086521876,0.1667051348203814,34.6840404794446,2.78e-06,50.0,3.2e-05,0.033816
474,23:48:36,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.64345163315198,32.64345163315198,17.35654836684807,17.35654836684807,302.88781182147494,293.00850850419795,0.16670514431002206,34.71309673369603,2.78e-06,50.0,3.2e-05,0.033786
475,23:48:37,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.62896968253417,32.62896968253417,17.37103031746588,17.37103031746588,302.8876403012598,293.00850835657167,0.16670515379439366,34.74206063493165,2.78e-06,50.0,3.2e-05,0.033756
476,23:48:38,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.61453374835289,32.61453374835289,17.38546625164716,17.38546625164716,302.8874692025671,293.00850820930816,0.1667051632734991,34.770932503294205,2.78e-06,50.0,3.2e-05,0.033726
477,23:48:39,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.600143671172134,32.600143671172134,17.399856328827916,17.399856328827916,302.8872985247761,293.0085080624069,0.1667051727473413,34.799712657655725,2.78e-06,50.0,3.2e-05,0.033696
478,23:48:40,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.585799292188256,32.585799292188256,17.414200707811794,17.414200707811794,302.8871282672634,293.00850791586726,0.16670518221592326,34.828401415623475,2.78e-06,50.0,3.2e-05,0.033666
479,23:48:41,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.57150045322698,32.57150045322698,17.428499546773068,17.428499546773068,302.886958429403,293.0085077696889,0.16670519167924783,34.85699909354602,2.78e-06,50.0,3.2e-05,0.033637
480,23:48:43,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.557246996740446,32.557246996740446,17.442753003259607,17.442753003259607,302.8867890105664,293.0085076238711,0.16670520113731793,34.885506006519094,2.78e-06,50.0,3.2e-05,0.033607
481,23:48:44,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.54303876580422,32.54303876580422,17.45696123419583,17.45696123419583,302.88662001012267,293.0085074784133,0.1667052105901365,34.913922468391554,2.78e-06,50.0,3.2e-05,0.033578
482,23:48:45,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.5288756041144,32.5288756041144,17.471124395885646,17.471124395885646,302.8864514274382,293.0085073333151,0.1667052200377064,34.9422487917712,2.78e-06,50.0,3.2e-05,0.033549
483,23:48:46,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.51475735598467,32.51475735598467,17.485242644015372,17.485242644015372,302.88628326187717,293.00850718857595,0.16670522948003064,34.97048528803065,2.78e-06,50.0,3.2e-05,0.033519
484,23:48:47,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.500683866343415,32.500683866343415,17.499316133656635,17.499316133656635,302.88611551280127,293.00850704419514,0.16670523891711206,34.998632267313155,2.78e-06,50.0,3.2e-05,0.03349
485,23:48:48,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.48665498073079,32.48665498073079,17.513345019269256,17.513345019269256,302.8859481795699,293.0085069001723,0.1667052483489536,35.02669003853841,2.78e-06,50.0,3.2e-05,0.033461
486,23:48:49,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.47267054529591,32.47267054529591,17.527329454704137,17.527329454704137,302.88578126154005,293.00850675650673,0.16670525777555817,35.05465890940817,2.78e-06,50.0,3.2e-05,0.033433
487,23:48:50,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.45873040679395,32.45873040679395,17.5412695932061,17.5412695932061,302.88561475806654,293.00850661319794,0.16670526719692869,35.0825391864121,2.78e-06,50.0,3.2e-05,0.033404
488,23:48:51,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.44483441258332,32.44483441258332,17.555165587416727,17.555165587416727,302.8854486685019,293.0085064702454,0.16670527661306803,35.110331174833355,2.78e-06,50.0,3.2e-05,0.033375
489,23:48:52,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.43098241062285,32.43098241062285,17.569017589377193,17.569017589377193,302.8852829921965,293.00850632764843,0.1667052860239791,35.13803517875428,2.78e-06,50.0,3.2e-05,0.033347
490,23:48:53,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.41717424946898,32.41717424946898,17.582825750531065,17.582825750531065,302.8851177284984,293.00850618540665,0.16670529542966483,35.16565150106204,2.78e-06,50.0,3.2e-05,0.033318
491,23:48:54,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.40340977827295,32.40340977827295,17.596590221727098,17.596590221727098,302.88495287675374,293.0085060435194,0.16670530483012813,35.19318044345409,2.78e-06,50.0,3.2e-05,0.03329
492,23:48:55,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.38968884677805,32.38968884677805,17.610311153222003,17.610311153222003,302.8847884363064,293.0085059019861,0.16670531422537188,35.22062230644389,2.78e-06,50.0,3.2e-05,0.033262
493,23:48:56,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.37601130531683,32.37601130531683,17.62398869468322,17.62398869468322,302.8846244064982,293.0085057608062,0.16670532361539897,35.24797738936633,2.78e-06,50.0,3.2e-05,0.033234
494,23:48:57,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.3623770048084,32.3623770048084,17.63762299519165,17.63762299519165,302.88446078666897,293.0085056199792,0.1667053330002123,35.27524599038318,2.78e-06,50.0,3.2e-05,0.033206
495,23:48:58,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.348785796755664,32.348785796755664,17.65121420324439,17.65121420324439,302.8842975761566,293.00850547950444,0.16670534237981477,35.30242840648866,2.78e-06,50.0,3.2e-05,0.033178
496,23:48:59,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.335237533242605,32.335237533242605,17.66476246675745,17.66476246675745,302.8841347742969,293.0085053393813,0.16670535175420925,35.329524933514776,2.78e-06,50.0,3.2e-05,0.03315
497,23:49:00,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.32173206693162,32.32173206693162,17.678267933068444,17.678267933068444,302.88397238042387,293.0085051996094,0.16670536112339868,35.35653586613676,2.78e-06,50.0,3.2e-05,0.033122
498,23:49:01,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.30826925106078,32.30826925106078,17.691730748939282,17.691730748939282,302.88381039386957,293.008505060188,0.16670537048738593,35.38346149787843,2.78e-06,50.0,3.2e-05,0.033094
499,23:49:02,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.29484893944122,32.29484893944122,17.705151060558837,17.705151060558837,302.8836488139641,293.0085049211166,0.16670537984617387,35.410302121117546,2.78e-06,50.0,3.2e-05,0.033067
500,23:49:03,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.28147098645446,32.28147098645446,17.718529013545595,17.718529013545595,302.88348764003587,293.0085047823945,0.1667053891997654,35.43705802709107,2.78e-06,50.0,3.2e-05,0.033039
501,23:49:04,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.268135247049756,32.268135247049756,17.731864752950305,17.731864752950305,302.8833268714115,293.0085046440213,0.1667053985481634,35.463729505900474,2.78e-06,50.0,3.2e-05,0.033012
502,23:49:05,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.25484157674148,32.25484157674148,17.745158423258584,17.745158423258584,302.8831665074157,293.00850450599637,0.16670540789137078,35.49031684651703,2.78e-06,50.0,3.2e-05,0.032985
503,23:49:06,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.24158983160651,32.24158983160651,17.75841016839355,17.75841016839355,302.88300654737156,293.008504368319,0.1667054172293904,35.51682033678697,2.78e-06,50.0,3.2e-05,0.032958
504,23:49:07,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.228379868281664,32.228379868281664,17.771620131718404,17.771620131718404,302.8828469906004,293.00850423098876,0.16670542656222512,35.54324026343666,2.78e-06,50.0,3.2e-05,0.032931
505,23:49:08,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.215211543961054,32.215211543961054,17.78478845603901,17.78478845603901,302.8826878364219,293.008504094005,0.16670543588987785,35.569576912077885,2.78e-06,50.0,3.2e-05,0.032904
506,23:49:09,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.202084716393585,32.202084716393585,17.79791528360648,17.79791528360648,302.88252908415416,293.0085039573671,0.16670544521235145,35.595830567212815,2.78e-06,50.0,3.2e-05,0.032877
507,23:49:10,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.18899924388037,32.18899924388037,17.8110007561197,17.8110007561197,302.8823707331136,293.00850382107456,0.16670545452964883,35.62200151223925,2.78e-06,50.0,3.2e-05,0.03285
508,23:49:11,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.17595498527217,32.17595498527217,17.82404501472789,17.82404501472789,302.882212782615,293.00850368512675,0.16670546384177282,35.648090029455645,2.78e-06,50.0,3.2e-05,0.032824
509,23:49:12,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.16295179996693,32.16295179996693,17.837048200033124,17.837048200033124,302.8820552319717,293.008503549523,0.1667054731487263,35.67409640006613,2.78e-06,50.0,3.2e-05,0.032797
510,23:49:13,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.149989547907225,32.149989547907225,17.850010452092835,17.850010452092835,302.8818980804955,293.00850341426286,0.16670548245051217,35.700020904185536,2.78e-06,50.0,3.2e-05,0.032771
511,23:49:14,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.137068089577745,32.137068089577745,17.86293191042232,17.86293191042232,302.8817413274967,293.00850327934563,0.16670549174713328,35.725863820844495,2.78e-06,50.0,3.2e-05,0.032744
512,23:49:15,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.12418728600285,32.12418728600285,17.87581271399721,17.87581271399721,302.8815849722841,293.00850314477077,0.1667055010385925,35.75162542799429,2.78e-06,50.0,3.2e-05,0.032718
513,23:49:16,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.111346998744104,32.111346998744104,17.88865300125596,17.88865300125596,302.88142901416506,293.00850301053765,0.1667055103248927,35.777306002511786,2.78e-06,50.0,3.2e-05,0.032692
514,23:49:17,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.09854708989777,32.09854708989777,17.901452910102293,17.901452910102293,302.8812734524456,293.00850287664565,0.16670551960603675,35.802905820204444,2.78e-06,50.0,3.2e-05,0.032666
515,23:49:18,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.08578742209242,32.08578742209242,17.91421257790764,17.91421257790764,302.88111828643036,293.0085027430943,0.16670552888202747,35.82842515581515,2.78e-06,50.0,3.2e-05,0.03264
516,23:49:19,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.07306785848649,32.07306785848649,17.92693214151358,17.92693214151358,302.8809635154226,293.00850260988284,0.16670553815286776,35.853864283027015,2.78e-06,50.0,3.2e-05,0.032614
517,23:49:20,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.06038826276583,32.06038826276583,17.939611737234245,17.939611737234245,302.8808091387243,293.0085024770107,0.1667055474185605,35.87922347446833,2.78e-06,50.0,3.2e-05,0.032588
518,23:49:21,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.04774849914134,32.04774849914134,17.95225150085873,17.95225150085873,302.8806551556361,293.0085023444774,0.16670555667910852,35.9045030017173,2.78e-06,50.0,3.2e-05,0.032562
519,23:49:22,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.03514843234659,32.03514843234659,17.964851567653486,17.964851567653486,302.88050156545734,293.0085022122822,0.1667055659345147,35.92970313530681,2.78e-06,50.0,3.2e-05,0.032537
520,23:49:23,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.02258792763539,32.02258792763539,17.977412072364686,17.977412072364686,302.8803483674862,293.0085020804246,0.16670557518478182,35.9548241447292,2.78e-06,50.0,3.2e-05,0.032511
521,23:49:24,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,32.01006685077948,32.01006685077948,17.989933149220594,17.989933149220594,302.8801955610196,293.0085019489039,0.16670558442991282,35.97986629844103,2.78e-06,50.0,3.2e-05,0.032486
522,23:49:25,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.997585068066147,31.997585068066147,18.002414931933927,18.002414931933927,302.8800431453534,293.00850181771955,0.1667055936699105,36.00482986386769,2.78e-06,50.0,3.2e-05,0.03246
523,23:49:26,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.9851424462959,31.9851424462959,18.014857553704175,18.014857553704175,302.87989111978214,293.008501686871,0.16670560290477776,36.02971510740819,2.78e-06,50.0,3.2e-05,0.032435
524,23:49:27,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.97273885278014,31.97273885278014,18.027261147219935,18.027261147219935,302.8797394835993,293.0085015563575,0.1667056121345174,36.054522294439714,2.78e-06,50.0,3.2e-05,0.03241
525,23:49:28,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.960374155338855,31.960374155338855,18.03962584466122,18.03962584466122,302.8795882360973,293.00850142617855,0.1667056213591323,36.07925168932228,2.78e-06,50.0,3.2e-05,0.032385
526,23:49:29,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.948048222298297,31.948048222298297,18.051951777701778,18.051951777701778,302.8794373765673,293.0085012963334,0.16670563057862528,36.10390355540339,2.78e-06,50.0,3.2e-05,0.03236
527,23:49:30,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.93576092248873,31.93576092248873,18.064239077511345,18.064239077511345,302.87928690429965,293.00850116682165,0.1667056397929992,36.128478155022535,2.78e-06,50.0,3.2e-05,0.032335
528,23:49:31,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.923512125242116,31.923512125242116,18.07648787475796,18.07648787475796,302.87913681858356,293.0085010376426,0.1667056490022569,36.15297574951576,2.78e-06,50.0,3.2e-05,0.03231
529,23:49:32,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.91130170038988,31.91130170038988,18.088698299610193,18.088698299610193,302.87898711870724,293.00850090879555,0.1667056582064012,36.17739659922022,2.78e-06,50.0,3.2e-05,0.032285
530,23:49:33,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.89912951826065,31.89912951826065,18.100870481739424,18.100870481739424,302.87883780395794,293.00850078028003,0.166705667405435,36.20174096347869,2.78e-06,50.0,3.2e-05,0.03226
531,23:49:34,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.88699544967801,31.88699544967801,18.113004550322064,18.113004550322064,302.87868887362185,293.0085006520953,0.16670567659936109,36.22600910064398,2.78e-06,50.0,3.2e-05,0.032236
532,23:49:35,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.874899365958285,31.874899365958285,18.12510063404179,18.12510063404179,302.87854032698436,293.00850052424084,0.1667056857881823,36.25020126808343,2.78e-06,50.0,3.2e-05,0.032211
533,23:49:36,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.862841138908323,31.862841138908323,18.137158861091752,18.137158861091752,302.8783921633299,293.008500396716,0.16670569497190146,36.27431772218335,2.78e-06,50.0,3.2e-05,0.032187
534,23:49:37,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.850820640823283,31.850820640823283,18.14917935917679,18.14917935917679,302.8782443819421,293.0085002695201,0.16670570415052144,36.29835871835343,2.78e-06,50.0,3.2e-05,0.032163
535,23:49:38,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.83883774448446,31.83883774448446,18.161162255515613,18.161162255515613,302.8780969821036,293.00850014265257,0.16670571332404505,36.32232451103107,2.78e-06,50.0,3.2e-05,0.032138
536,23:49:39,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.8268923231571,31.8268923231571,18.173107676842974,18.173107676842974,302.8779499630963,293.00850001611286,0.16670572249247512,36.34621535368579,2.78e-06,50.0,3.2e-05,0.032114
537,23:49:40,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.814984250588218,31.814984250588218,18.185015749411857,18.185015749411857,302.8778033242012,293.0084998899003,0.16670573165581445,36.37003149882355,2.78e-06,50.0,3.2e-05,0.03209
538,23:49:41,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.803113401004452,31.803113401004452,18.196886598995622,18.196886598995622,302.8776570646986,293.00849976401423,0.16670574081406594,36.39377319799109,2.78e-06,50.0,3.2e-05,0.032066
539,23:49:42,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.791279649109935,31.791279649109935,18.20872035089014,18.20872035089014,302.877511183868,293.00849963845405,0.16670574996723236,36.41744070178012,2.78e-06,50.0,3.2e-05,0.032042
540,23:49:43,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.77948287008413,31.77948287008413,18.220517129915944,18.220517129915944,302.87736568098825,293.0084995132192,0.16670575911531654,36.44103425983173,2.78e-06,50.0,3.2e-05,0.032019
541,23:49:44,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.76772293957974,31.76772293957974,18.232277060420333,18.232277060420333,302.87722055533726,293.00849938830896,0.1667057682583213,36.46455412084051,2.78e-06,50.0,3.2e-05,0.031995
542,23:49:45,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.755999733720575,31.755999733720575,18.2440002662795,18.2440002662795,302.87707580619247,293.0084992637228,0.16670577739624948,36.48800053255884,2.78e-06,50.0,3.2e-05,0.031971
543,23:49:46,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.74431312909946,31.74431312909946,18.255686870900615,18.255686870900615,302.8769314328305,293.00849913946,0.16670578652910387,36.511373741801066,2.78e-06,50.0,3.2e-05,0.031948
544,23:49:47,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.73266300277615,31.73266300277615,18.267336997223925,18.267336997223925,302.87678743452733,293.0084990155201,0.1667057956568873,36.5346739944477,2.78e-06,50.0,3.2e-05,0.031924
545,23:49:48,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.721049232275252,31.721049232275252,18.278950767724822,18.278950767724822,302.8766438105584,293.0084988919023,0.16670580477960262,36.55790153544949,2.78e-06,50.0,3.2e-05,0.031901
546,23:49:49,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.70947169558416,31.70947169558416,18.290528304415915,18.290528304415915,302.8765005601985,293.0084987686061,0.1667058138972526,36.58105660883167,2.78e-06,50.0,3.2e-05,0.031877
547,23:49:50,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.697930271150994,31.697930271150994,18.30206972884908,18.30206972884908,302.8763576827218,293.0084986456307,0.16670582300984008,36.604139457698004,2.78e-06,50.0,3.2e-05,0.031854
548,23:49:51,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.686424837882566,31.686424837882566,18.31357516211751,18.31357516211751,302.8762151774019,293.00849852297574,0.16670583211736784,36.62715032423486,2.78e-06,50.0,3.2e-05,0.031831
549,23:49:52,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.674955275142334,31.674955275142334,18.32504472485774,18.32504472485774,302.87607304351184,293.0084984006404,0.16670584121983872,36.65008944971532,2.78e-06,50.0,3.2e-05,0.031808
550,23:49:53,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,31.6635214627484,31.6635214627484,18.336478537251676,18.336478537251676,302.87593128032415,293.00849827862413,0.16670585031725552,36.6729570745032,2.78e-06,50.0,3.2e-05,0.031785
