Serial_No,Time,Fa,Fb,Ca_feed,Cb_feed,T0,Q,Tcin,Fc,Ca,Cb,Cc,Cd,T,Tc,h,Xa,Fin,Ca0_eff,k_f,rate_net
1015,23:57:41,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.825856885392916,28.825856885392916,21.17414311460712,21.17414311460712,302.83886832168537,293.008466377826,0.16670957746425769,42.34828622921416,2.78e-06,50.0,3.2e-05,0.026337
1016,23:57:42,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.82304521649108,28.82304521649108,21.176954783508954,21.176954783508954,302.83883034645913,293.0084663451396,0.16670958448716197,42.35390956701784,2.78e-06,50.0,3.2e-05,0.026331
1017,23:57:43,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.820241801771438,28.820241801771438,21.179758198228598,21.179758198228598,302.83879248241465,293.0084663125489,0.16670959150616693,42.35951639645712,2.78e-06,50.0,3.2e-05,0.026326
1018,23:57:44,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.81744661650035,28.81744661650035,21.182553383499684,21.182553383499684,302.8387547292329,293.00846628005354,0.16670959852127465,42.3651067669993,2.78e-06,50.0,3.2e-05,0.026321
1019,23:57:45,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.814659636021197,28.814659636021197,21.18534036397884,21.18534036397884,302.83871708659564,293.0084662476534,0.16670960553248731,42.3706807279576,2.78e-06,50.0,3.2e-05,0.026316
1020,23:57:46,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.811880835754106,28.811880835754106,21.18811916424593,21.18811916424593,302.83867955418555,293.0084662153481,0.1667096125398071,42.37623832849178,2.78e-06,50.0,3.2e-05,0.026311
1021,23:57:47,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.809110191195707,28.809110191195707,21.19088980880433,21.19088980880433,302.83864213168613,293.00846618313744,0.16670961954323615,42.381779617608586,2.78e-06,50.0,3.2e-05,0.026306
1022,23:57:48,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.80634767791887,28.80634767791887,21.193652322081167,21.193652322081167,302.8386048187818,293.00846615102114,0.16670962654277668,42.38730464416226,2.78e-06,50.0,3.2e-05,0.026301
1023,23:57:49,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.803593271572456,28.803593271572456,21.19640672842758,21.19640672842758,302.8385676151578,293.0084661189989,0.1667096335384308,42.39281345685508,2.78e-06,50.0,3.2e-05,0.026296
1024,23:57:50,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.800846947881073,28.800846947881073,21.199153052118962,21.199153052118962,302.83853052050017,293.00846608707036,0.16670964053020068,42.39830610423785,2.78e-06,50.0,3.2e-05,0.026291
1025,23:57:51,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.798108682644802,28.798108682644802,21.201891317355233,21.201891317355233,302.83849353449585,293.00846605523543,0.16670964751808845,42.40378263471038,2.78e-06,50.0,3.2e-05,0.026286
1026,23:57:52,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.79537845173897,28.79537845173897,21.204621548261066,21.204621548261066,302.8384566568326,293.0084660234937,0.1667096545020963,42.409243096522054,2.78e-06,50.0,3.2e-05,0.026281
1027,23:57:53,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.792656231113885,28.792656231113885,21.20734376888615,21.20734376888615,302.838419887199,293.00846599184496,0.16670966148222635,42.414687537772224,2.78e-06,50.0,3.2e-05,0.026276
1028,23:57:54,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.78994199679459,28.78994199679459,21.210058003205447,21.210058003205447,302.83838322528453,293.008465960289,0.1667096684584808,42.420116006410815,2.78e-06,50.0,3.2e-05,0.026271
1029,23:57:55,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.787235724880617,28.787235724880617,21.21276427511942,21.21276427511942,302.83834667077946,293.0084659288254,0.16670967543086176,42.42552855023875,2.78e-06,50.0,3.2e-05,0.026266
1030,23:57:56,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.78453739154574,28.78453739154574,21.215462608454295,21.215462608454295,302.83831022337495,293.008465897454,0.1667096823993714,42.43092521690851,2.78e-06,50.0,3.2e-05,0.026261
1031,23:57:57,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.78184697303773,28.78184697303773,21.218153026962305,21.218153026962305,302.8382738827629,293.00846586617456,0.16670968936401187,42.43630605392453,2.78e-06,50.0,3.2e-05,0.026256
1032,23:57:58,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.779164445678106,28.779164445678106,21.22083555432193,21.22083555432193,302.8382376486362,293.0084658349868,0.16670969632478533,42.44167110864379,2.78e-06,50.0,3.2e-05,0.026251
1033,23:57:59,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.776489785861887,28.776489785861887,21.223510214138148,21.223510214138148,302.83820152068836,293.0084658038904,0.1667097032816939,42.44702042827622,2.78e-06,50.0,3.2e-05,0.026246
1034,23:58:00,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.773822970057363,28.773822970057363,21.226177029942672,21.226177029942672,302.83816549861393,293.0084657728851,0.16670971023473974,42.452354059885266,2.78e-06,50.0,3.2e-05,0.026241
1035,23:58:01,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.771163974805834,28.771163974805834,21.2288360251942,21.2288360251942,302.83812958210814,293.00846574197067,0.166709717183925,42.457672050388325,2.78e-06,50.0,3.2e-05,0.026237
1036,23:58:02,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.768512776721384,28.768512776721384,21.231487223278652,21.231487223278652,302.8380937708671,293.00846571114687,0.16670972412925178,42.462974446557226,2.78e-06,50.0,3.2e-05,0.026232
1037,23:58:03,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.765869352490625,28.765869352490625,21.23413064750941,21.23413064750941,302.83805806458776,293.0084656804134,0.1667097310707223,42.46826129501874,2.78e-06,50.0,3.2e-05,0.026227
1038,23:58:04,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.76323367887247,28.76323367887247,21.236766321127565,21.236766321127565,302.83802246296784,293.00846564977,0.16670973800833866,42.47353264225505,2.78e-06,50.0,3.2e-05,0.026222
1039,23:58:05,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.760605732697893,28.760605732697893,21.239394267302142,21.239394267302142,302.83798696570597,293.00846561921645,0.166709744942103,42.478788534604206,2.78e-06,50.0,3.2e-05,0.026217
1040,23:58:06,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.757985490869675,28.757985490869675,21.24201450913036,21.24201450913036,302.8379515725015,293.0084655887524,0.16670975187201745,42.484029018260635,2.78e-06,50.0,3.2e-05,0.026213
1041,23:58:07,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.75537293036219,28.75537293036219,21.244627069637847,21.244627069637847,302.83791628305465,293.0084655583778,0.16670975879808417,42.48925413927561,2.78e-06,50.0,3.2e-05,0.026208
1042,23:58:08,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.75276802822115,28.75276802822115,21.247231971778884,21.247231971778884,302.83788109706643,293.00846552809213,0.16670976572030527,42.49446394355769,2.78e-06,50.0,3.2e-05,0.026203
1043,23:58:09,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.750170761563385,28.750170761563385,21.24982923843665,21.24982923843665,302.83784601423866,293.00846549789526,0.1667097726386829,42.49965847687322,2.78e-06,50.0,3.2e-05,0.026198
1044,23:58:10,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.74758110757659,28.74758110757659,21.252418892423446,21.252418892423446,302.83781103427407,293.00846546778695,0.1667097795532192,42.50483778484681,2.78e-06,50.0,3.2e-05,0.026194
1045,23:58:11,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.744999043519098,28.744999043519098,21.255000956480934,21.255000956480934,302.83777615687603,293.0084654377669,0.1667097864639163,42.51000191296179,2.78e-06,50.0,3.2e-05,0.026189
1046,23:58:12,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.742424546719658,28.742424546719658,21.257575453280374,21.257575453280374,302.83774138174886,293.00846540783493,0.1667097933707763,42.51515090656067,2.78e-06,50.0,3.2e-05,0.026184
1047,23:58:13,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.73985759457719,28.73985759457719,21.26014240542284,21.26014240542284,302.83770670859764,293.00846537799066,0.16670980027380136,42.52028481084561,2.78e-06,50.0,3.2e-05,0.026179
1048,23:58:14,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.737298164560563,28.737298164560563,21.26270183543947,21.26270183543947,302.8376721371282,293.008465348234,0.16670980717299363,42.52540367087887,2.78e-06,50.0,3.2e-05,0.026175
1049,23:58:15,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.73474623420835,28.73474623420835,21.26525376579168,21.26525376579168,302.83763766704726,293.0084653185645,0.16670981406835522,42.53050753158328,2.78e-06,50.0,3.2e-05,0.02617
1050,23:58:16,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.732201781128616,28.732201781128616,21.267798218871416,21.267798218871416,302.8376032980623,293.00846528898217,0.16670982095988826,42.53559643774276,2.78e-06,50.0,3.2e-05,0.026165
1051,23:58:17,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.729664782998675,28.729664782998675,21.270335217001357,21.270335217001357,302.8375690298816,293.00846525948646,0.16670982784759486,42.540670434002635,2.78e-06,50.0,3.2e-05,0.026161
1052,23:58:18,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.727135217564868,28.727135217564868,21.272864782435164,21.272864782435164,302.8375348622142,293.0084652300773,0.16670983473147716,42.54572956487026,2.78e-06,50.0,3.2e-05,0.026156
1053,23:58:19,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.72461306264234,28.72461306264234,21.27538693735769,21.27538693735769,302.83750079477,293.0084652007544,0.16670984161153726,42.55077387471531,2.78e-06,50.0,3.2e-05,0.026152
1054,23:58:20,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.722098296114805,28.722098296114805,21.277901703885227,21.277901703885227,302.8374668272596,293.00846517151757,0.1667098484877773,42.555803407770384,2.78e-06,50.0,3.2e-05,0.026147
1055,23:58:21,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.719590895934324,28.719590895934324,21.280409104065708,21.280409104065708,302.8374329593945,293.0084651423665,0.16670985536019942,42.560818208131344,2.78e-06,50.0,3.2e-05,0.026142
1056,23:58:22,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.717090840121088,28.717090840121088,21.282909159878944,21.282909159878944,302.83739919088697,293.0084651133009,0.1667098622288057,42.56581831975782,2.78e-06,50.0,3.2e-05,0.026138
1057,23:58:23,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.71459810676318,28.71459810676318,21.285401893236852,21.285401893236852,302.83736552144995,293.00846508432056,0.1667098690935983,42.57080378647363,2.78e-06,50.0,3.2e-05,0.026133
1058,23:58:24,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.712112674016357,28.712112674016357,21.287887325983675,21.287887325983675,302.83733195079736,293.00846505542535,0.1667098759545793,42.57577465196728,2.78e-06,50.0,3.2e-05,0.026129
1059,23:58:25,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.709634520103833,28.709634520103833,21.2903654798962,21.2903654798962,302.83729847864373,293.00846502661483,0.16670988281175084,42.58073095979233,2.78e-06,50.0,3.2e-05,0.026124
1060,23:58:26,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.70716362331606,28.70716362331606,21.292836376683972,21.292836376683972,302.8372651047045,293.00846499788884,0.16670988966511502,42.585672753367874,2.78e-06,50.0,3.2e-05,0.02612
1061,23:58:27,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.70469996201049,28.70469996201049,21.29530003798954,21.29530003798954,302.8372318286958,293.00846496924714,0.166709896514674,42.59060007597901,2.78e-06,50.0,3.2e-05,0.026115
1062,23:58:28,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.702243514611375,28.702243514611375,21.297756485388657,21.297756485388657,302.8371986503345,293.0084649406896,0.16670990336042982,42.595512970777236,2.78e-06,50.0,3.2e-05,0.026111
1063,23:58:29,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.699794259609533,28.699794259609533,21.3002057403905,21.3002057403905,302.8371655693385,293.00846491221574,0.16670991020238463,42.600411480780934,2.78e-06,50.0,3.2e-05,0.026106
1064,23:58:30,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.69735217556214,28.69735217556214,21.30264782443789,21.30264782443789,302.8371325854261,293.00846488382547,0.16670991704054053,42.60529564887571,2.78e-06,50.0,3.2e-05,0.026102
1065,23:58:31,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.69491724109251,28.69491724109251,21.30508275890752,21.30508275890752,302.83709969831665,293.0084648555186,0.16670992387489963,42.61016551781497,2.78e-06,50.0,3.2e-05,0.026098
1066,23:58:32,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.692489434889875,28.692489434889875,21.307510565110157,21.307510565110157,302.83706690773016,293.0084648272947,0.16670993070546405,42.61502113022024,2.78e-06,50.0,3.2e-05,0.026093
1067,23:58:33,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.690068735709172,28.690068735709172,21.30993126429086,21.30993126429086,302.8370342133874,293.00846479915367,0.16670993753223592,42.619862528581656,2.78e-06,50.0,3.2e-05,0.026089
1068,23:58:34,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.68765512237082,28.68765512237082,21.31234487762921,21.31234487762921,302.8370016150101,293.00846477109525,0.16670994435521733,42.62468975525835,2.78e-06,50.0,3.2e-05,0.026084
1069,23:58:35,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.68524857376052,28.68524857376052,21.31475142623951,21.31475142623951,302.83696911232045,293.0084647431192,0.16670995117441034,42.62950285247895,2.78e-06,50.0,3.2e-05,0.02608
1070,23:58:36,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.68284906882904,28.68284906882904,21.317150931170993,21.317150931170993,302.8369367050416,293.0084647152253,0.1667099579898171,42.634301862341914,2.78e-06,50.0,3.2e-05,0.026076
1071,23:58:37,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.680456586591976,28.680456586591976,21.319543413408056,21.319543413408056,302.83690439289734,293.00846468741327,0.16670996480143968,42.63908682681604,2.78e-06,50.0,3.2e-05,0.026071
1072,23:58:38,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.67807110612958,28.67807110612958,21.321928893870453,21.321928893870453,302.8368721756124,293.00846465968283,0.16670997160928022,42.643857787740835,2.78e-06,50.0,3.2e-05,0.026067
1073,23:58:39,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.675692606586516,28.675692606586516,21.324307393413516,21.324307393413516,302.83684005291224,293.00846463203385,0.16670997841334081,42.648614786826954,2.78e-06,50.0,3.2e-05,0.026063
1074,23:58:40,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.67332106717167,28.67332106717167,21.32667893282836,21.32667893282836,302.8368080245228,293.008464604466,0.16670998521362354,42.65335786565665,2.78e-06,50.0,3.2e-05,0.026058
1075,23:58:41,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.67095646715793,28.67095646715793,21.329043532842103,21.329043532842103,302.8367760901711,293.0084645769791,0.16670999201013048,42.658087065684136,2.78e-06,50.0,3.2e-05,0.026054
1076,23:58:42,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.668598785881972,28.668598785881972,21.33140121411806,21.33140121411806,302.83674424958474,293.008464549573,0.16670999880286375,42.66280242823605,2.78e-06,50.0,3.2e-05,0.02605
1077,23:58:43,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.666248002744066,28.666248002744066,21.333751997255963,21.333751997255963,302.83671250249216,293.00846452224727,0.16671000559182544,42.667503994511854,2.78e-06,50.0,3.2e-05,0.026045
1078,23:58:44,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.663904097207862,28.663904097207862,21.336095902792167,21.336095902792167,302.8366808486225,293.0084644950019,0.16671001237701766,42.67219180558427,2.78e-06,50.0,3.2e-05,0.026041
1079,23:58:45,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.66156704880018,28.66156704880018,21.33843295119985,21.33843295119985,302.8366492877057,293.0084644678364,0.1667100191584425,42.676865902399626,2.78e-06,50.0,3.2e-05,0.026037
1080,23:58:46,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.659236837110807,28.659236837110807,21.34076316288922,21.34076316288922,302.83661781947234,293.00846444075074,0.16671002593610204,42.68152632577837,2.78e-06,50.0,3.2e-05,0.026033
1081,23:58:47,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.656913441792295,28.656913441792295,21.343086558207734,21.343086558207734,302.8365864436538,293.0084644137446,0.1667100327099984,42.686173116415404,2.78e-06,50.0,3.2e-05,0.026028
1082,23:58:48,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.654596842559748,28.654596842559748,21.34540315744028,21.34540315744028,302.83655515998225,293.00846438681776,0.16671003948013363,42.69080631488049,2.78e-06,50.0,3.2e-05,0.026024
1083,23:58:49,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.652287019190624,28.652287019190624,21.347712980809405,21.347712980809405,302.8365239681906,293.00846435997005,0.16671004624650987,42.69542596161875,2.78e-06,50.0,3.2e-05,0.02602
1084,23:58:50,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.64998395152453,28.64998395152453,21.3500160484755,21.3500160484755,302.8364928680124,293.0084643332012,0.16671005300912914,42.700032096950935,2.78e-06,50.0,3.2e-05,0.026016
1085,23:58:51,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.64768761946302,28.64768761946302,21.352312380537008,21.352312380537008,302.836461859182,293.008464306511,0.16671005976799358,42.70462476107395,2.78e-06,50.0,3.2e-05,0.026012
1086,23:58:52,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.6453980029694,28.6453980029694,21.354601997030628,21.354601997030628,302.8364309414345,293.0084642798991,0.16671006652310524,42.7092039940612,2.78e-06,50.0,3.2e-05,0.026007
1087,23:58:53,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.643115082068512,28.643115082068512,21.356884917931517,21.356884917931517,302.83640011450575,293.00846425336545,0.16671007327446621,42.71376983586297,2.78e-06,50.0,3.2e-05,0.026003
1088,23:58:54,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.640838836846545,28.640838836846545,21.359161163153484,21.359161163153484,302.8363693781323,293.00846422690967,0.1667100800220786,42.718322326306904,2.78e-06,50.0,3.2e-05,0.025999
1089,23:58:55,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.63856924745084,28.63856924745084,21.36143075254919,21.36143075254919,302.83633873205144,293.00846420053165,0.16671008676594445,42.72286150509832,2.78e-06,50.0,3.2e-05,0.025995
1090,23:58:56,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.63630629408967,28.63630629408967,21.363693705910357,21.363693705910357,302.8363081760012,293.0084641742311,0.1667100935060659,42.72738741182065,2.78e-06,50.0,3.2e-05,0.025991
1091,23:58:57,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.634049957032072,28.634049957032072,21.365950042967956,21.365950042967956,302.8362777097202,293.0084641480078,0.16671010024244495,42.73190008593585,2.78e-06,50.0,3.2e-05,0.025987
1092,23:58:58,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.631800216607626,28.631800216607626,21.368199783392402,21.368199783392402,302.836247332948,293.00846412186166,0.16671010697508373,42.73639956678474,2.78e-06,50.0,3.2e-05,0.025983
1093,23:58:59,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.62955705320626,28.62955705320626,21.37044294679377,21.37044294679377,302.83621704542486,293.00846409579225,0.1667101137039843,42.740885893587475,2.78e-06,50.0,3.2e-05,0.025979
1094,23:59:00,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.62732044727807,28.62732044727807,21.37267955272196,21.37267955272196,302.83618684689156,293.00846406979946,0.16671012042914876,42.745359105443846,2.78e-06,50.0,3.2e-05,0.025975
1095,23:59:02,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.625090379333113,28.625090379333113,21.374909620666916,21.374909620666916,302.8361567370898,293.008464043883,0.16671012715057917,42.74981924133377,2.78e-06,50.0,3.2e-05,0.02597
1096,23:59:03,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.622866829941213,28.622866829941213,21.377133170058816,21.377133170058816,302.8361267157619,293.00846401804273,0.1667101338682776,42.75426634011757,2.78e-06,50.0,3.2e-05,0.025966
1097,23:59:04,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.620649779731764,28.620649779731764,21.379350220268265,21.379350220268265,302.8360967826509,293.00846399227834,0.1667101405822461,42.758700440536465,2.78e-06,50.0,3.2e-05,0.025962
1098,23:59:05,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.61843920939355,28.61843920939355,21.38156079060648,21.38156079060648,302.83606693750056,293.0084639665897,0.16671014729248676,42.76312158121289,2.78e-06,50.0,3.2e-05,0.025958
1099,23:59:06,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.616235099674533,28.616235099674533,21.383764900325495,21.383764900325495,302.8360371800555,293.00846394097664,0.16671015399900166,42.76752980065093,2.78e-06,50.0,3.2e-05,0.025954
1100,23:59:07,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.614037431381682,28.614037431381682,21.385962568618346,21.385962568618346,302.8360075100608,293.0084639154387,0.16671016070179287,42.771925137236636,2.78e-06,50.0,3.2e-05,0.02595
1101,23:59:08,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.611846185380767,28.611846185380767,21.388153814619262,21.388153814619262,302.8359779272624,293.0084638899759,0.16671016740086245,42.77630762923847,2.78e-06,50.0,3.2e-05,0.025946
1102,23:59:09,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.609661342596173,28.609661342596173,21.390338657403856,21.390338657403856,302.8359484314069,293.0084638645879,0.16671017409621247,42.78067731480765,2.78e-06,50.0,3.2e-05,0.025942
1103,23:59:10,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.607482884010707,28.607482884010707,21.39251711598932,21.39251711598932,302.8359190222417,293.0084638392745,0.16671018078784497,42.78503423197858,2.78e-06,50.0,3.2e-05,0.025939
1104,23:59:11,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.60531079066542,28.60531079066542,21.394689209334608,21.394689209334608,302.8358896995148,293.00846381403557,0.16671018747576205,42.78937841866915,2.78e-06,50.0,3.2e-05,0.025935
1105,23:59:12,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.603145043659406,28.603145043659406,21.396854956340622,21.396854956340622,302.8358604629749,293.0084637888708,0.16671019415996577,42.79370991268118,2.78e-06,50.0,3.2e-05,0.025931
1106,23:59:13,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.60098562414962,28.60098562414962,21.39901437585041,21.39901437585041,302.83583131237145,293.00846376377996,0.16671020084045818,42.798028751700755,2.78e-06,50.0,3.2e-05,0.025927
1107,23:59:14,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.59883251335069,28.59883251335069,21.40116748664934,21.40116748664934,302.8358022474546,293.0084637387629,0.16671020751724133,42.80233497329861,2.78e-06,50.0,3.2e-05,0.025923
1108,23:59:15,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.596685692534727,28.596685692534727,21.4033143074653,21.4033143074653,302.83577326797507,293.00846371381937,0.16671021419031729,42.806628614930545,2.78e-06,50.0,3.2e-05,0.025919
1109,23:59:16,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.59454514303115,28.59454514303115,21.405454856968877,21.405454856968877,302.8357443736846,293.0084636889492,0.1667102208596881,42.81090971393768,2.78e-06,50.0,3.2e-05,0.025915
1110,23:59:17,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.59241084622649,28.59241084622649,21.40758915377354,21.40758915377354,302.8357155643352,293.0084636641521,0.16671022752535583,42.81517830754702,2.78e-06,50.0,3.2e-05,0.025911
1111,23:59:18,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.590282783564206,28.590282783564206,21.409717216435823,21.409717216435823,302.83568683967985,293.0084636394279,0.16671023418732256,42.81943443287158,2.78e-06,50.0,3.2e-05,0.025907
1112,23:59:19,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.588160936544508,28.588160936544508,21.41183906345552,21.41183906345552,302.83565819947216,293.00846361477636,0.16671024084559033,42.82367812691098,2.78e-06,50.0,3.2e-05,0.025903
1113,23:59:20,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.586045286724165,28.586045286724165,21.413954713275864,21.413954713275864,302.83562964346646,293.0084635901973,0.1667102475001612,42.827909426551656,2.78e-06,50.0,3.2e-05,0.0259
1114,23:59:21,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.583935815716334,28.583935815716334,21.416064184283695,21.416064184283695,302.8356011714177,293.00846356569053,0.1667102541510372,42.832128368567325,2.78e-06,50.0,3.2e-05,0.025896
1115,23:59:22,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.58183250519037,28.58183250519037,21.41816749480966,21.41816749480966,302.8355727830816,293.0084635412558,0.1667102607982204,42.83633498961925,2.78e-06,50.0,3.2e-05,0.025892
1116,23:59:23,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.579735336871643,28.579735336871643,21.420264663128386,21.420264663128386,302.83554447821444,293.00846351689296,0.16671026744171286,42.84052932625671,2.78e-06,50.0,3.2e-05,0.025888
1117,23:59:24,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.57764429254136,28.57764429254136,21.422355707458667,21.422355707458667,302.83551625657327,293.0084634926017,0.16671027408151662,42.84471141491727,2.78e-06,50.0,3.2e-05,0.025884
1118,23:59:25,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.575559354036397,28.575559354036397,21.42444064596363,21.42444064596363,302.83548811791576,293.0084634683819,0.16671028071763372,42.8488812919272,2.78e-06,50.0,3.2e-05,0.025881
1119,23:59:26,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.573480503249094,28.573480503249094,21.426519496750934,21.426519496750934,302.8354600620004,293.0084634442333,0.1667102873500662,42.853038993501805,2.78e-06,50.0,3.2e-05,0.025877
1120,23:59:27,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.571407722127095,28.571407722127095,21.428592277872934,21.428592277872934,302.8354320885862,293.00846342015575,0.16671029397881612,42.857184555745796,2.78e-06,50.0,3.2e-05,0.025873
1121,23:59:28,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.56934099267317,28.56934099267317,21.43065900732686,21.43065900732686,302.83540419743287,293.00846339614895,0.16671030060388553,42.86131801465365,2.78e-06,50.0,3.2e-05,0.025869
1122,23:59:29,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.567280296945025,28.567280296945025,21.432719703055003,21.432719703055003,302.83537638830086,293.00846337221276,0.16671030722527644,42.86543940610994,2.78e-06,50.0,3.2e-05,0.025866
1123,23:59:30,1.388888e-06,1.388888e-06,100,100,333,0,293,0.01,28.565225617055145,28.565225617055145,21.434774382944884,21.434774382944884,302.83534866095124,293.008463348347,0.16671031384299093,42.8695487658897,2.78e-06,50.0,3.2e-05,0.025862
