Serial_No,Time,FA0,FB0,CAin,CBin,T0,Q,Tcin,Fc,Ca,Cb,Cc,Cd,T,Tc,h,Xa
201,15:59:27,0.01,0.01,100,100,293,0,293,0.01,1.0091,1.0091,158.3219,158.3219,297.2719,293.0567,3.6445,97.9817
202,15:59:28,0.01,0.01,100,100,293,0,293,0.01,1.008,1.008,158.2783,158.2783,297.2517,293.0564,3.6572,97.984
203,15:59:29,0.01,0.01,100,100,293,0,293,0.01,1.0069,1.0069,158.2338,158.2338,297.2317,293.0561,3.6699,97.9863
204,15:59:30,0.01,0.01,100,100,293,0,293,0.01,1.0057,1.0057,158.1885,158.1885,297.2118,293.0558,3.6825,97.9885
205,15:59:31,0.01,0.01,100,100,293,0,293,0.01,1.0046,1.0046,158.1423,158.1423,297.1922,293.0555,3.6951,97.9908
206,15:59:32,0.01,0.01,100,100,293,0,293,0.01,1.0035,1.0035,158.0953,158.0953,297.1727,293.0552,3.7077,97.993
207,15:59:33,0.01,0.01,100,100,293,0,293,0.01,1.0024,1.0024,158.0474,158.0474,297.1533,293.0549,3.7203,97.9953
208,15:59:34,0.01,0.01,100,100,293,0,293,0.01,1.0013,1.0013,157.9988,157.9988,297.1342,293.0546,3.7329,97.9975
209,15:59:35,0.01,0.01,100,100,293,0,293,0.01,1.0002,1.0002,157.9493,157.9493,297.1152,293.0543,3.7454,97.9997
210,15:59:36,0.01,0.01,100,100,293,0,293,0.01,0.9991,0.9991,157.8991,157.8991,297.0963,293.054,3.7579,98.0019
211,15:59:37,0.01,0.01,100,100,293,0,293,0.01,0.998,0.998,157.8481,157.8481,297.0777,293.0537,3.7703,98.0041
212,15:59:38,0.01,0.01,100,100,293,0,293,0.01,0.9969,0.9969,157.7963,157.7963,297.0592,293.0535,3.7828,98.0062
213,15:59:39,0.01,0.01,100,100,293,0,293,0.01,0.9958,0.9958,157.7437,157.7437,297.0408,293.0532,3.7952,98.0084
214,15:59:40,0.01,0.01,100,100,293,0,293,0.01,0.9947,0.9947,157.6904,157.6904,297.0226,293.0529,3.8076,98.0106
215,15:59:41,0.01,0.01,100,100,293,0,293,0.01,0.9936,0.9936,157.6363,157.6363,297.0046,293.0527,3.82,98.0127
216,15:59:42,0.01,0.01,100,100,293,0,293,0.01,0.9926,0.9926,157.5815,157.5815,296.9867,293.0524,3.8323,98.0149
217,15:59:43,0.01,0.01,100,100,293,0,293,0.01,0.9915,0.9915,157.5259,157.5259,296.969,293.0521,3.8446,98.017
218,15:59:44,0.01,0.01,100,100,293,0,293,0.01,0.9905,0.9905,157.4696,157.4696,296.9514,293.0519,3.8569,98.0191
219,15:59:45,0.01,0.01,100,100,293,0,293,0.01,0.9894,0.9894,157.4126,157.4126,296.9339,293.0516,3.8692,98.0212
220,15:59:46,0.01,0.01,100,100,293,0,293,0.01,0.9883,0.9883,157.3549,157.3549,296.9167,293.0513,3.8815,98.0233
221,15:59:47,0.01,0.01,100,100,293,0,293,0.01,0.9873,0.9873,157.2965,157.2965,296.8995,293.0511,3.8937,98.0254
222,15:59:48,0.01,0.01,100,100,293,0,293,0.01,0.9863,0.9863,157.2374,157.2374,296.8825,293.0508,3.9059,98.0275
223,15:59:49,0.01,0.01,100,100,293,0,293,0.01,0.9852,0.9852,157.1777,157.1777,296.8656,293.0506,3.9181,98.0295
224,15:59:50,0.01,0.01,100,100,293,0,293,0.01,0.9842,0.9842,157.1172,157.1172,296.8489,293.0503,3.9302,98.0316
225,15:59:51,0.01,0.01,100,100,293,0,293,0.01,0.9832,0.9832,157.0561,157.0561,296.8323,293.0501,3.9423,98.0336
226,15:59:52,0.01,0.01,100,100,293,0,293,0.01,0.9822,0.9822,156.9944,156.9944,296.8159,293.0499,3.9544,98.0357
227,15:59:53,0.01,0.01,100,100,293,0,293,0.01,0.9811,0.9811,156.9319,156.9319,296.7995,293.0496,3.9665,98.0377
228,15:59:54,0.01,0.01,100,100,293,0,293,0.01,0.9801,0.9801,156.8689,156.8689,296.7833,293.0494,3.9786,98.0397
229,15:59:55,0.01,0.01,100,100,293,0,293,0.01,0.9791,0.9791,156.8052,156.8052,296.7673,293.0491,3.9906,98.0417
230,15:59:56,0.01,0.01,100,100,293,0,293,0.01,0.9781,0.9781,156.7408,156.7408,296.7513,293.0489,4.0026,98.0437
231,15:59:57,0.01,0.01,100,100,293,0,293,0.01,0.9771,0.9771,156.6759,156.6759,296.7355,293.0487,4.0146,98.0457
232,15:59:58,0.01,0.01,100,100,293,0,293,0.01,0.9761,0.9761,156.6103,156.6103,296.7199,293.0485,4.0265,98.0477
233,15:59:59,0.01,0.01,100,100,293,0,293,0.01,0.9751,0.9751,156.5441,156.5441,296.7043,293.0482,4.0385,98.0497
234,16:00:00,0.01,0.01,100,100,293,0,293,0.01,0.9742,0.9742,156.4774,156.4774,296.6889,293.048,4.0504,98.0517
235,16:00:01,0.01,0.01,100,100,293,0,293,0.01,0.9732,0.9732,156.41,156.41,296.6735,293.0478,4.0623,98.0536
236,16:00:02,0.01,0.01,100,100,293,0,293,0.01,0.9722,0.9722,156.3421,156.3421,296.6584,293.0476,4.0741,98.0556
237,16:00:03,0.01,0.01,100,100,293,0,293,0.01,0.9712,0.9712,156.2735,156.2735,296.6433,293.0473,4.086,98.0575
238,16:00:04,0.01,0.01,100,100,293,0,293,0.01,0.9703,0.9703,156.2044,156.2044,296.6283,293.0471,4.0978,98.0594
239,16:00:05,0.01,0.01,100,100,293,0,293,0.01,0.9693,0.9693,156.1347,156.1347,296.6135,293.0469,4.1096,98.0614
240,16:00:06,0.01,0.01,100,100,293,0,293,0.01,0.9684,0.9684,156.0645,156.0645,296.5988,293.0467,4.1213,98.0633
241,16:00:07,0.01,0.01,100,100,293,0,293,0.01,0.9674,0.9674,155.9937,155.9937,296.5841,293.0465,4.1331,98.0652
242,16:00:08,0.01,0.01,100,100,293,0,293,0.01,0.9665,0.9665,155.9224,155.9224,296.5696,293.0463,4.1448,98.0671
243,16:00:09,0.01,0.01,100,100,293,0,293,0.01,0.9655,0.9655,155.8505,155.8505,296.5553,293.0461,4.1565,98.069
244,16:00:10,0.01,0.01,100,100,293,0,293,0.01,0.9646,0.9646,155.7781,155.7781,296.541,293.0459,4.1682,98.0708
245,16:00:11,0.01,0.01,100,100,293,0,293,0.01,0.9636,0.9636,155.7052,155.7052,296.5268,293.0457,4.1798,98.0727
246,16:00:12,0.01,0.01,100,100,293,0,293,0.01,0.9627,0.9627,155.6317,155.6317,296.5127,293.0455,4.1915,98.0746
247,16:00:13,0.01,0.01,100,100,293,0,293,0.01,0.9618,0.9618,155.5578,155.5578,296.4988,293.0453,4.2031,98.0764
248,16:00:14,0.01,0.01,100,100,293,0,293,0.01,0.9609,0.9609,155.4833,155.4833,296.4849,293.0451,4.2146,98.0783
249,16:00:15,0.01,0.01,100,100,293,0,293,0.01,0.9599,0.9599,155.4083,155.4083,296.4712,293.0449,4.2262,98.0801
250,16:00:16,0.01,0.01,100,100,293,0,293,0.01,0.959,0.959,155.3328,155.3328,296.4575,293.0447,4.2377,98.0819
251,16:00:17,0.01,0.01,100,100,293,0,293,0.01,0.9581,0.9581,155.2568,155.2568,296.444,293.0445,4.2492,98.0838
252,16:00:18,0.01,0.01,100,100,293,0,293,0.01,0.9572,0.9572,155.1804,155.1804,296.4305,293.0443,4.2607,98.0856
253,16:00:19,0.01,0.01,100,100,293,0,293,0.01,0.9563,0.9563,155.1034,155.1034,296.4172,293.0441,4.2722,98.0874
254,16:00:20,0.01,0.01,100,100,293,0,293,0.01,0.9554,0.9554,155.026,155.026,296.4039,293.0439,4.2836,98.0892
255,16:00:21,0.01,0.01,100,100,293,0,293,0.01,0.9545,0.9545,154.9481,154.9481,296.3908,293.0437,4.2951,98.091
256,16:00:22,0.01,0.01,100,100,293,0,293,0.01,0.9536,0.9536,154.8698,154.8698,296.3777,293.0436,4.3065,98.0928
257,16:00:23,0.01,0.01,100,100,293,0,293,0.01,0.9527,0.9527,154.791,154.791,296.3648,293.0434,4.3178,98.0945
258,16:00:24,0.01,0.01,100,100,293,0,293,0.01,0.9519,0.9519,154.7117,154.7117,296.3519,293.0432,4.3292,98.0963
259,16:00:26,0.01,0.01,100,100,293,0,293,0.01,0.951,0.951,154.632,154.632,296.3391,293.043,4.3405,98.098
260,16:00:27,0.01,0.01,100,100,293,0,293,0.01,0.9501,0.9501,154.5518,154.5518,296.3265,293.0428,4.3518,98.0998
261,16:00:28,0.01,0.01,100,100,293,0,293,0.01,0.9492,0.9492,154.4713,154.4713,296.3139,293.0427,4.3631,98.1015
262,16:00:29,0.01,0.01,100,100,293,0,293,0.01,0.9484,0.9484,154.3902,154.3902,296.3014,293.0425,4.3744,98.1033
263,16:00:30,0.01,0.01,100,100,293,0,293,0.01,0.9475,0.9475,154.3088,154.3088,296.289,293.0423,4.3856,98.105
264,16:00:31,0.01,0.01,100,100,293,0,293,0.01,0.9466,0.9466,154.2269,154.2269,296.2766,293.0421,4.3968,98.1067
265,16:00:32,0.01,0.01,100,100,293,0,293,0.01,0.9458,0.9458,154.1446,154.1446,296.2644,293.042,4.408,98.1084
266,16:00:33,0.01,0.01,100,100,293,0,293,0.01,0.9449,0.9449,154.0619,154.0619,296.2523,293.0418,4.4192,98.1101
267,16:00:34,0.01,0.01,100,100,293,0,293,0.01,0.9441,0.9441,153.9788,153.9788,296.2402,293.0416,4.4303,98.1118
268,16:00:35,0.01,0.01,100,100,293,0,293,0.01,0.9432,0.9432,153.8953,153.8953,296.2282,293.0415,4.4415,98.1135
269,16:00:36,0.01,0.01,100,100,293,0,293,0.01,0.9424,0.9424,153.8114,153.8114,296.2163,293.0413,4.4526,98.1152
270,16:00:37,0.01,0.01,100,100,293,0,293,0.01,0.9416,0.9416,153.7271,153.7271,296.2045,293.0411,4.4636,98.1169
271,16:00:38,0.01,0.01,100,100,293,0,293,0.01,0.9407,0.9407,153.6424,153.6424,296.1928,293.041,4.4747,98.1185
272,16:00:39,0.01,0.01,100,100,293,0,293,0.01,0.9399,0.9399,153.5573,153.5573,296.1811,293.0408,4.4857,98.1202
273,16:00:40,0.01,0.01,100,100,293,0,293,0.01,0.9391,0.9391,153.4719,153.4719,296.1696,293.0406,4.4968,98.1219
274,16:00:41,0.01,0.01,100,100,293,0,293,0.01,0.9382,0.9382,153.386,153.386,296.1581,293.0405,4.5077,98.1235
275,16:00:42,0.01,0.01,100,100,293,0,293,0.01,0.9374,0.9374,153.2998,153.2998,296.1467,293.0403,4.5187,98.1251
276,16:00:43,0.01,0.01,100,100,293,0,293,0.01,0.9366,0.9366,153.2133,153.2133,296.1353,293.0402,4.5297,98.1268
277,16:00:44,0.01,0.01,100,100,293,0,293,0.01,0.9358,0.9358,153.1263,153.1263,296.1241,293.04,4.5406,98.1284
278,16:00:45,0.01,0.01,100,100,293,0,293,0.01,0.935,0.935,153.0391,153.0391,296.1129,293.0399,4.5515,98.13
279,16:00:46,0.01,0.01,100,100,293,0,293,0.01,0.9342,0.9342,152.9514,152.9514,296.1018,293.0397,4.5624,98.1316
280,16:00:47,0.01,0.01,100,100,293,0,293,0.01,0.9334,0.9334,152.8634,152.8634,296.0908,293.0395,4.5733,98.1332
281,16:00:48,0.01,0.01,100,100,293,0,293,0.01,0.9326,0.9326,152.7751,152.7751,296.0798,293.0394,4.5841,98.1348
282,16:00:49,0.01,0.01,100,100,293,0,293,0.01,0.9318,0.9318,152.6864,152.6864,296.069,293.0392,4.5949,98.1364
283,16:00:50,0.01,0.01,100,100,293,0,293,0.01,0.931,0.931,152.5974,152.5974,296.0582,293.0391,4.6057,98.138
284,16:00:51,0.01,0.01,100,100,293,0,293,0.01,0.9302,0.9302,152.5081,152.5081,296.0474,293.0389,4.6165,98.1396
285,16:00:52,0.01,0.01,100,100,293,0,293,0.01,0.9294,0.9294,152.4184,152.4184,296.0368,293.0388,4.6272,98.1411
286,16:00:53,0.01,0.01,100,100,293,0,293,0.01,0.9286,0.9286,152.3285,152.3285,296.0262,293.0387,4.638,98.1427
287,16:00:54,0.01,0.01,100,100,293,0,293,0.01,0.9279,0.9279,152.2382,152.2382,296.0157,293.0385,4.6487,98.1443
288,16:00:55,0.01,0.01,100,100,293,0,293,0.01,0.9271,0.9271,152.1475,152.1475,296.0052,293.0384,4.6594,98.1458
289,16:00:56,0.01,0.01,100,100,293,0,293,0.01,0.9263,0.9263,152.0566,152.0566,295.9948,293.0382,4.67,98.1474
290,16:00:57,0.01,0.01,100,100,293,0,293,0.01,0.9256,0.9256,151.9654,151.9654,295.9845,293.0381,4.6807,98.1489
291,16:00:58,0.01,0.01,100,100,293,0,293,0.01,0.9248,0.9248,151.8738,151.8738,295.9743,293.0379,4.6913,98.1504
292,16:00:59,0.01,0.01,100,100,293,0,293,0.01,0.924,0.924,151.782,151.782,295.9641,293.0378,4.7019,98.152
293,16:01:00,0.01,0.01,100,100,293,0,293,0.01,0.9233,0.9233,151.6898,151.6898,295.954,293.0377,4.7125,98.1535
294,16:01:01,0.01,0.01,100,100,293,0,293,0.01,0.9225,0.9225,151.5974,151.5974,295.9439,293.0375,4.7231,98.155
295,16:01:02,0.01,0.01,100,100,293,0,293,0.01,0.9218,0.9218,151.5047,151.5047,295.9339,293.0374,4.7336,98.1565
296,16:01:03,0.01,0.01,100,100,293,0,293,0.01,0.921,0.921,151.4116,151.4116,295.924,293.0372,4.7441,98.158
297,16:01:04,0.01,0.01,100,100,293,0,293,0.01,0.9203,0.9203,151.3184,151.3184,295.9142,293.0371,4.7546,98.1595
298,16:01:05,0.01,0.01,100,100,293,0,293,0.01,0.9195,0.9195,151.2248,151.2248,295.9044,293.037,4.7651,98.161
299,16:01:06,0.01,0.01,100,100,293,0,293,0.01,0.9188,0.9188,151.1309,151.1309,295.8946,293.0368,4.7756,98.1624
300,16:01:07,0.01,0.01,100,100,293,0,293,0.01,0.918,0.918,151.0368,151.0368,295.885,293.0367,4.786,98.1639
301,16:01:08,0.01,0.01,100,100,293,0,293,0.01,0.9173,0.9173,150.9424,150.9424,295.8754,293.0366,4.7964,98.1654
302,16:01:09,0.01,0.01,100,100,293,0,293,0.01,0.9166,0.9166,150.8478,150.8478,295.8658,293.0364,4.8068,98.1668
303,16:01:10,0.01,0.01,100,100,293,0,293,0.01,0.9158,0.9158,150.7529,150.7529,295.8563,293.0363,4.8172,98.1683
304,16:01:11,0.01,0.01,100,100,293,0,293,0.01,0.9151,0.9151,150.6577,150.6577,295.8469,293.0362,4.8275,98.1698
305,16:01:12,0.01,0.01,100,100,293,0,293,0.01,0.9144,0.9144,150.5623,150.5623,295.8376,293.0361,4.8379,98.1712
306,16:01:13,0.01,0.01,100,100,293,0,293,0.01,0.9137,0.9137,150.4666,150.4666,295.8282,293.0359,4.8482,98.1726
307,16:01:14,0.01,0.01,100,100,293,0,293,0.01,0.913,0.913,150.3707,150.3707,295.819,293.0358,4.8585,98.1741
308,16:01:15,0.01,0.01,100,100,293,0,293,0.01,0.9123,0.9123,150.2745,150.2745,295.8098,293.0357,4.8688,98.1755
309,16:01:16,0.01,0.01,100,100,293,0,293,0.01,0.9115,0.9115,150.1781,150.1781,295.8007,293.0356,4.879,98.1769
310,16:01:17,0.01,0.01,100,100,293,0,293,0.01,0.9108,0.9108,150.0814,150.0814,295.7916,293.0354,4.8892,98.1783
311,16:01:18,0.01,0.01,100,100,293,0,293,0.01,0.9101,0.9101,149.9846,149.9846,295.7826,293.0353,4.8994,98.1797
312,16:01:19,0.01,0.01,100,100,293,0,293,0.01,0.9094,0.9094,149.8874,149.8874,295.7736,293.0352,4.9096,98.1811
313,16:01:20,0.01,0.01,100,100,293,0,293,0.01,0.9087,0.9087,149.7901,149.7901,295.7647,293.0351,4.9198,98.1825
314,16:01:21,0.01,0.01,100,100,293,0,293,0.01,0.908,0.908,149.6925,149.6925,295.7558,293.0349,4.9299,98.1839
315,16:01:22,0.01,0.01,100,100,293,0,293,0.01,0.9073,0.9073,149.5947,149.5947,295.747,293.0348,4.9401,98.1853
316,16:01:23,0.01,0.01,100,100,293,0,293,0.01,0.9067,0.9067,149.4967,149.4967,295.7383,293.0347,4.9502,98.1867
317,16:01:24,0.01,0.01,100,100,293,0,293,0.01,0.906,0.906,149.3985,149.3985,295.7296,293.0346,4.9603,98.1881
318,16:01:25,0.01,0.01,100,100,293,0,293,0.01,0.9053,0.9053,149.3,149.3,295.721,293.0345,4.9703,98.1894
319,16:01:26,0.01,0.01,100,100,293,0,293,0.01,0.9046,0.9046,149.2014,149.2014,295.7124,293.0344,4.9804,98.1908
320,16:01:27,0.01,0.01,100,100,293,0,293,0.01,0.9039,0.9039,149.1025,149.1025,295.7038,293.0342,4.9904,98.1921
321,16:01:28,0.01,0.01,100,100,293,0,293,0.01,0.9032,0.9032,149.0035,149.0035,295.6953,293.0341,5.0004,98.1935
322,16:01:29,0.01,0.01,100,100,293,0,293,0.01,0.9026,0.9026,148.9042,148.9042,295.6869,293.034,5.0104,98.1948
323,16:01:30,0.01,0.01,100,100,293,0,293,0.01,0.9019,0.9019,148.8047,148.8047,295.6785,293.0339,5.0204,98.1962
324,16:01:31,0.01,0.01,100,100,293,0,293,0.01,0.9012,0.9012,148.705,148.705,295.6702,293.0338,5.0303,98.1975
325,16:01:32,0.01,0.01,100,100,293,0,293,0.01,0.9006,0.9006,148.6052,148.6052,295.6619,293.0337,5.0403,98.1989
326,16:01:33,0.01,0.01,100,100,293,0,293,0.01,0.8999,0.8999,148.5051,148.5051,295.6537,293.0336,5.0502,98.2002
327,16:01:34,0.01,0.01,100,100,293,0,293,0.01,0.8992,0.8992,148.4049,148.4049,295.6455,293.0335,5.06,98.2015
328,16:01:35,0.01,0.01,100,100,293,0,293,0.01,0.8986,0.8986,148.3044,148.3044,295.6373,293.0333,5.0699,98.2028
329,16:01:36,0.01,0.01,100,100,293,0,293,0.01,0.8979,0.8979,148.2038,148.2038,295.6292,293.0332,5.0798,98.2041
330,16:01:37,0.01,0.01,100,100,293,0,293,0.01,0.8973,0.8973,148.103,148.103,295.6212,293.0331,5.0896,98.2054
331,16:01:38,0.01,0.01,100,100,293,0,293,0.01,0.8966,0.8966,148.0021,148.0021,295.6132,293.033,5.0994,98.2067
332,16:01:39,0.01,0.01,100,100,293,0,293,0.01,0.896,0.896,147.9009,147.9009,295.6053,293.0329,5.1092,98.208
333,16:01:40,0.01,0.01,100,100,293,0,293,0.01,0.8953,0.8953,147.7996,147.7996,295.5973,293.0328,5.119,98.2093
334,16:01:41,0.01,0.01,100,100,293,0,293,0.01,0.8947,0.8947,147.6981,147.6981,295.5895,293.0327,5.1287,98.2106
335,16:01:42,0.01,0.01,100,100,293,0,293,0.01,0.8941,0.8941,147.5964,147.5964,295.5817,293.0326,5.1384,98.2119
336,16:01:43,0.01,0.01,100,100,293,0,293,0.01,0.8934,0.8934,147.4946,147.4946,295.5739,293.0325,5.1482,98.2131
337,16:01:44,0.01,0.01,100,100,293,0,293,0.01,0.8928,0.8928,147.3926,147.3926,295.5662,293.0324,5.1579,98.2144
338,16:01:45,0.01,0.01,100,100,293,0,293,0.01,0.8922,0.8922,147.2904,147.2904,295.5585,293.0323,5.1675,98.2157
339,16:01:46,0.01,0.01,100,100,293,0,293,0.01,0.8915,0.8915,147.1881,147.1881,295.5509,293.0322,5.1772,98.2169
340,16:01:47,0.01,0.01,100,100,293,0,293,0.01,0.8909,0.8909,147.0857,147.0857,295.5433,293.0321,5.1868,98.2182
341,16:01:48,0.01,0.01,100,100,293,0,293,0.01,0.8903,0.8903,146.9831,146.9831,295.5357,293.032,5.1964,98.2194
342,16:01:49,0.01,0.01,100,100,293,0,293,0.01,0.8897,0.8897,146.8803,146.8803,295.5282,293.0319,5.206,98.2207
343,16:01:50,0.01,0.01,100,100,293,0,293,0.01,0.889,0.889,146.7774,146.7774,295.5208,293.0318,5.2156,98.2219
344,16:01:51,0.01,0.01,100,100,293,0,293,0.01,0.8884,0.8884,146.6743,146.6743,295.5134,293.0317,5.2252,98.2232
345,16:01:52,0.01,0.01,100,100,293,0,293,0.01,0.8878,0.8878,146.5711,146.5711,295.506,293.0316,5.2347,98.2244
346,16:01:53,0.01,0.01,100,100,293,0,293,0.01,0.8872,0.8872,146.4677,146.4677,295.4986,293.0315,5.2442,98.2256
347,16:01:54,0.01,0.01,100,100,293,0,293,0.01,0.8866,0.8866,146.3642,146.3642,295.4913,293.0314,5.2537,98.2268
348,16:01:55,0.01,0.01,100,100,293,0,293,0.01,0.886,0.886,146.2606,146.2606,295.4841,293.0313,5.2632,98.228
349,16:01:56,0.01,0.01,100,100,293,0,293,0.01,0.8854,0.8854,146.1568,146.1568,295.4769,293.0312,5.2727,98.2293
350,16:01:57,0.01,0.01,100,100,293,0,293,0.01,0.8848,0.8848,146.0529,146.0529,295.4697,293.0311,5.2821,98.2305
351,16:01:58,0.01,0.01,100,100,293,0,293,0.01,0.8842,0.8842,145.9489,145.9489,295.4626,293.031,5.2915,98.2317
352,16:01:59,0.01,0.01,100,100,293,0,293,0.01,0.8836,0.8836,145.8447,145.8447,295.4555,293.0309,5.3009,98.2329
353,16:02:00,0.01,0.01,100,100,293,0,293,0.01,0.883,0.883,145.7404,145.7404,295.4484,293.0308,5.3103,98.234
354,16:02:01,0.01,0.01,100,100,293,0,293,0.01,0.8824,0.8824,145.636,145.636,295.4414,293.0307,5.3197,98.2352
355,16:02:02,0.01,0.01,100,100,293,0,293,0.01,0.8818,0.8818,145.5315,145.5315,295.4344,293.0306,5.329,98.2364
356,16:02:03,0.01,0.01,100,100,293,0,293,0.01,0.8812,0.8812,145.4268,145.4268,295.4275,293.0305,5.3384,98.2376
357,16:02:04,0.01,0.01,100,100,293,0,293,0.01,0.8806,0.8806,145.3221,145.3221,295.4206,293.0304,5.3477,98.2388
358,16:02:05,0.01,0.01,100,100,293,0,293,0.01,0.88,0.88,145.2172,145.2172,295.4137,293.0303,5.357,98.2399
359,16:02:06,0.01,0.01,100,100,293,0,293,0.01,0.8795,0.8795,145.1122,145.1122,295.4069,293.0302,5.3663,98.2411
360,16:02:07,0.01,0.01,100,100,293,0,293,0.01,0.8789,0.8789,145.0071,145.0071,295.4001,293.0302,5.3755,98.2423
361,16:02:08,0.01,0.01,100,100,293,0,293,0.01,0.8783,0.8783,144.9018,144.9018,295.3934,293.0301,5.3847,98.2434
362,16:02:09,0.01,0.01,100,100,293,0,293,0.01,0.8777,0.8777,144.7965,144.7965,295.3867,293.03,5.394,98.2446
363,16:02:10,0.01,0.01,100,100,293,0,293,0.01,0.8771,0.8771,144.691,144.691,295.38,293.0299,5.4032,98.2457
364,16:02:11,0.01,0.01,100,100,293,0,293,0.01,0.8766,0.8766,144.5855,144.5855,295.3734,293.0298,5.4123,98.2469
365,16:02:12,0.01,0.01,100,100,293,0,293,0.01,0.876,0.876,144.4798,144.4798,295.3667,293.0297,5.4215,98.248
366,16:02:13,0.01,0.01,100,100,293,0,293,0.01,0.8754,0.8754,144.3741,144.3741,295.3602,293.0296,5.4307,98.2491
367,16:02:14,0.01,0.01,100,100,293,0,293,0.01,0.8749,0.8749,144.2682,144.2682,295.3536,293.0295,5.4398,98.2503
368,16:02:15,0.01,0.01,100,100,293,0,293,0.01,0.8743,0.8743,144.1623,144.1623,295.3471,293.0295,5.4489,98.2514
369,16:02:16,0.01,0.01,100,100,293,0,293,0.01,0.8738,0.8738,144.0562,144.0562,295.3407,293.0294,5.458,98.2525
370,16:02:17,0.01,0.01,100,100,293,0,293,0.01,0.8732,0.8732,143.9501,143.9501,295.3342,293.0293,5.4671,98.2536
371,16:02:18,0.01,0.01,100,100,293,0,293,0.01,0.8726,0.8726,143.8439,143.8439,295.3279,293.0292,5.4761,98.2547
372,16:02:19,0.01,0.01,100,100,293,0,293,0.01,0.8721,0.8721,143.7376,143.7376,295.3215,293.0291,5.4852,98.2558
373,16:02:20,0.01,0.01,100,100,293,0,293,0.01,0.8715,0.8715,143.6312,143.6312,295.3152,293.029,5.4942,98.2569
374,16:02:21,0.01,0.01,100,100,293,0,293,0.01,0.871,0.871,143.5247,143.5247,295.3089,293.0289,5.5032,98.258
375,16:02:22,0.01,0.01,100,100,293,0,293,0.01,0.8704,0.8704,143.4181,143.4181,295.3026,293.0289,5.5122,98.2591
376,16:02:23,0.01,0.01,100,100,293,0,293,0.01,0.8699,0.8699,143.3114,143.3114,295.2964,293.0288,5.5211,98.2602
377,16:02:24,0.01,0.01,100,100,293,0,293,0.01,0.8693,0.8693,143.2047,143.2047,295.2902,293.0287,5.5301,98.2613
378,16:02:25,0.01,0.01,100,100,293,0,293,0.01,0.8688,0.8688,143.0979,143.0979,295.284,293.0286,5.539,98.2624
379,16:02:26,0.01,0.01,100,100,293,0,293,0.01,0.8683,0.8683,142.991,142.991,295.2779,293.0285,5.5479,98.2635
380,16:02:27,0.01,0.01,100,100,293,0,293,0.01,0.8677,0.8677,142.884,142.884,295.2718,293.0284,5.5568,98.2646
381,16:02:28,0.01,0.01,100,100,293,0,293,0.01,0.8672,0.8672,142.7769,142.7769,295.2657,293.0284,5.5657,98.2656
382,16:02:29,0.01,0.01,100,100,293,0,293,0.01,0.8667,0.8667,142.6698,142.6698,295.2597,293.0283,5.5745,98.2667
383,16:02:30,0.01,0.01,100,100,293,0,293,0.01,0.8661,0.8661,142.5626,142.5626,295.2537,293.0282,5.5834,98.2678
384,16:02:31,0.01,0.01,100,100,293,0,293,0.01,0.8656,0.8656,142.4553,142.4553,295.2477,293.0281,5.5922,98.2688
385,16:02:32,0.01,0.01,100,100,293,0,293,0.01,0.8651,0.8651,142.348,142.348,295.2418,293.0281,5.601,98.2699
386,16:02:33,0.01,0.01,100,100,293,0,293,0.01,0.8645,0.8645,142.2406,142.2406,295.2358,293.028,5.6098,98.2709
387,16:02:34,0.01,0.01,100,100,293,0,293,0.01,0.864,0.864,142.1331,142.1331,295.23,293.0279,5.6186,98.272
388,16:02:35,0.01,0.01,100,100,293,0,293,0.01,0.8635,0.8635,142.0256,142.0256,295.2241,293.0278,5.6273,98.273
389,16:02:36,0.01,0.01,100,100,293,0,293,0.01,0.863,0.863,141.918,141.918,295.2183,293.0277,5.6361,98.2741
390,16:02:37,0.01,0.01,100,100,293,0,293,0.01,0.8625,0.8625,141.8104,141.8104,295.2125,293.0277,5.6448,98.2751
391,16:02:38,0.01,0.01,100,100,293,0,293,0.01,0.8619,0.8619,141.7027,141.7027,295.2067,293.0276,5.6535,98.2761
392,16:02:39,0.01,0.01,100,100,293,0,293,0.01,0.8614,0.8614,141.5949,141.5949,295.201,293.0275,5.6622,98.2772
393,16:02:40,0.01,0.01,100,100,293,0,293,0.01,0.8609,0.8609,141.4871,141.4871,295.1953,293.0274,5.6708,98.2782
394,16:02:41,0.01,0.01,100,100,293,0,293,0.01,0.8604,0.8604,141.3792,141.3792,295.1896,293.0274,5.6795,98.2792
395,16:02:42,0.01,0.01,100,100,293,0,293,0.01,0.8599,0.8599,141.2713,141.2713,295.184,293.0273,5.6881,98.2802
396,16:02:43,0.01,0.01,100,100,293,0,293,0.01,0.8594,0.8594,141.1633,141.1633,295.1784,293.0272,5.6967,98.2812
397,16:02:44,0.01,0.01,100,100,293,0,293,0.01,0.8589,0.8589,141.0553,141.0553,295.1728,293.0271,5.7053,98.2822
398,16:02:45,0.01,0.01,100,100,293,0,293,0.01,0.8584,0.8584,140.9472,140.9472,295.1672,293.0271,5.7139,98.2832
399,16:02:46,0.01,0.01,100,100,293,0,293,0.01,0.8579,0.8579,140.8391,140.8391,295.1617,293.027,5.7224,98.2843
400,16:02:47,0.01,0.01,100,100,293,0,293,0.01,0.8574,0.8574,140.7309,140.7309,295.1562,293.0269,5.731,98.2852
401,16:02:48,0.01,0.01,100,100,293,0,293,0.01,0.8569,0.8569,140.6227,140.6227,295.1507,293.0268,5.7395,98.2862
