Serial_No,Time,FA0,FB0,CAin,CBin,T0,Q,Tcin,Fc,Ca,Cb,Cc,Cd,T,Tc,h,Xa
163,16:39:06,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,63.8241,63.8241,21.0183,21.0183,300.5865,293.4402,0.5003,0.0
164,16:39:07,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,63.6985,63.6985,21.0668,21.0668,300.5759,293.4396,0.5003,0.0
165,16:39:08,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,63.5736,63.5736,21.1148,21.1148,300.5654,293.4389,0.5003,0.0
166,16:39:09,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,63.4494,63.4494,21.1622,21.1622,300.5549,293.4383,0.5003,0.0
167,16:39:10,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,63.3258,63.3258,21.2091,21.2091,300.5445,293.4377,0.5003,0.0
168,16:39:11,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,63.203,63.203,21.2555,21.2555,300.5341,293.437,0.5003,0.0
169,16:39:12,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,63.0809,63.0809,21.3014,21.3014,300.5237,293.4364,0.5003,0.0
170,16:39:13,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,62.9595,62.9595,21.3467,21.3467,300.5134,293.4358,0.5003,0.0
171,16:39:14,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,62.8387,62.8387,21.3915,21.3915,300.5032,293.4352,0.5003,0.0
172,16:39:15,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,62.7186,62.7186,21.4359,21.4359,300.4929,293.4345,0.5003,0.0
173,16:39:16,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,62.5992,62.5992,21.4797,21.4797,300.4828,293.4339,0.5003,0.0
174,16:39:17,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,62.4804,62.4804,21.523,21.523,300.4726,293.4333,0.5003,0.0
175,16:39:18,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,62.3623,62.3623,21.5659,21.5659,300.4625,293.4327,0.5003,0.0
176,16:39:19,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,62.2449,62.2449,21.6082,21.6082,300.4525,293.4321,0.5003,0.0
177,16:39:20,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,62.1281,62.1281,21.6501,21.6501,300.4424,293.4315,0.5003,0.0
178,16:39:21,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,62.012,62.012,21.6915,21.6915,300.4324,293.4309,0.5003,0.0
179,16:39:22,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,61.8965,61.8965,21.7324,21.7324,300.4225,293.4303,0.5003,0.0
180,16:39:23,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,61.7816,61.7816,21.7728,21.7728,300.4126,293.4297,0.5003,0.0
181,16:39:24,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,61.6674,61.6674,21.8128,21.8128,300.4027,293.4291,0.5003,0.0
182,16:39:25,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,61.5538,61.5538,21.8522,21.8522,300.3929,293.4285,0.5003,0.0
183,16:39:26,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,61.4408,61.4408,21.8913,21.8913,300.3831,293.4279,0.5003,0.0
184,16:39:27,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,61.3285,61.3285,21.9299,21.9299,300.3734,293.4273,0.5003,0.0
185,16:39:28,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,61.2167,61.2167,21.968,21.968,300.3637,293.4267,0.5003,0.0
186,16:39:29,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,61.1056,61.1056,22.0057,22.0057,300.354,293.4261,0.5003,0.0
187,16:39:30,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,60.9951,60.9951,22.0429,22.0429,300.3444,293.4255,0.5003,0.0
188,16:39:31,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,60.8851,60.8851,22.0797,22.0797,300.3348,293.4249,0.5003,0.0
189,16:39:32,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,60.7758,60.7758,22.1161,22.1161,300.3252,293.4243,0.5003,0.0
190,16:39:33,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,60.6671,60.6671,22.152,22.152,300.3157,293.4238,0.5003,0.0
191,16:39:34,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,60.559,60.559,22.1875,22.1875,300.3063,293.4232,0.5003,0.0
192,16:39:35,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,60.4514,60.4514,22.2226,22.2226,300.2968,293.4226,0.5003,0.0
193,16:39:36,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,60.3445,60.3445,22.2572,22.2572,300.2874,293.422,0.5003,0.0
194,16:39:37,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,60.2381,60.2381,22.2915,22.2915,300.2781,293.4215,0.5003,0.0
195,16:39:39,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,60.1323,60.1323,22.3253,22.3253,300.2687,293.4209,0.5003,0.0
196,16:39:40,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,60.027,60.027,22.3587,22.3587,300.2595,293.4203,0.5003,0.0
197,16:39:41,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,59.9224,59.9224,22.3917,22.3917,300.2502,293.4198,0.5003,0.0
198,16:39:42,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,59.8182,59.8182,22.4243,22.4243,300.241,293.4192,0.5003,0.0
199,16:39:43,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,59.7147,59.7147,22.4564,22.4564,300.2318,293.4187,0.5003,0.0
200,16:39:44,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,59.6117,59.6117,22.4882,22.4882,300.2227,293.4181,0.5003,0.0
201,16:39:45,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,59.5093,59.5093,22.5196,22.5196,300.2136,293.4175,0.5003,0.0
202,16:39:46,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,59.4074,59.4074,22.5506,22.5506,300.2045,293.417,0.5003,0.0
203,16:39:47,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,59.306,59.306,22.5813,22.5813,300.1955,293.4164,0.5003,0.0
204,16:39:48,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,59.2052,59.2052,22.6115,22.6115,300.1865,293.4159,0.5003,0.0
205,16:39:49,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,59.1049,59.1049,22.6414,22.6414,300.1776,293.4153,0.5003,0.0
206,16:39:50,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,59.0052,59.0052,22.6708,22.6708,300.1686,293.4148,0.5003,0.0
207,16:39:51,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,58.906,58.906,22.6999,22.6999,300.1598,293.4143,0.5003,0.0
208,16:39:52,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,58.8073,58.8073,22.7287,22.7287,300.1509,293.4137,0.5003,0.0
209,16:39:53,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,58.7091,58.7091,22.757,22.757,300.1421,293.4132,0.5003,0.0
210,16:39:54,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,58.6115,58.6115,22.785,22.785,300.1333,293.4126,0.5003,0.0
211,16:39:55,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,58.5144,58.5144,22.8127,22.8127,300.1246,293.4121,0.5003,0.0
212,16:39:56,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,58.4178,58.4178,22.8399,22.8399,300.1159,293.4116,0.5003,0.0
213,16:39:57,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,58.3217,58.3217,22.8669,22.8669,300.1072,293.4111,0.5003,0.0
214,16:39:58,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,58.2261,58.2261,22.8934,22.8934,300.0986,293.4105,0.5003,0.0
215,16:39:59,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,58.131,58.131,22.9196,22.9196,300.09,293.41,0.5003,0.0
216,16:40:00,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,58.0364,58.0364,22.9455,22.9455,300.0814,293.4095,0.5003,0.0
217,16:40:01,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,57.9423,57.9423,22.971,22.971,300.0729,293.409,0.5003,0.0
218,16:40:02,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,57.8487,57.8487,22.9962,22.9962,300.0644,293.4084,0.5003,0.0
219,16:40:03,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,57.7556,57.7556,23.0211,23.0211,300.056,293.4079,0.5003,0.0
220,16:40:04,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,57.663,57.663,23.0456,23.0456,300.0475,293.4074,0.5003,0.0
221,16:40:05,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,57.5708,57.5708,23.0698,23.0698,300.0391,293.4069,0.5003,0.0
222,16:40:06,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,57.4792,57.4792,23.0936,23.0936,300.0308,293.4064,0.5004,0.0
223,16:40:07,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,57.388,57.388,23.1171,23.1171,300.0225,293.4059,0.5004,0.0
224,16:40:08,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,57.2973,57.2973,23.1403,23.1403,300.0142,293.4054,0.5004,0.0
225,16:40:09,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,57.207,57.207,23.1632,23.1632,300.0059,293.4049,0.5004,0.0
226,16:40:10,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,57.1173,57.1173,23.1857,23.1857,299.9977,293.4044,0.5004,0.0
227,16:40:11,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,57.028,57.028,23.208,23.208,299.9895,293.4039,0.5004,0.0
228,16:40:12,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,56.9391,56.9391,23.2299,23.2299,299.9814,293.4034,0.5004,0.0
229,16:40:13,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,56.8508,56.8508,23.2515,23.2515,299.9732,293.4029,0.5004,0.0
230,16:40:14,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,56.7628,56.7628,23.2728,23.2728,299.9652,293.4024,0.5004,0.0
231,16:40:15,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,56.6754,56.6754,23.2938,23.2938,299.9571,293.4019,0.5004,0.0
232,16:40:16,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,56.5883,56.5883,23.3145,23.3145,299.9491,293.4014,0.5004,0.0
233,16:40:17,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,56.5018,56.5018,23.3349,23.3349,299.9411,293.4009,0.5004,0.0
234,16:40:18,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,56.4156,56.4156,23.355,23.355,299.9331,293.4004,0.5004,0.0
235,16:40:19,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,56.33,56.33,23.3748,23.3748,299.9252,293.3999,0.5004,0.0
236,16:40:20,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,56.2447,56.2447,23.3943,23.3943,299.9173,293.3995,0.5004,0.0
237,16:40:21,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,56.1599,56.1599,23.4135,23.4135,299.9095,293.399,0.5004,0.0
238,16:40:22,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,56.0755,56.0755,23.4324,23.4324,299.9016,293.3985,0.5004,0.0
239,16:40:23,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,55.9916,55.9916,23.4511,23.4511,299.8938,293.398,0.5004,0.0
240,16:40:24,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,55.9081,55.9081,23.4694,23.4694,299.8861,293.3975,0.5004,0.0
241,16:40:25,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,55.825,55.825,23.4875,23.4875,299.8784,293.3971,0.5004,0.0
242,16:40:26,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,55.7423,55.7423,23.5053,23.5053,299.8707,293.3966,0.5004,0.0
243,16:40:27,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,55.6601,55.6601,23.5228,23.5228,299.863,293.3961,0.5004,0.0
244,16:40:28,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,55.5782,55.5782,23.54,23.54,299.8553,293.3957,0.5004,0.0
245,16:40:29,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,55.4968,55.4968,23.557,23.557,299.8477,293.3952,0.5004,0.0
246,16:40:30,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,55.4158,55.4158,23.5737,23.5737,299.8402,293.3947,0.5004,0.0
247,16:40:31,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,55.3352,55.3352,23.5901,23.5901,299.8326,293.3943,0.5004,0.0
248,16:40:32,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,55.2551,55.2551,23.6063,23.6063,299.8251,293.3938,0.5004,0.0
249,16:40:33,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,55.1753,55.1753,23.6222,23.6222,299.8176,293.3934,0.5004,0.0
250,16:40:34,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,55.0959,55.0959,23.6379,23.6379,299.8102,293.3929,0.5004,0.0
251,16:40:35,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,55.0169,55.0169,23.6532,23.6532,299.8028,293.3924,0.5004,0.0
252,16:40:36,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,54.9384,54.9384,23.6684,23.6684,299.7954,293.392,0.5004,0.0
253,16:40:37,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,54.8602,54.8602,23.6832,23.6832,299.788,293.3915,0.5004,0.0
254,16:40:38,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,54.7824,54.7824,23.6978,23.6978,299.7807,293.3911,0.5004,0.0
255,16:40:39,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,54.705,54.705,23.7122,23.7122,299.7734,293.3907,0.5004,0.0
256,16:40:40,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,54.628,54.628,23.7263,23.7263,299.7661,293.3902,0.5004,0.0
257,16:40:41,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,54.5514,54.5514,23.7402,23.7402,299.7589,293.3898,0.5004,0.0
258,16:40:42,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,54.4752,54.4752,23.7538,23.7538,299.7517,293.3893,0.5004,0.0
259,16:40:43,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,54.3993,54.3993,23.7672,23.7672,299.7445,293.3889,0.5004,0.0
260,16:40:44,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,54.3238,54.3238,23.7803,23.7803,299.7373,293.3884,0.5004,0.0
261,16:40:45,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,54.2487,54.2487,23.7932,23.7932,299.7302,293.388,0.5004,0.0
262,16:40:46,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,54.174,54.174,23.8059,23.8059,299.7231,293.3876,0.5004,0.0
263,16:40:47,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,54.0996,54.0996,23.8183,23.8183,299.7161,293.3871,0.5004,0.0
264,16:40:48,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,54.0257,54.0257,23.8305,23.8305,299.709,293.3867,0.5004,0.0
265,16:40:49,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,53.952,53.952,23.8425,23.8425,299.702,293.3863,0.5004,0.0
266,16:40:50,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,53.8788,53.8788,23.8542,23.8542,299.695,293.3859,0.5004,0.0
267,16:40:51,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,53.8059,53.8059,23.8658,23.8658,299.6881,293.3854,0.5004,0.0
268,16:40:52,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,53.7334,53.7334,23.877,23.877,299.6812,293.385,0.5004,0.0
269,16:40:53,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,53.6612,53.6612,23.8881,23.8881,299.6743,293.3846,0.5004,0.0
270,16:40:54,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,53.5894,53.5894,23.8989,23.8989,299.6674,293.3842,0.5004,0.0
271,16:40:55,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,53.5179,53.5179,23.9096,23.9096,299.6606,293.3838,0.5004,0.0
272,16:40:56,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,53.4468,53.4468,23.92,23.92,299.6538,293.3833,0.5004,0.0
273,16:40:57,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,53.3761,53.3761,23.9302,23.9302,299.647,293.3829,0.5004,0.0
274,16:40:58,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,53.3057,53.3057,23.9401,23.9401,299.6403,293.3825,0.5004,0.0
275,16:40:59,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,53.2356,53.2356,23.9499,23.9499,299.6335,293.3821,0.5004,0.0
276,16:41:00,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,53.1659,53.1659,23.9594,23.9594,299.6268,293.3817,0.5004,0.0
277,16:41:01,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,53.0965,53.0965,23.9688,23.9688,299.6202,293.3813,0.5004,0.0
278,16:41:02,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,53.0275,53.0275,23.9779,23.9779,299.6135,293.3809,0.5004,0.0
279,16:41:03,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,52.9588,52.9588,23.9868,23.9868,299.6069,293.3805,0.5004,0.0
280,16:41:04,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,52.8905,52.8905,23.9956,23.9956,299.6003,293.3801,0.5004,0.0
281,16:41:05,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,52.8225,52.8225,24.0041,24.0041,299.5938,293.3797,0.5004,0.0
282,16:41:06,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,52.7548,52.7548,24.0124,24.0124,299.5872,293.3793,0.5004,0.0
283,16:41:07,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,52.6874,52.6874,24.0205,24.0205,299.5807,293.3789,0.5004,0.0
284,16:41:08,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,52.6204,52.6204,24.0284,24.0284,299.5743,293.3785,0.5004,0.0
285,16:41:09,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,52.5537,52.5537,24.0362,24.0362,299.5678,293.3781,0.5004,0.0
286,16:41:10,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,52.4873,52.4873,24.0437,24.0437,299.5614,293.3777,0.5004,0.0
287,16:41:11,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,52.4212,52.4212,24.051,24.051,299.555,293.3773,0.5004,0.0
288,16:41:12,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,52.3555,52.3555,24.0582,24.0582,299.5486,293.3769,0.5004,0.0
289,16:41:13,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,52.2901,52.2901,24.0652,24.0652,299.5423,293.3765,0.5004,0.0
290,16:41:14,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,52.225,52.225,24.0719,24.0719,299.536,293.3761,0.5004,0.0
291,16:41:15,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,52.1602,52.1602,24.0785,24.0785,299.5297,293.3757,0.5004,0.0
292,16:41:16,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,52.0957,52.0957,24.0849,24.0849,299.5234,293.3754,0.5004,0.0
293,16:41:17,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,52.0316,52.0316,24.0911,24.0911,299.5172,293.375,0.5004,0.0
294,16:41:18,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,51.9677,51.9677,24.0972,24.0972,299.511,293.3746,0.5004,0.0
295,16:41:19,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,51.9042,51.9042,24.103,24.103,299.5048,293.3742,0.5004,0.0
296,16:41:20,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,51.841,51.841,24.1087,24.1087,299.4986,293.3738,0.5004,0.0
297,16:41:21,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,51.7781,51.7781,24.1142,24.1142,299.4925,293.3735,0.5004,0.0
298,16:41:22,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,51.7154,51.7154,24.1195,24.1195,299.4864,293.3731,0.5004,0.0
299,16:41:23,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,51.6531,51.6531,24.1247,24.1247,299.4803,293.3727,0.5004,0.0
300,16:41:24,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,51.5911,51.5911,24.1296,24.1296,299.4742,293.3724,0.5004,0.0
301,16:41:25,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,51.5294,51.5294,24.1344,24.1344,299.4682,293.372,0.5004,0.0
302,16:41:27,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,51.4679,51.4679,24.1391,24.1391,299.4622,293.3716,0.5004,0.0
303,16:41:27,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,51.4068,51.4068,24.1435,24.1435,299.4562,293.3712,0.5004,0.0
304,16:41:29,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,51.346,51.346,24.1478,24.1478,299.4502,293.3709,0.5004,0.0
305,16:41:30,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,51.2854,51.2854,24.152,24.152,299.4443,293.3705,0.5004,0.0
306,16:41:31,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,51.2252,51.2252,24.1559,24.1559,299.4384,293.3702,0.5004,0.0
307,16:41:32,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,51.1652,51.1652,24.1597,24.1597,299.4325,293.3698,0.5004,0.0
308,16:41:33,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,51.1055,51.1055,24.1634,24.1634,299.4266,293.3694,0.5004,0.0
309,16:41:34,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,51.0461,51.0461,24.1669,24.1669,299.4208,293.3691,0.5004,0.0
310,16:41:35,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,50.987,50.987,24.1702,24.1702,299.415,293.3687,0.5004,0.0
311,16:41:36,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,50.9281,50.9281,24.1733,24.1733,299.4092,293.3684,0.5004,0.0
312,16:41:37,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,50.8696,50.8696,24.1763,24.1763,299.4034,293.368,0.5005,0.0
313,16:41:38,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,50.8113,50.8113,24.1792,24.1792,299.3977,293.3677,0.5005,0.0
314,16:41:39,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,50.7533,50.7533,24.1819,24.1819,299.392,293.3673,0.5005,0.0
315,16:41:40,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,50.6956,50.6956,24.1844,24.1844,299.3863,293.367,0.5005,0.0
316,16:41:41,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,50.6381,50.6381,24.1868,24.1868,299.3806,293.3666,0.5005,0.0
317,16:41:42,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,50.581,50.581,24.1891,24.1891,299.3749,293.3663,0.5005,0.0
318,16:41:43,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,50.524,50.524,24.1912,24.1912,299.3693,293.3659,0.5005,0.0
319,16:41:44,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,50.4674,50.4674,24.1931,24.1931,299.3637,293.3656,0.5005,0.0
320,16:41:45,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,50.411,50.411,24.1949,24.1949,299.3581,293.3652,0.5005,0.0
321,16:41:46,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,50.3549,50.3549,24.1966,24.1966,299.3526,293.3649,0.5005,0.0
322,16:41:47,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,50.2991,50.2991,24.1981,24.1981,299.3471,293.3646,0.5005,0.0
323,16:41:48,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,50.2435,50.2435,24.1994,24.1994,299.3415,293.3642,0.5005,0.0
324,16:41:49,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,50.1882,50.1882,24.2007,24.2007,299.3361,293.3639,0.5005,0.0
325,16:41:50,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,50.1331,50.1331,24.2017,24.2017,299.3306,293.3636,0.5005,0.0
