Serial_No,Time,Fin,Ca0,Cb0,T0,Q,Tcin,Fc,Ca,Cb,Cc,Cd,T,Tc,h,Xa
65,17:25:20,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.53211644391152,85.53211644391152,14.467883556088474,14.467883556088474,300.65587179424364,300.20270227090106,-2.7460108737506923e-06,14.467883556088482
66,17:25:21,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.53259039378166,85.53259039378166,14.467409606218338,14.467409606218338,300.65514124507007,300.2019616500624,-3.0790108737506923e-06,14.46740960621834
67,17:25:22,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.53306196740533,85.53306196740533,14.466938032594662,14.466938032594662,300.65441434543925,300.20122472907923,-3.4120108737506923e-06,14.46693803259467
68,17:25:23,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.53353117676592,85.53353117676592,14.466468823234083,14.466468823234083,300.65369107711945,300.2004914894685,-3.745010873750692e-06,14.46646882323408
69,17:25:24,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.53399803376152,85.53399803376152,14.466001966238474,14.466001966238474,300.65297142197005,300.19976191283956,-4.078010873750692e-06,14.466001966238478
70,17:25:25,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.53446255022727,85.53446255022727,14.465537449772716,14.465537449772716,300.65225536194106,300.1990359808935,-4.411010873750692e-06,14.465537449772725
71,17:25:26,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.53492473793813,85.53492473793813,14.465075262061875,14.465075262061875,300.6515428790725,300.19831367542287,-4.744010873750692e-06,14.465075262061875
72,17:25:27,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.53538460860926,85.53538460860926,14.46461539139073,14.46461539139073,300.65083395549453,300.1975949783113,-5.077010873750692e-06,14.464615391390737
73,17:25:28,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.53584217389664,85.53584217389664,14.464157826103364,14.464157826103364,300.650128573426,300.19687987153276,-5.410010873750692e-06,14.46415782610336
74,17:25:29,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.53629744539712,85.53629744539712,14.463702554602873,14.463702554602873,300.64942671517497,300.19616833715133,-5.743010873750691e-06,14.463702554602875
75,17:25:30,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.53675043464882,85.53675043464882,14.463249565351175,14.463249565351175,300.6487283631379,300.1954603573207,-6.076010873750691e-06,14.463249565351177
76,17:25:31,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.5372011531315,85.5372011531315,14.462798846868502,14.462798846868502,300.648033499799,300.19475591428375,-6.409010873750691e-06,14.462798846868493
77,17:25:32,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.5376496122667,85.5376496122667,14.462350387733297,14.462350387733297,300.64734210773,300.1940549903719,-6.742010873750691e-06,14.462350387733295
78,17:25:33,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.53809582341825,85.53809582341825,14.461904176581752,14.461904176581752,300.64665416958997,300.1933575680051,-7.0750108737506905e-06,14.461904176581756
79,17:25:34,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.53853979789227,85.53853979789227,14.461460202107729,14.461460202107729,300.64596966812417,300.19266362969097,-7.4080108737506906e-06,14.461460202107732
80,17:25:35,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.53898154693785,85.53898154693785,14.461018453062154,14.461018453062154,300.64528858616444,300.19197315802444,-7.74101087375069e-06,14.461018453062152
81,17:25:36,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.53942108174695,85.53942108174695,14.460578918253045,14.460578918253045,300.64461090662826,300.19128613568756,-8.07401087375069e-06,14.460578918253047
82,17:25:37,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.53985841345498,85.53985841345498,14.460141586545015,14.460141586545015,300.64393661251825,300.19060254544877,-8.407010873750689e-06,14.460141586545019
83,17:25:38,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.54029355314098,85.54029355314098,14.459706446859022,14.459706446859022,300.64326568692235,300.18992237016266,-8.740010873750689e-06,14.459706446859016
84,17:25:39,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.54072651182788,85.54072651182788,14.459273488172117,14.459273488172117,300.6425981130126,300.18924559276945,-9.073010873750687e-06,14.459273488172117
85,17:25:40,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.54115730048285,85.54115730048285,14.458842699517144,14.458842699517144,300.64193387404526,300.18857219629456,-9.406010873750687e-06,14.458842699517149
86,17:25:41,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.54158593001753,85.54158593001753,14.458414069982464,14.458414069982464,300.6412729533604,300.18790216384826,-9.739010873750687e-06,14.458414069982467
87,17:25:43,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.54201241128838,85.54201241128838,14.457987588711612,14.457987588711612,300.64061533438087,300.18723547862515,-1.0072010873750687e-05,14.457987588711617
88,17:25:44,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.54243675509693,85.54243675509693,14.457563244903067,14.457563244903067,300.6399610006129,300.1865721239038,-1.0405010873750687e-05,14.45756324490307
89,17:25:45,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.54285897219002,85.54285897219002,14.457141027809987,14.457141027809987,300.6393099356446,300.1859120830462,-1.0738010873750687e-05,14.457141027809984
90,17:25:46,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.5432790732601,85.5432790732601,14.456720926739902,14.456720926739902,300.6386621231465,300.1852553394978,-1.1071010873750688e-05,14.456720926739905
91,17:25:47,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.54369706894562,85.54369706894562,14.456302931054378,14.456302931054378,300.6380175468704,300.18460187678636,-1.1404010873750686e-05,14.456302931054383
92,17:25:48,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.54411296983112,85.54411296983112,14.455887030168874,14.455887030168874,300.6373761906494,300.1839516785221,-1.1737010873750686e-05,14.455887030168881
93,17:25:49,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.54452678644769,85.54452678644769,14.455473213552315,14.455473213552315,300.6367380383972,300.18330472839705,-1.2070010873750686e-05,14.455473213552308
94,17:25:50,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.54493852927303,85.54493852927303,14.455061470726971,14.455061470726971,300.6361030741081,300.18266101018486,-1.2403010873750686e-05,14.455061470726974
95,17:25:51,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.54534820873197,85.54534820873197,14.454651791268038,14.454651791268038,300.63547128185644,300.18202050774016,-1.2736010873750686e-05,14.454651791268033
96,17:25:52,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.54575583519646,85.54575583519646,14.454244164803539,14.454244164803539,300.6348426457958,300.1813832049982,-1.3069010873750686e-05,14.454244164803539
97,17:25:53,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.54616141898616,85.54616141898616,14.453838581013835,14.453838581013835,300.634217150159,300.18074908597447,-1.3402010873750686e-05,14.453838581013843
98,17:25:54,1.667e-06,100.0,100.0,333.0,0.0,300.0,0.001,85.54656497036846,85.54656497036846,14.453435029631532,14.453435029631532,300.6335947792577,300.1801181347643,-1.3735010873750686e-05,14.453435029631533
99,17:25:55,0.05,100,100,333,0,300,0.001,57.11925343951622,57.11925343951622,42.88074656045917,42.88074656045917,333.43385149173145,300.1989388627598,0.04968890839794736,42.88074656048378
100,17:25:56,0.05,100,100,333,0,300,0.001,43.779514544029816,43.779514544029816,56.22048545595092,56.22048545595092,333.5931029353135,300.217822550694,0.09914582521988248,56.220485455970184
101,17:25:57,0.05,100,100,333,0,300,0.001,36.86382308605359,36.86382308605359,63.136176913931926,63.136176913931926,333.67564542639496,300.23666879049426,0.14844327389874673,63.13617691394641
102,17:25:58,0.05,100,100,333,0,300,0.001,32.47766360163278,32.47766360163278,67.52233639835691,67.52233639835691,333.7279928651229,300.25544890185444,0.19761202071422052,67.52233639836723
103,17:25:59,0.05,100,100,333,0,300,0.001,29.380302495620057,29.380302495620057,70.61969750437153,70.61969750437153,333.76495942406086,300.2741503590787,0.2466698456623252,70.61969750437994
104,17:26:00,0.05,100,100,333,0,300,0.001,27.04255826895254,27.04255826895254,72.95744173104046,72.95744173104046,333.79286205419385,300.29276654589944,0.29562874485639057,72.95744173104745
105,17:26:01,0.05,100,100,333,0,300,0.001,25.1965792139073,25.1965792139073,74.80342078608672,74.80342078608672,333.8148976074504,300.31129358365104,0.3444975247365901,74.8034207860927
106,17:26:02,0.05,100,100,333,0,300,0.001,23.690514256546518,23.690514256546518,76.30948574344826,76.30948574344826,333.83287819810204,300.3297290583971,0.39328300844950104,76.30948574345348
107,17:26:03,0.05,100,100,333,0,300,0.001,22.431031576329165,22.431031576329165,77.5689684236662,77.5689684236662,333.8479174726184,300.3480714202107,0.441990685398106,77.56896842367084
108,17:26:04,0.05,100,100,333,0,300,0.001,21.357186376223254,21.357186376223254,78.6428136237726,78.6428136237726,333.8607425605364,300.3663196660971,0.4906250967262648,78.64281362377675
109,17:26:05,0.05,100,100,333,0,300,0.001,20.427264114047556,20.427264114047556,79.57273588594867,79.57273588594867,333.87185111417807,300.3844731582656,0.5391900806748546,79.57273588595244
110,17:26:06,0.05,100,100,333,0,300,0.001,19.611617035387322,19.611617035387322,80.38838296460924,80.38838296460924,333.8815968036532,300.4025315131683,0.587688937248398,80.38838296461267
111,17:26:07,0.05,100,100,333,0,300,0.001,18.888514244655102,18.888514244655102,81.11148575534173,81.11148575534173,333.89023884141625,300.42049453025936,0.636124543427281,81.1114857553449
112,17:26:08,0.05,100,100,333,0,300,0.001,18.241613277159676,18.241613277159676,81.75838672283739,81.75838672283739,333.89797215379167,300.4383621443492,0.6844994365354964,81.75838672284033
113,17:26:09,0.05,100,100,333,0,300,0.001,17.658353861003448,17.658353861003448,82.34164613899381,82.34164613899381,333.9049465467704,300.45613439264065,0.7328158762638501,82.34164613899655
114,17:26:10,0.05,100,100,333,0,300,0.001,17.128900939431105,17.12890093943111,82.87109906056634,82.87109906056634,333.91127931719524,300.4738113912631,0.7810758919021961,82.8710990605689
115,17:26:11,0.05,100,100,333,0,300,0.001,16.64542787919497,16.64542787919497,83.35457212080263,83.35457212080263,333.91706380458265,300.49139331815365,0.8292813190300621,83.35457212080503
116,17:26:12,0.05,100,100,333,0,300,0.001,16.201617561450558,16.201617561450558,83.79838243854716,83.79838243854716,333.92237534314944,300.50888040030395,0.8774338285114169,83.79838243854944
117,17:26:13,0.05,100,100,333,0,300,0.001,15.792307143205607,15.792307143205607,84.20769285679224,84.20769285679224,333.9272754996371,300.52627290408174,0.9255349497529399,84.2076928567944
118,17:26:14,0.05,100,100,333,0,300,0.001,15.41323000081077,15.41323000081077,84.58676999918718,84.58676999918718,333.9318151516677,300.54357112776614,0.9735860896077536,84.58676999918923
119,17:26:15,0.05,100,100,333,0,300,0.001,15.060824907135826,15.060824907135826,84.93917509286223,84.93917509286223,333.93603676397606,300.5607753957068,1.0215885479201428,84.93917509286418
120,17:26:16,0.05,100,100,333,0,300,0.001,14.732092665146274,14.732092665146274,85.26790733485188,85.26790733485188,333.93997609849396,300.57788605369484,1.0695435304419325,85.26790733485373
121,17:26:17,0.05,100,100,333,0,300,0.001,14.424486845318134,14.424486845318134,85.57551315468011,85.57551315468011,333.94366351759464,300.5949034652519,1.1174521596658138,85.57551315468187
122,17:26:18,0.05,100,100,333,0,300,0.001,14.135829431193182,14.135829431193182,85.86417056880514,85.86417056880514,333.9471249902092,300.6118280086233,1.1653154839886786,85.86417056880681
123,17:26:19,0.05,100,100,333,0,300,0.001,13.864244925605192,13.864244925605192,86.13575507439319,86.13575507439319,333.95038287773303,300.62866007432007,1.2131344855221036,86.13575507439481
124,17:26:20,0.05,100,100,333,0,300,0.001,13.608108322868954,13.608108322868954,86.3918916771295,86.3918916771295,333.9534565545367,300.6454000630906,1.2609100867964709,86.39189167713104
125,17:26:21,0.05,100,100,333,0,300,0.001,13.366003623654368,13.366003623654368,86.63399637634413,86.63399637634413,333.9563629027252,300.6620483842357,1.3086431565524417,86.63399637634564
126,17:26:22,0.05,100,100,333,0,300,0.001,13.136690456021066,13.136690456021066,86.8633095439775,86.8633095439775,333.95911671021145,300.6786054541969,1.3563345147735848,86.86330954397893
127,17:26:23,0.05,100,100,333,0,300,0.001,12.919076993804104,12.919076993804104,87.08092300619451,87.08092300619451,333.9617309936796,300.69507169536786,1.403984937083419,87.08092300619589
128,17:26:24,0.05,100,100,333,0,300,0.001,12.712197814002742,12.712197814002742,87.28780218599591,87.28780218599591,333.9642172626425,300.71144753508565,1.451595158606503,87.28780218599726
129,17:26:25,0.05,100,100,333,0,300,0.001,12.515195662189546,12.515195662189546,87.48480433780917,87.48480433780917,333.9665857368887,300.72773340477147,1.499165877374758,87.48480433781046
130,17:26:26,0.05,100,100,333,0,300,0.001,12.327306335660285,12.327306335660285,87.67269366433847,87.67269366433847,333.9688455267479,300.74392973919413,1.5466977573456628,87.67269366433972
131,17:26:27,0.05,100,100,333,0,300,0.001,12.14784607295922,12.14784607295922,87.85215392703958,87.85215392703958,333.97100478346397,300.7600369758357,1.5941914310873984,87.85215392704077
132,17:26:28,0.05,100,100,333,0,300,0.001,11.976200972752848,11.976200972752848,88.023799027246,88.023799027246,333.9730708253674,300.77605555434326,1.6416475021767594,88.02379902724715
133,17:26:29,0.05,100,100,333,0,300,0.001,11.811818066848893,11.811818066848893,88.18818193314999,88.18818193314999,333.97505024432076,300.7919859160527,1.6890665473481725,88.1881819331511
134,17:26:30,0.05,100,100,333,0,300,0.001,11.654197750022178,11.654197750022178,88.34580224997674,88.34580224997674,333.97694899598395,300.80782850357343,1.7364491184260835,88.34580224997782
135,17:26:31,0.05,100,100,333,0,300,0.001,11.502887329346601,11.502887329346601,88.49711267065234,88.49711267065234,333.9787724767296,300.82358376042583,1.7837957440680121,88.4971126706534
136,17:26:32,0.05,100,100,333,0,300,0.001,11.357475502386901,11.357475502386901,88.64252449761207,88.64252449761207,333.98052558948143,300.83925213072246,1.8311069313414743,88.6425244976131
