Serial_No,Time,Fin,Ca0,Cb0,T0,Q,Tcin,Fc,Ca,Cb,Cc,Cd,T,Tc,h,Xa
22,01:56:42,0.02,100.0,100.0,293.0,0.0,293.0,0.01,70.21538883051073,70.21538883051073,29.784611169506494,29.784611169506494,293.3540658048934,293.0074667680234,1.0,29.784611169489267
23,01:56:43,0.02,100.0,100.0,293.0,0.0,293.0,0.01,69.79791406793713,69.79791406793713,30.202085932079424,30.202085932079424,293.35894157559534,293.0077492938856,1.0,30.20208593206287
24,01:56:44,0.02,100.0,100.0,293.0,0.0,293.0,0.01,69.41442042300585,69.41442042300585,30.58557957701004,30.58557957701004,293.36341292224347,293.0080174325354,1.0,30.58557957699415
25,01:56:45,0.02,100,100,393,0,293,0.01,68.85718326716145,68.85718326716145,31.14281673285382,31.14281673285382,297.2898569539929,293.01397648171144,1.0,31.14281673283855
26,01:56:46,0.02,100,100,393,0,293,0.01,67.90398859381376,67.90398859381376,32.09601140620091,32.09601140620091,301.0650901676419,293.0302896144508,1.0,32.096011406186236
27,01:56:47,0.02,100,100,393,0,293,0.01,66.54234755537713,66.54234755537713,33.45765244463696,33.45765244463696,304.69546911963613,293.05552315132746,1.0,33.457652444622866
28,01:56:48,0.02,100,100,393,0,293,0.01,64.77910957341535,64.77910957341535,35.22089042659819,35.22089042659819,308.1868712809328,293.0884010963368,1.0,35.220890426584646
29,01:56:49,0.02,100,100,393,0,293,0.01,62.642577691191306,62.642577691191306,37.3574223088217,37.3574223088217,311.54467982299326,293.12778831506466,1.0,37.357422308808694
30,01:56:50,0.02,100,100,393,0,293,0.01,60.18187126159918,60.18187126159918,39.818128738413314,39.818128738413314,314.7738009250207,293.1726753614795,1.0,39.81812873840082
31,01:56:51,0.02,100,100,393,0,293,0.01,57.46337150611892,57.46337150611892,42.536628493893076,42.536628493893076,317.8787155665171,293.22216488918764,1.0,42.53662849388108
32,01:56:52,0.02,100,100,393,0,293,0.01,54.56478783418085,54.56478783418085,45.43521216583068,45.43521216583068,320.86355936928646,293.275459582727,1.0,45.43521216581915
33,01:56:53,0.02,100,100,393,0,293,0.01,51.567958642519166,51.567958642519166,48.4320413574919,48.4320413574919,323.73221717106844,293.33185152182506,1.0,48.432041357480834
34,01:56:54,0.02,100,100,393,0,293,0.01,48.55173499981498,48.55173499981498,51.448265000195654,51.448265000195654,326.48841621438913,293.39071285702624,1.0,51.448265000185025
35,01:56:55,0.02,100,100,393,0,293,0.01,45.58612654812279,45.58612654812279,54.413873451887426,54.413873451887426,329.13580386511285,293.45148764307123,1.0,54.4138734518772
36,01:56:56,0.02,100,100,393,0,293,0.01,42.728426504063265,42.728426504063265,57.271573495946555,57.271573495946555,331.67800131266756,293.5136846588615,1.0,57.271573495936735
37,01:56:57,0.02,100,100,393,0,293,0.01,40.021482760755475,40.021482760755475,59.978517239253954,59.978517239253954,334.11863128334556,293.5768710448716,1.0,59.978517239244525
38,01:56:58,0.02,100,100,393,0,293,0.01,37.49383364551602,37.49383364551602,62.50616635449304,62.50616635449304,336.46132316050773,293.6406666080611,1.0,62.50616635448398
39,01:56:59,0.02,100,100,393,0,293,0.01,35.16117737164504,35.16117737164504,64.83882262836366,64.83882262836366,338.70970188602604,293.704738673571,1.0,64.83882262835496
40,01:57:00,0.02,100,100,393,0,293,0.01,33.02859228286183,33.02859228286183,66.97140771714652,66.97140771714652,340.8673676336002,293.7687973937961,1.0,66.97140771713816
41,01:57:01,0.02,100,100,393,0,293,0.01,31.093008979433293,31.093008979433293,68.90699102057472,68.90699102057472,342.9378722353009,293.83259145285655,1.0,68.90699102056671
42,01:57:02,0.02,100,100,393,0,293,0.01,29.345580290938393,29.345580290938393,70.6544197090693,70.6544197090693,344.92469660615643,293.8959041251196,1.0,70.65441970906161
43,01:57:03,0.02,100,100,393,0,293,0.01,27.77374281018139,27.77374281018139,72.226257189826,72.226257189826,346.8312316418948,293.9585496599238,1.0,72.22625718981861
44,01:57:04,0.02,100,100,393,0,293,0.01,26.362882735720266,26.362882735720266,73.63711726428683,73.63711726428683,348.66076363979386,294.0203699722516,1.0,73.63711726427974
45,01:57:05,0.02,100,100,393,0,293,0.01,25.097599601787493,25.097599601787493,74.90240039821933,74.90240039821933,350.4164643251452,294.08123162255765,1.0,74.9024003982125
46,01:57:06,0.02,100,100,393,0,293,0.01,23.962607766742522,23.962607766742522,76.03739223326401,76.03739223326401,352.1013850120037,294.1410230699502,1.0,76.03739223325748
47,01:57:07,0.02,100,100,393,0,293,0.01,22.94333618678546,22.94333618678546,77.05666381322082,77.05666381322082,353.71845417994655,294.19965218271443,1.0,77.05666381321454
48,01:57:08,0.02,100,100,393,0,293,0.01,22.026291243395224,22.026291243395224,77.97370875661082,77.97370875661082,355.27047769804193,294.25704398958516,1.0,77.97370875660478
49,01:57:09,0.02,100,100,393,0,293,0.01,21.1992425670541,21.1992425670541,78.8007574329517,78.8007574329517,356.7601409851415,294.3131386546813,1.0,78.8007574329459
50,01:57:10,0.02,100,100,393,0,293,0.01,20.45128290698834,20.45128290698834,79.54871709301723,79.54871709301723,358.19001250212636,294.36788965881505,1.0,79.54871709301166
51,01:57:11,0.02,100,100,393,0,293,0.01,19.772803140344863,19.772803140344863,80.2271968596605,80.2271968596605,359.5625480908899,294.4212621700337,1.0,80.22719685965514
52,01:57:12,0.02,100,100,393,0,293,0.01,19.155414082902134,19.155414082902134,80.844585917103,80.844585917103,360.88009578765025,294.4732315867189,1.0,80.84458591709787
53,01:57:13,0.02,100,100,393,0,293,0.01,18.59183856237095,18.59183856237095,81.40816143763398,81.40816143763398,362.1449008362142,294.5237822372853,1.0,81.40816143762905
54,01:57:14,0.02,100,100,393,0,293,0.01,18.07579045461603,18.07579045461603,81.92420954538869,81.92420954538869,363.35911070756606,294.57290622142483,1.0,81.92420954538397
55,01:57:15,0.02,100,100,393,0,293,0.01,17.601852023276173,17.601852023276173,82.39814797672837,82.39814797672837,364.524779996112,294.62060237886163,1.0,82.39814797672383
56,01:57:16,0.02,100,100,393,0,293,0.01,17.165356794814574,17.165356794814574,82.83464320518979,82.83464320518979,365.64387511187454,294.66687537266165,1.0,82.83464320518543
57,01:57:17,0.02,100,100,393,0,293,0.01,16.762282156502334,16.762282156502334,83.23771784350187,83.23771784350187,366.718278724149,294.7117348752344,1.0,83.23771784349766
58,01:57:18,0.02,100,100,393,0,293,0.01,16.38915369305667,16.38915369305667,83.61084630694737,83.61084630694737,367.7497939379052,294.7551948462398,1.0,83.61084630694333
59,01:57:19,0.02,100,100,393,0,293,0.01,16.04296179939177,16.04296179939177,83.9570382006121,83.9570382006121,368.74014820168776,294.7972728926401,1.0,83.95703820060822
60,01:57:20,0.02,100,100,393,0,293,0.01,15.721090162000838,15.721090162000838,84.27890983800287,84.27890983800287,369.69099695685907,294.8379897021071,1.0,84.27890983799917
61,01:57:21,0.02,100,100,393,0,293,0.01,15.421255151948017,15.421255151948017,84.57874484805555,84.57874484805555,370.603927044397,294.8773685418946,1.0,84.57874484805198
62,01:57:22,0.02,100,100,393,0,293,0.01,15.141454903774846,15.141454903774846,84.85854509622857,84.85854509622857,371.48045988846906,294.9154348161058,1.0,84.85854509622516
63,01:57:23,0.02,100,100,393,0,293,0.01,14.879926775267524,14.879926775267524,85.12007322473576,85.12007322473576,372.32205447676114,294.9522156750372,1.0,85.12007322473248
64,01:57:24,0.02,100,100,393,0,293,0.01,14.635111922755097,14.635111922755097,85.36488807724807,85.36488807724807,373.1301101568774,294.9877396709521,1.0,85.3648880772449
65,01:57:25,0.02,100,100,393,0,293,0.01,14.40562583391636,14.40562583391636,85.59437416608668,85.59437416608668,373.9059692666654,295.0220364552438,1.0,85.59437416608364
66,01:57:26,0.02,100,100,393,0,293,0.01,14.190233799073942,14.190233799073942,85.80976620092898,85.80976620092898,374.6509196144897,295.0551365124894,1.0,85.80976620092606
67,01:57:27,0.02,100,100,393,0,293,0.01,13.987830449109202,13.987830449109202,86.0121695508936,86.0121695508936,375.36619682355337,295.0870709273798,1.0,86.0121695508908
68,01:57:28,0.02,100,100,393,0,293,0.01,13.797422629183776,13.797422629183776,86.20257737081891,86.20257737081891,376.0529865525281,295.11787118093713,1.0,86.20257737081623
69,01:57:29,0.02,100,100,393,0,293,0.01,13.618115004752637,13.618115004752637,86.38188499524995,86.38188499524995,376.7124266030814,295.1475689728215,1.0,86.38188499524736
70,01:57:30,0.02,100,100,393,0,293,0.01,13.449097906688117,13.449097906688117,86.55090209331436,86.55090209331436,377.34560892343285,295.1761960668627,1.0,86.55090209331189
71,01:57:31,0.02,100,100,393,0,293,0.01,13.289637015271076,13.289637015271076,86.7103629847313,86.7103629847313,377.9535815158245,295.20378415726236,1.0,86.71036298472893
72,01:57:32,0.02,100,100,393,0,293,0.01,13.13906455949296,13.13906455949296,86.86093544050932,86.86093544050932,378.537350254746,295.23036475317946,1.0,86.86093544050703
73,01:57:33,0.02,100,100,393,0,293,0.01,12.996771770466992,12.996771770466992,87.0032282295352,87.0032282295352,379.0978806218889,295.25596907965604,1.0,87.00322822953301
74,01:57:34,0.02,100,100,393,0,293,0.01,12.8622023779358,12.8622023779358,87.1377976220663,87.1377976220663,379.6360993630874,295.2806279930548,1.0,87.1377976220642
75,01:57:35,0.02,100,100,393,0,293,0.01,12.73484697900033,12.73484697900033,87.2651530210017,87.2651530210017,380.1528960719106,295.3043719093735,1.0,87.26515302099966
76,01:57:36,0.02,100,100,393,0,293,0.01,12.614238140186464,12.614238140186464,87.38576185981547,87.38576185981547,380.6491247040846,295.32723074397416,1.0,87.38576185981354
77,01:57:37,0.02,100,100,303,0,293,0.01,12.692128410054092,12.692128410054092,87.30787158994777,87.30787158994777,377.5954032381623,295.344099142172,1.0,87.3078715899459
78,01:57:38,0.02,100,100,303,0,293,0.01,13.023011177638017,13.023011177638017,86.97698882236378,86.97698882236378,374.66011921877305,295.3508111535859,1.0,86.97698882236199
79,01:57:39,0.02,100,100,303,0,293,0.01,13.488613440848633,13.488613440848633,86.5113865591531,86.5113865591531,371.839850709307,295.3486925386238,1.0,86.51138655915136
80,01:57:41,0.02,100,100,303,0,293,0.01,14.031606296908512,14.031606296908512,85.96839370309316,85.96839370309316,369.13063935477385,295.3389286728967,1.0,85.9683937030915
81,01:57:42,0.02,100,100,303,0,293,0.01,14.622166810255518,14.622166810255518,85.37783318974608,85.37783318974608,366.528382910964,295.32257741389867,1.0,85.37783318974448
82,01:57:43,0.02,100,100,303,0,293,0.01,15.243848542846962,15.243848542846962,84.75615145715459,84.75615145715459,364.02899695718116,295.30058143720936,1.0,84.75615145715304
83,01:57:44,0.02,100,100,303,0,293,0.01,15.887064228333998,15.887064228333998,84.11293577166748,84.11293577166748,361.62848578364736,295.27377967520886,1.0,84.112935771666
84,01:57:45,0.02,100,100,303,0,293,0.01,16.545890801451165,16.545890801451165,83.45410919855026,83.45410919855026,359.3229737930973,295.24291777339886,1.0,83.45410919854884
85,01:57:46,0.02,100,100,303,0,293,0.01,17.21643075391014,17.21643075391014,82.78356924609122,82.78356924609122,357.1087185467822,295.20865758294985,1.0,82.78356924608985
86,01:57:47,0.02,100,100,303,0,293,0.01,17.895941382396124,17.895941382396124,82.10405861760518,82.10405861760518,354.982114882772,295.17158574696333,1.0,82.10405861760387
87,01:57:48,0.02,100,100,303,0,293,0.01,18.58235849732997,18.58235849732997,81.41764150267129,81.41764150267129,352.9396945665863,295.13222145097546,1.0,81.41764150267002
88,01:57:49,0.02,100,100,303,0,293,0.01,19.27402953150596,19.27402953150596,80.72597046849525,80.72597046849525,350.9781236793967,295.0910234103385,1.0,80.72597046849404
89,01:57:50,0.02,100,100,303,0,293,0.01,19.969560936664845,19.969560936664845,80.03043906333632,80.03043906333632,349.09419887253097,295.04839616453734,1.0,80.03043906333515
90,01:57:51,0.02,100,100,303,0,293,0.01,20.667729466662735,20.667729466662735,79.33227053333837,79.33227053333837,347.2848430820993,295.0046957439937,1.0,79.33227053333727
91,01:57:52,0.02,100,100,303,0,293,0.01,21.367429919711846,21.367429919711846,78.63257008028923,78.63257008028923,345.5471010228907,294.9602347697408,1.0,78.63257008028816
92,01:57:53,0.02,100,100,303,0,293,0.01,22.067644057751426,22.067644057751426,77.93235594224959,77.93235594224959,343.8781346356492,294.9152870411197,1.0,77.93235594224858
93,01:57:54,0.02,100,100,303,0,293,0.01,22.76742200557006,22.76742200557006,77.23257799443091,77.23257799443091,342.2752185833731,294.87009166162113,1.0,77.23257799442993
94,01:57:55,0.02,100,100,303,0,293,0.01,23.46587108403115,23.46587108403115,76.53412891596979,76.53412891596979,340.73573584891204,294.8248567482939,1.0,76.53412891596885
95,01:57:56,0.02,100,100,303,0,293,0.01,24.1621490995717,24.1621490995717,75.8378509004292,75.8378509004292,339.25717346172377,294.7797627658068,1.0,75.8378509004283
96,01:57:57,0.02,100,100,303,0,293,0.01,24.85546030584647,24.85546030584647,75.14453969415439,75.14453969415439,337.83711836768794,294.7349655222864,1.0,75.14453969415354
97,01:57:58,0.02,100,100,303,0,293,0.01,25.54505295495021,25.54505295495021,74.45494704505062,74.45494704505062,336.4732534477893,294.6905988604465,1.0,74.45494704504979
98,01:57:59,0.02,100,100,303,0,293,0.01,26.23021777490309,26.23021777490309,73.76978222509771,73.76978222509771,335.1633536867649,294.6467770742564,1.0,73.76978222509692
99,01:58:00,0.02,100,100,303,0,293,0.01,26.91028696452121,26.91028696452121,73.08971303547956,73.08971303547956,333.9052824900506,294.60359707843025,1.0,73.0897130354788
100,01:58:01,0.02,100,100,303,0,293,0.01,27.58463345338998,27.58463345338998,72.41536654661077,72.41536654661077,332.6969881457644,294.5611403553461,1.0,72.41536654661002
101,01:58:02,0.02,100,100,303,0,293,0.01,28.252670272243847,28.252670272243847,71.74732972775686,71.74732972775686,331.5365004275574,294.5194747015815,1.0,71.74732972775615
102,01:58:03,0.02,100,100,303,0,293,0.01,28.913849940508342,28.913849940508342,71.08615005949233,71.08615005949233,330.42192733368006,294.4786557940705,1.0,71.08615005949166
103,01:58:04,0.02,100,100,303,0,293,0.01,29.567663816768018,29.567663816768018,70.43233618323264,70.43233618323264,329.3514519573843,294.43872859391416,1.0,70.43233618323198
104,01:58:05,0.02,100,100,303,0,293,0.01,30.213641382798983,30.213641382798983,69.78635861720164,69.78635861720164,328.323329483715,294.3997286040985,1.0,69.78635861720102
105,01:58:06,0.02,100,100,303,0,293,0.01,30.851349447668536,30.851349447668536,69.14865055233207,69.14865055233207,327.33588430777326,294.3616829957704,1.0,69.14865055233146
106,01:58:07,0.02,100,100,303,0,293,0.01,31.4803912684559,31.4803912684559,68.51960873154468,68.51960873154468,326.38750726962456,294.3246116162709,1.0,68.5196087315441
107,01:58:08,0.02,100,100,303,0,293,0.01,32.1004055904139,32.1004055904139,67.89959440958665,67.89959440958665,325.4766530011507,294.2885278908245,1.0,67.8995944095861
108,01:58:09,0.02,100,100,303,0,293,0.01,32.711065613171144,32.711065613171144,67.28893438682938,67.28893438682938,324.60183738029133,294.25343962860217,1.0,67.28893438682886
109,01:58:10,0.02,100,100,303,0,293,0.01,33.312077891713535,33.312077891713535,66.68792210828695,66.68792210828695,323.7616350882804,294.2193497428147,1.0,66.68792210828647
110,01:58:11,0.02,100,100,303,0,293,0.01,33.90318118193817,33.90318118193817,66.09681881806229,66.09681881806229,322.9546772656442,294.1862568935378,1.0,66.09681881806182
111,01:58:12,0.02,100,100,303,0,293,0.01,34.484145240911914,34.484145240911914,65.51585475908854,65.51585475908854,322.17964926289505,294.15415606110395,1.0,65.51585475908809
112,01:58:13,0.02,100,100,303,0,293,0.01,35.054769591840234,35.054769591840234,64.9452304081602,64.9452304081602,321.43528848201544,294.12303905712054,1.0,64.94523040815977
113,01:58:14,0.02,100,100,303,0,293,0.01,35.614882263327054,35.614882263327054,64.38511773667337,64.38511773667337,320.7203823049877,294.0928949794703,1.0,64.38511773667295
114,01:58:15,0.02,100,100,303,0,293,0.01,36.16433851189925,36.16433851189925,63.83566148810115,63.83566148810115,320.03376610578044,294.0637106170187,1.0,63.83566148810075
115,01:58:16,0.02,100,100,303,0,293,0.01,36.70301953605841,36.70301953605841,63.29698046394198,63.29698046394198,319.3743213423516,294.0354708091821,1.0,63.29698046394159
116,01:58:17,0.02,100,100,303,0,293,0.01,37.23083118936209,37.23083118936209,62.76916881063828,62.76916881063828,318.7409737253749,294.00815876499695,1.0,62.76916881063791
117,01:58:18,0.02,100,100,303,0,293,0.01,37.74770269926337,37.74770269926337,62.252297300736984,62.252297300736984,318.1326914605337,293.9817563458669,1.0,62.25229730073663
118,01:58:19,0.02,100,100,303,0,293,0.01,38.25358539767657,38.25358539767657,61.746414602323775,61.746414602323775,317.54848356136216,293.95624431574697,1.0,61.746414602323426
119,01:58:20,0.02,100,100,303,0,293,0.01,38.74845146850492,38.74845146850492,61.25154853149541,61.25154853149541,316.98739822973994,293.9316025621475,1.0,61.25154853149508
120,01:58:21,0.02,100,100,303,0,293,0.01,39.232292716672774,39.232292716672774,60.767707283327546,60.767707283327546,316.4485213012708,293.9078102910024,1.0,60.76770728332722
121,01:58:22,0.02,100,100,303,0,293,0.01,39.70511936255757,39.70511936255757,60.29488063744274,60.29488063744274,315.9309747528927,293.88484619814005,1.0,60.294880637442425
122,01:58:23,0.02,100,100,303,0,293,0.01,40.16695886511814,40.16695886511814,59.83304113488215,59.83304113488215,315.43391527017883,293.86268861981847,1.0,59.83304113488186
123,01:58:24,0.02,100,100,303,0,293,0.01,40.617854776466885,40.617854776466885,59.3821452235334,59.3821452235334,314.9565328718968,293.8413156645417,1.0,59.382145223533115
124,01:58:25,0.02,100,100,303,0,293,0.01,41.05786563013382,41.05786563013382,58.94213436986646,58.94213436986646,314.49804958949665,293.8207053281466,1.0,58.94213436986618
125,01:58:26,0.02,100,100,303,0,293,0.01,41.48706386481913,41.48706386481913,58.51293613518114,58.51293613518114,314.05771819929504,293.8008355939515,1.0,58.51293613518087
126,01:58:27,0.02,100,100,303,0,293,0.01,41.90553478502484,41.90553478502484,58.094465214975415,58.094465214975415,313.6348210052179,293.7816845195751,1.0,58.09446521497515
127,01:58:28,0.02,100,100,303,0,293,0.01,42.313375559593766,42.313375559593766,57.68662444040648,57.68662444040648,313.22866867005274,293.76323031186985,1.0,57.686624440406234
128,01:58:29,0.02,100,100,303,0,293,0.01,42.71069425886154,42.71069425886154,57.289305741138705,57.289305741138705,312.83859909324906,293.7454513912691,1.0,57.28930574113846
129,01:58:30,0.02,100,100,303,0,293,0.01,43.09760893084286,43.09760893084286,56.90239106915737,56.90239106915737,312.46397633338387,293.7283264467132,1.0,56.90239106915714
130,01:58:31,0.02,100,100,303,0,293,0.01,43.4742467166226,43.4742467166226,56.52575328337761,56.52575328337761,312.10418957349196,293.71183448220006,1.0,56.5257532833774
131,01:58:32,0.02,100,100,303,0,293,0.01,43.84074300490324,43.84074300490324,56.15925699509697,56.15925699509697,311.7586521275316,293.69595485590094,1.0,56.15925699509676
132,01:58:33,0.02,100,100,303,0,293,0.01,44.19724062547018,44.19724062547018,55.80275937453001,55.80275937453001,311.42680048633025,293.6806673126811,1.0,55.80275937452982
133,01:58:34,0.02,100,100,303,0,293,0.01,44.54388908117196,44.54388908117196,55.45611091882822,55.45611091882822,311.1080934014218,293.6659520107832,1.0,55.45611091882804
134,01:58:35,0.02,100,100,303,0,293,0.01,44.880843817871366,44.880843817871366,55.11915618212882,55.11915618212882,310.8020110052543,293.65178954334783,1.0,55.119156182128634
135,01:58:36,0.02,100,100,303,0,293,0.01,45.20826553170381,45.20826553170381,54.791734468296376,54.791734468296376,310.508053966307,293.6381609553796,1.0,54.79173446829619
136,01:58:37,0.02,100,100,303,0,293,0.01,45.526319512878324,45.526319512878324,54.47368048712185,54.47368048712185,310.2257426777177,293.6250477567,1.0,54.473680487121676
137,01:58:38,0.02,100,100,303,0,293,0.01,45.835175025172255,45.835175025172255,54.16482497482791,54.16482497482791,309.9546164780782,293.61243193137443,1.0,54.16482497482774
138,01:58:39,0.02,100,100,303,0,293,0.01,46.13500472020168,46.13500472020168,53.864995279798485,53.864995279798485,309.6942329031102,293.6002959440474,1.0,53.86499527979832
139,01:58:40,0.02,100,100,303,0,293,0.01,46.42598408549377,46.42598408549377,53.57401591450638,53.57401591450638,309.4441669669864,293.58862274357386,1.0,53.57401591450623
140,01:58:41,0.02,100,100,303,0,293,0.01,46.7082909253434,46.7082909253434,53.29170907465676,53.29170907465676,309.2040104721122,293.57739576429503,1.0,53.2917090746566
141,01:58:42,0.02,100,100,303,0,293,0.01,46.98210487340226,46.98210487340226,53.017895126597885,53.017895126597885,308.97337134623234,293.56659892526744,1.0,53.01789512659775
142,01:58:43,0.02,100,100,303,0,293,0.01,47.24760693592484,47.24760693592484,52.752393064075285,52.752393064075285,308.7518730057716,293.5562166277221,1.0,52.75239306407515
143,01:58:44,0.02,100,100,303,0,293,0.01,47.50497906457869,47.50497906457869,52.49502093542144,52.49502093542144,308.5391537443632,293.5462337509997,1.0,52.49502093542131
144,01:58:45,0.02,100,100,303,0,293,0.01,47.75440375771723,47.75440375771723,52.2455962422829,52.2455962422829,308.33486614556256,293.53663564718113,1.0,52.24559624228278
145,01:58:46,0.02,100,100,303,0,293,0.01,47.99606368901012,47.99606368901012,52.00393631099001,52.00393631099001,308.13867651878206,293.5274081346089,1.0,52.00393631098987
146,01:58:47,0.02,100,100,303,0,293,0.01,48.23014136232814,48.23014136232814,51.76985863767199,51.76985863767199,307.95026435752305,293.51853749047166,1.0,51.76985863767186
147,01:58:48,0.02,100,100,303,0,293,0.01,48.45681879178629,48.45681879178629,51.54318120821384,51.54318120821384,307.7693218190193,293.5100104426064,1.0,51.54318120821371
148,01:58:49,0.02,100,100,303,0,293,0.01,48.676277205859584,48.676277205859584,51.323722794140544,51.323722794140544,307.59555322443913,293.501814160654,1.0,51.323722794140416
149,01:58:50,0.02,100,100,303,0,293,0.01,48.888696774499984,48.888696774499984,51.111303225500144,51.111303225500144,307.42867457883096,293.49393624668915,1.0,51.111303225500016
150,01:58:51,0.02,100,100,303,0,293,0.01,49.09425635820007,49.09425635820007,50.90574364180005,50.90574364180005,307.2684131100274,293.48636472543024,1.0,50.90574364179993
151,01:58:52,0.02,100,100,303,0,293,0.01,49.29313327796858,49.29313327796858,50.706866722031535,50.706866722031535,307.11450682575605,293.4790880341242,1.0,50.70686672203142
152,01:58:53,0.02,100,100,303,0,293,0.01,49.48550310520451,49.48550310520451,50.514496894795606,50.514496894795606,306.9667040882343,293.47209501218754,1.0,50.51449689479549
153,01:58:54,0.02,100,100,303,0,293,0.01,49.6715394704799,49.6715394704799,50.32846052952021,50.32846052952021,306.8247632055551,293.4653748906773,1.0,50.3284605295201
154,01:58:55,0.02,100,100,303,0,293,0.01,49.85141389026633,49.85141389026633,50.14858610973378,50.14858610973378,306.688452039199,293.4589172816546,1.0,50.14858610973367
155,01:58:56,0.02,100,100,303,0,293,0.01,50.02529561066583,50.02529561066583,49.97470438933427,49.97470438933427,306.5575476270321,293.4527121674958,1.0,49.97470438933417
156,01:58:57,0.02,100,100,303,0,293,0.01,50.19335146723435,50.19335146723435,49.80664853276574,49.80664853276574,306.4318358211782,293.4467498902012,1.0,49.80664853276565
157,01:58:58,0.02,100,100,303,0,293,0.01,50.35574576001304,50.35574576001304,49.64425423998704,49.64425423998704,306.31111094017564,293.44102114074093,1.0,49.64425423998696
158,01:58:59,0.02,100,100,303,0,293,0.01,50.51264014291111,50.51264014291111,49.487359857088975,49.487359857088975,306.1951754348537,293.4355169484751,1.0,49.48735985708889
