Serial_No,Time,Fin,Ca0,Cb0,T0,Q,Tcin,Fc,Ca,Cb,Cc,Cd,T,Tc,h,Xa
145,01:48:55,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00854306132675,65.00854306132675,34.99145693867341,34.99145693867341,293.4125994972808,293.0119805632632,1.0,34.99145693867325
146,01:48:56,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00852889376347,65.00852889376347,34.99147110623669,34.99147110623669,293.4125984313126,293.0119805301685,1.0,34.99147110623653
147,01:48:57,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00851594396023,65.00851594396023,34.991484056039916,34.991484056039916,293.41259739981547,293.0119804973335,1.0,34.991484056039766
148,01:48:58,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0085041119761,65.0085041119761,34.991495888024055,34.991495888024055,293.4125964020423,293.0119804648297,1.0,34.991495888023906
149,01:48:59,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00849330589993,65.00849330589993,34.99150669410021,34.99150669410021,293.4125954372265,293.0119804327195,1.0,34.99150669410007
150,01:49:00,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00848344121184,65.00848344121184,34.991516558788305,34.991516558788305,293.4125945045869,293.0119804010568,1.0,34.99151655878816
151,01:49:01,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00847444019504,65.00847444019504,34.9915255598051,34.9915255598051,293.4125936033314,293.01198036988814,1.0,34.991525559804955
152,01:49:02,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00846623139442,65.00846623139442,34.99153376860571,34.99153376860571,293.4125927326613,293.01198033925317,1.0,34.99153376860558
153,01:49:03,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00845874911785,65.00845874911785,34.99154125088227,34.99154125088227,293.4125918917742,293.0119803091854,1.0,34.99154125088215
154,01:49:04,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00845193297702,65.00845193297702,34.99154806702308,34.99154806702308,293.4125910798669,293.01198027971276,1.0,34.991548067022975
155,01:49:05,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00844572746468,65.00844572746468,34.991554272535424,34.991554272535424,293.4125902961383,293.01198025085824,1.0,34.991554272535325
156,01:49:06,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00844008156523,65.00844008156523,34.991559918434874,34.991559918434874,293.41258953979144,293.0119802226403,1.0,34.991559918434774
157,01:49:07,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00843494839636,65.00843494839636,34.991565051603736,34.991565051603736,293.41258881003546,293.0119801950733,1.0,34.991565051603644
158,01:49:08,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00843028487897,65.00843028487897,34.991569715121116,34.991569715121116,293.4125881060876,293.01198016816795,1.0,34.99156971512103
159,01:49:09,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00842605143332,65.00842605143332,34.99157394856676,34.99157394856676,293.4125874271745,293.0119801419317,1.0,34.99157394856668
160,01:49:10,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0084222116992,65.0084222116992,34.99157778830087,34.99157778830087,293.41258677253376,293.0119801163691,1.0,34.9915777883008
161,01:49:11,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0084187322784,65.0084187322784,34.99158126772167,34.99158126772167,293.41258614141486,293.0119800914821,1.0,34.9915812677216
162,01:49:12,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00841558249753,65.00841558249753,34.99158441750254,34.99158441750254,293.41258553308023,293.0119800672704,1.0,34.991584417502466
163,01:49:13,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00841273418973,65.00841273418973,34.99158726581034,34.99158726581034,293.412584946806,293.0119800437315,1.0,34.99158726581027
164,01:49:14,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0084101614937,65.0084101614937,34.991589838506364,34.991589838506364,293.4125843818829,293.01198002086136,1.0,34.9915898385063
165,01:49:15,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00840784066868,65.00840784066868,34.99159215933138,34.99159215933138,293.4125838376164,293.0119799986541,1.0,34.99159215933132
166,01:49:16,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00840574992415,65.00840574992415,34.99159425007591,34.99159425007591,293.4125833133277,293.0119799771026,1.0,34.99159425007585
167,01:49:17,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00840386926306,65.00840386926306,34.991596130736994,34.991596130736994,293.4125828083534,293.0119799561985,1.0,34.99159613073694
168,01:49:18,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00840218033757,65.00840218033757,34.99159781966248,34.99159781966248,293.41258232204655,293.01197993593235,1.0,34.99159781966243
169,01:49:19,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00840066631618,65.00840066631618,34.99159933368387,34.99159933368387,293.4125818537761,293.01197991629385,1.0,34.99159933368382
170,01:49:20,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839931176154,65.00839931176154,34.99160068823851,34.99160068823851,293.41258140292746,293.01197989727194,1.0,34.991600688238464
171,01:49:21,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839810251793,65.00839810251793,34.99160189748212,34.99160189748212,293.4125809689024,293.01197987885496,1.0,34.99160189748207
172,01:49:22,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839702560774,65.00839702560774,34.99160297439231,34.99160297439231,293.4125805511189,293.0119798610306,1.0,34.991602974392265
173,01:49:23,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839606913617,65.00839606913617,34.99160393086387,34.99160393086387,293.4125801490114,293.01197984378626,1.0,34.99160393086383
174,01:49:24,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083952222036,65.0083952222036,34.99160477779644,34.99160477779644,293.41257976203036,293.01197982710886,1.0,34.9916047777964
175,01:49:25,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839447482484,65.00839447482484,34.9916055251752,34.9916055251752,293.4125793896424,293.01197981098517,1.0,34.99160552517516
176,01:49:26,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839381785494,65.00839381785494,34.9916061821451,34.9916061821451,293.41257903133,293.01197979540166,1.0,34.99160618214506
177,01:49:27,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083932429209,65.0083932429209,34.99160675707913,34.99160675707913,293.4125786865911,293.0119797803448,1.0,34.9916067570791
178,01:49:28,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839274235882,65.00839274235882,34.99160725764122,34.99160725764122,293.41257835493917,293.0119797658009,1.0,34.99160725764118
179,01:49:29,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839230915605,65.00839230915605,34.991607690843985,34.991607690843985,293.41257803590287,293.01197975175626,1.0,34.99160769084395
180,01:49:30,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839193689808,65.00839193689808,34.99160806310195,34.99160806310195,293.4125777290257,293.01197973819717,1.0,34.99160806310192
181,01:49:31,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839161971959,65.00839161971959,34.99160838028044,34.99160838028044,293.41257743386575,293.01197972511005,1.0,34.99160838028041
182,01:49:32,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839135225944,65.00839135225944,34.991608647740584,34.991608647740584,293.4125771499954,293.0119797124814,1.0,34.99160864774056
183,01:49:33,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839112961931,65.00839112961931,34.99160887038071,34.99160887038071,293.412576877001,293.0119797002978,1.0,34.99160887038069
184,01:49:34,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839094732567,65.00839094732567,34.991609052674356,34.991609052674356,293.4125766144826,293.01197968854603,1.0,34.991609052674335
185,01:49:35,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839080129471,65.00839080129471,34.99160919870531,34.99160919870531,293.4125763620536,293.01197967721305,1.0,34.99160919870529
186,01:49:36,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839068780023,65.00839068780023,34.991609312199785,34.991609312199785,293.4125761193403,293.011979666286,1.0,34.99160931219977
187,01:49:37,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839060344404,65.00839060344404,34.99160939655597,34.99160939655597,293.4125758859819,293.0119796557522,1.0,34.99160939655596
188,01:49:38,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839054512875,65.00839054512875,34.99160945487127,34.99160945487127,293.4125756616297,293.0119796455993,1.0,34.99160945487125
189,01:49:39,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839051003273,65.00839051003273,34.99160948996729,34.99160948996729,293.41257544594725,293.0119796358151,1.0,34.991609489967274
190,01:49:40,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083904955872,65.0083904955872,34.991609504412814,34.991609504412814,293.41257523860963,293.0119796263877,1.0,34.99160950441281
191,01:49:41,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839049945505,65.00839049945505,34.99160950054495,34.99160950054495,293.4125750393033,293.01197961730537,1.0,34.99160950054495
192,01:49:42,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839051951147,65.00839051951147,34.99160948048853,34.99160948048853,293.41257484772575,293.0119796085568,1.0,34.991609480488535
193,01:49:43,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839055382609,65.00839055382609,34.991609446173904,34.991609446173904,293.4125746635852,293.01197960013087,1.0,34.99160944617391
194,01:49:44,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839060064658,65.00839060064658,34.99160939935342,34.99160939935342,293.4125744866002,293.01197959201664,1.0,34.99160939935342
195,01:49:45,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083906583836,65.0083906583836,34.991609341616396,34.991609341616396,293.41257431649933,293.01197958420363,1.0,34.991609341616396
196,01:49:46,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839072559702,65.00839072559702,34.99160927440297,34.99160927440297,293.41257415302107,293.0119795766815,1.0,34.991609274402975
197,01:49:47,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839080098316,65.00839080098316,34.99160919901683,34.99160919901683,293.41257399591325,293.0119795694402,1.0,34.991609199016835
198,01:49:48,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839088336315,65.00839088336315,34.991609116636845,34.991609116636845,293.4125738449328,293.01197956247006,1.0,34.99160911663685
199,01:49:49,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839097167221,65.00839097167221,34.99160902832778,34.99160902832778,293.4125736998456,293.0119795557616,1.0,34.99160902832779
200,01:49:50,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839106494986,65.00839106494986,34.99160893505014,34.99160893505014,293.412573560426,293.01197954930564,1.0,34.99160893505014
201,01:49:51,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839116233085,65.00839116233085,34.991608837669155,34.991608837669155,293.4125734264567,293.0119795430932,1.0,34.99160883766915
202,01:49:52,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083912630369,65.0083912630369,34.99160873696311,34.99160873696311,293.41257329772833,293.01197953711574,1.0,34.9916087369631
203,01:49:53,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839136636911,65.00839136636911,34.99160863363089,34.99160863363089,293.4125731740394,293.0119795313648,1.0,34.99160863363089
204,01:49:54,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839147170099,65.00839147170099,34.991608528299004,34.991608528299004,293.41257305519576,293.0119795258322,1.0,34.99160852829901
205,01:49:55,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839157847206,65.00839157847206,34.99160842152793,34.99160842152793,293.4125729410106,293.0119795205101,1.0,34.99160842152794
206,01:49:56,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.008391686182,65.008391686182,34.99160831381799,34.99160831381799,293.41257283130386,293.0119795153909,1.0,34.991608313818006
207,01:49:57,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839179438525,65.00839179438525,34.99160820561474,34.99160820561474,293.4125727259025,293.01197951046726,1.0,34.99160820561475
208,01:49:58,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839190268613,65.00839190268613,34.99160809731386,34.99160809731386,293.41257262463984,293.011979505732,1.0,34.99160809731387
209,01:49:59,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839201073428,65.00839201073428,34.991607989265695,34.991607989265695,293.4125725273554,293.01197950117813,1.0,34.99160798926572
210,01:50:00,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839211822058,65.00839211822058,34.9916078817794,34.9916078817794,293.41257243389487,293.0119794967991,1.0,34.991607881779416
211,01:50:01,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083922248733,65.0083922248733,34.99160777512668,34.99160777512668,293.4125723441097,293.01197949258835,1.0,34.991607775126695
212,01:50:02,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083923304547,65.0083923304547,34.991607669545296,34.991607669545296,293.41257225785705,293.0119794885397,1.0,34.9916076695453
213,01:50:03,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839243475777,65.00839243475777,34.99160756524223,34.99160756524223,293.4125721749994,293.0119794846471,1.0,34.991607565242234
214,01:50:04,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839253760343,65.00839253760343,34.991607462396566,34.991607462396566,293.4125720954045,293.01197948090476,1.0,34.99160746239657
215,01:50:05,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083926388378,65.0083926388378,34.99160736116218,34.99160736116218,293.41257201894524,293.011979477307,1.0,34.991607361162195
216,01:50:06,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839273832983,65.00839273832983,34.991607261670154,34.991607261670154,293.41257194549917,293.0119794738485,1.0,34.99160726167017
217,01:50:07,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.008392835969,65.008392835969,34.99160716403099,34.99160716403099,293.4125718749487,293.01197947052395,1.0,34.991607164030995
218,01:50:08,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839293166337,65.00839293166337,34.991607068336634,34.991607068336634,293.41257180718065,293.01197946732833,1.0,34.991607068336634
219,01:50:09,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839302533767,65.00839302533767,34.99160697466234,34.99160697466234,293.4125717420862,293.01197946425674,1.0,34.99160697466233
220,01:50:10,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839311693166,65.00839311693166,34.99160688306835,34.99160688306835,293.4125716795607,293.0119794613045,1.0,34.99160688306834
221,01:50:11,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839320639855,65.00839320639855,34.991606793601456,34.991606793601456,293.4125716195036,293.0119794584672,1.0,34.99160679360145
222,01:50:12,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839329370363,65.00839329370363,34.99160670629638,34.99160670629638,293.41257156181814,293.0119794557403,1.0,34.991606706296366
223,01:50:13,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839337882294,65.00839337882294,34.99160662117708,34.99160662117708,293.4125715064113,293.01197945311964,1.0,34.991606621177056
224,01:50:15,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839346174213,65.00839346174213,34.99160653825789,34.99160653825789,293.4125714531938,293.0119794506012,1.0,34.99160653825787
225,01:50:16,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083935424554,65.0083935424554,34.99160645754462,34.99160645754462,293.41257140207955,293.0119794481811,1.0,34.991606457544606
226,01:50:17,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839362096453,65.00839362096453,34.991606379035495,34.991606379035495,293.412571352986,293.0119794458555,1.0,34.991606379035474
227,01:50:18,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839369727798,65.00839369727798,34.99160630272204,34.99160630272204,293.41257130583375,293.0119794436208,1.0,34.99160630272202
228,01:50:19,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839377141013,65.00839377141013,34.99160622858989,34.99160622858989,293.4125712605465,293.01197944147356,1.0,34.99160622858987
229,01:50:20,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839384338052,65.00839384338052,34.9916061566195,34.9916061566195,293.4125712170508,293.01197943941037,1.0,34.99160615661948
230,01:50:21,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083939132132,65.0083939132132,34.99160608678682,34.99160608678682,293.41257117527624,293.011979437428,1.0,34.9916060867868
231,01:50:22,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839398093613,65.00839398093613,34.99160601906387,34.99160601906387,293.412571135155,293.01197943552336,1.0,34.991606019063866
232,01:50:23,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839404658069,65.00839404658069,34.99160595341932,34.99160595341932,293.41257109662206,293.0119794336934,1.0,34.99160595341931
233,01:50:24,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083941101811,65.0083941101811,34.991605889818906,34.991605889818906,293.4125710596147,293.01197943193523,1.0,34.9916058898189
234,01:50:25,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839417177406,65.00839417177406,34.99160582822595,34.99160582822595,293.4125710240729,293.01197943024613,1.0,34.99160582822594
235,01:50:26,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083942313983,65.0083942313983,34.9916057686017,34.9916057686017,293.41257098993884,293.01197942862336,1.0,34.9916057686017
236,01:50:27,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839428909427,65.00839428909427,34.99160571090573,34.99160571090573,293.41257095715696,293.0119794270644,1.0,34.99160571090573
237,01:50:28,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839434490378,65.00839434490378,34.99160565509622,34.99160565509622,293.4125709256739,293.0119794255667,1.0,34.99160565509622
238,01:50:29,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839439886971,65.00839439886971,34.99160560113028,34.99160560113028,293.4125708954384,293.01197942412796,1.0,34.99160560113029
239,01:50:30,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083944510358,65.0083944510358,34.991605548964195,34.991605548964195,293.41257086640127,293.0119794227458,1.0,34.9916055489642
240,01:50:31,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839450144633,65.00839450144633,34.99160549855365,34.99160549855365,293.4125708385151,293.0119794214181,1.0,34.99160549855367
241,01:50:32,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839455014602,65.00839455014602,34.991605449853964,34.991605449853964,293.4125708117344,293.0119794201427,1.0,34.99160544985398
242,01:50:33,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839459717976,65.00839459717976,34.99160540282023,34.99160540282023,293.4125707860155,293.0119794189176,1.0,34.99160540282024
243,01:50:34,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839464259248,65.00839464259248,34.991605357407515,34.991605357407515,293.4125707613165,293.01197941774075,1.0,34.99160535740752
244,01:50:35,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839468642899,65.00839468642899,34.99160531357101,34.99160531357101,293.41257073759704,293.0119794166103,1.0,34.991605313571014
245,01:50:36,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839472873388,65.00839472873388,34.99160527126611,34.99160527126611,293.41257071481834,293.0119794155245,1.0,34.991605271266124
246,01:50:37,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083947695514,65.0083947695514,34.991605230448585,34.991605230448585,293.41257069294323,293.0119794144815,1.0,34.9916052304486
247,01:50:38,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839480892535,65.00839480892535,34.99160519107464,34.99160519107464,293.41257067193595,293.0119794134797,1.0,34.991605191074655
248,01:50:39,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839484689897,65.00839484689897,34.99160515310102,34.99160515310102,293.41257065176217,293.01197941251746,1.0,34.991605153101034
249,01:50:40,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839488351491,65.00839488351491,34.991605116485076,34.991605116485076,293.41257063238885,293.0119794115932,1.0,34.99160511648509
250,01:50:41,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839491881517,65.00839491881517,34.991605081184815,34.991605081184815,293.41257061378434,293.01197941070546,1.0,34.99160508118483
251,01:50:42,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.008394952841,65.008394952841,34.99160504715898,34.99160504715898,293.41257059591817,293.0119794098528,1.0,34.991605047159
252,01:50:43,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083949856329,65.0083949856329,34.991605014367074,34.991605014367074,293.4125705787611,293.01197940903387,1.0,34.991605014367096
253,01:50:44,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839501723055,65.00839501723055,34.991604982769424,34.991604982769424,293.4125705622851,293.0119794082473,1.0,34.991604982769445
254,01:50:45,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839504767279,65.00839504767279,34.99160495232719,34.99160495232719,293.41257054646314,293.0119794074919,1.0,34.99160495232721
255,01:50:46,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083950769976,65.0083950769976,34.99160492300238,34.99160492300238,293.4125705312693,293.01197940676633,1.0,34.9916049230024
256,01:50:47,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839510524207,65.00839510524207,34.991604894757906,34.991604894757906,293.4125705166787,293.0119794060695,1.0,34.99160489475793
257,01:50:48,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839513244242,65.00839513244242,34.99160486755756,34.99160486755756,293.41257050266745,293.0119794054002,1.0,34.991604867557584
258,01:50:49,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839515863392,65.00839515863392,34.99160484136606,34.99160484136606,293.41257048921256,293.0119794047574,1.0,34.99160484136608
259,01:50:50,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839518385095,65.00839518385095,34.99160481614903,34.99160481614903,293.412570476292,293.0119794041401,1.0,34.99160481614905
260,01:50:51,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839520812698,65.00839520812698,34.991604791872994,34.991604791872994,293.41257046388455,293.01197940354723,1.0,34.991604791873016
261,01:50:52,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839523149457,65.00839523149457,34.991604768505404,34.991604768505404,293.4125704519699,293.01197940297783,1.0,34.991604768505425
262,01:50:53,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839525398536,65.00839525398536,34.99160474601462,34.99160474601462,293.41257044052844,293.011979402431,1.0,34.991604746014644
263,01:50:54,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839527563006,65.00839527563006,34.99160472436992,34.99160472436992,293.4125704295414,293.0119794019058,1.0,34.991604724369935
264,01:50:55,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839529645853,65.00839529645853,34.99160470354145,34.99160470354145,293.4125704189908,293.01197940140145,1.0,34.99160470354147
265,01:50:56,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839531649972,65.00839531649972,34.99160468350026,34.99160468350026,293.4125704088593,293.0119794009171,1.0,34.991604683500285
266,01:50:57,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083953357817,65.0083953357817,34.991604664218286,34.991604664218286,293.41257039913035,293.0119794004519,1.0,34.9916046642183
267,01:50:58,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839535433168,65.00839535433168,34.991604645668296,34.991604645668296,293.4125703897879,293.01197940000515,1.0,34.99160464566832
268,01:50:59,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839537217604,65.00839537217604,34.99160462782394,34.99160462782394,293.4125703808166,293.0119793995761,1.0,34.99160462782396
269,01:51:00,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839538934031,65.00839538934031,34.99160461065967,34.99160461065967,293.41257037220174,293.0119793991641,1.0,34.99160461065969
270,01:51:01,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083954058492,65.0083954058492,34.99160459415078,34.99160459415078,293.4125703639292,293.0119793987684,1.0,34.9916045941508
271,01:51:02,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839542172663,65.00839542172663,34.99160457827334,34.99160457827334,293.41257035598534,293.0119793983884,1.0,34.99160457827337
272,01:51:03,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839543699576,65.00839543699576,34.99160456300422,34.99160456300422,293.4125703483571,293.01197939802347,1.0,34.991604563004245
273,01:51:04,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839545167892,65.00839545167892,34.99160454832106,34.99160454832106,293.41257034103205,293.01197939767303,1.0,34.99160454832108
274,01:51:05,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839546579776,65.00839546579776,34.99160453420221,34.99160453420221,293.4125703339981,293.0119793973365,1.0,34.99160453420224
275,01:51:06,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839547937318,65.00839547937318,34.991604520626794,34.991604520626794,293.41257032724366,293.01197939701336,1.0,34.99160452062682
276,01:51:07,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839549242535,65.00839549242535,34.991604507574614,34.991604507574614,293.41257032075765,293.011979396703,1.0,34.99160450757465
277,01:51:08,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839550497379,65.00839550497379,34.99160449502617,34.99160449502617,293.41257031452943,293.01197939640497,1.0,34.99160449502621
278,01:51:09,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839551703731,65.00839551703731,34.99160448296266,34.99160448296266,293.4125703085487,293.01197939611876,1.0,34.991604482962686
279,01:51:10,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083955286341,65.0083955286341,34.99160447136588,34.99160447136588,293.4125703028057,293.0119793958439,1.0,34.9916044713659
280,01:51:11,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839553978166,65.00839553978166,34.99160446021831,34.99160446021831,293.412570297291,293.01197939558,1.0,34.99160446021834
281,01:51:12,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839555049694,65.00839555049694,34.991604449503036,34.991604449503036,293.41257029199545,293.01197939532653,1.0,34.99160444950306
282,01:51:13,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839556079626,65.00839556079626,34.991604439203726,34.991604439203726,293.4125702869104,293.01197939508313,1.0,34.99160443920374
283,01:51:14,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839557069534,65.00839557069534,34.991604429304644,34.991604429304644,293.41257028202745,293.0119793948494,1.0,34.99160442930466
284,01:51:15,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839558020938,65.00839558020938,34.991604419790605,34.991604419790605,293.4125702773386,293.011979394625,1.0,34.99160441979062
285,01:51:16,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.008395589353,65.008395589353,34.99160441064698,34.99160441064698,293.41257027283615,293.0119793944094,1.0,34.991604410647
286,01:51:17,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839559814031,65.00839559814031,34.99160440185966,34.99160440185966,293.4125702685127,293.01197939420246,1.0,34.99160440185969
287,01:51:18,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839560658491,65.00839560658491,34.99160439341507,34.99160439341507,293.4125702643611,293.0119793940037,1.0,34.99160439341509
288,01:51:19,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0083956146999,65.0083956146999,34.991604385300086,34.991604385300086,293.41257026037454,293.0119793938128,1.0,34.99160438530011
289,01:51:20,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00839562249787,65.00839562249787,34.991604377502114,34.991604377502114,293.4125702565465,293.01197939362953,1.0,34.99160437750213
