Serial_No,Time,Fin,Ca0,Cb0,T0,Q,Tcin,Fc,Ca,Cb,Cc,Cd,T,Tc,h,Xa
44,01:47:13,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.84990863128938,65.84990863128938,34.15009136871778,34.15009136871778,293.40425163292616,293.01103761425975,1.0,34.15009136871062
45,01:47:14,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.78331585151369,65.78331585151369,34.21668414849319,34.21668414849319,293.4049838067634,293.0111072158072,1.0,34.21668414848631
46,01:47:15,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.72200050120202,65.72200050120202,34.27799949880459,34.27799949880459,293.40565500659636,293.01117199703424,1.0,34.27799949879798
47,01:47:16,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.66554250844752,65.66554250844752,34.33445749155884,34.33445749155884,293.4062702043079,293.01123226370044,1.0,34.334457491552484
48,01:47:17,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.61355554372548,65.61355554372548,34.386444456280614,34.386444456280614,293.4068339676184,293.0112883051782,1.0,34.38644445627452
49,01:47:18,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.56568426229302,65.56568426229302,34.434315737712836,34.434315737712836,293.40735049331084,293.01134039495673,1.0,34.43431573770698
50,01:47:19,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.52160177909423,65.52160177909423,34.4783982209114,34.4783982209114,293.4078236376459,293.0113887911869,1.0,34.478398220905774
51,01:47:20,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.48100735550489,65.48100735550489,34.51899264450052,34.51899264450052,293.40825694421903,293.01143373725546,1.0,34.518992644495114
52,01:47:21,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.44362427924189,65.44362427924189,34.55637572076331,34.55637572076331,293.40865366948395,293.0114754623791,1.0,34.55637572075811
53,01:47:22,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.40919792054044,65.40919792054044,34.59080207946457,34.59080207946457,293.4090168061474,293.01151418220934,1.0,34.590802079459564
54,01:47:23,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.37749394929243,65.37749394929243,34.622506050712374,34.622506050712374,293.40934910461993,293.0115500994421,1.0,34.62250605070757
55,01:47:24,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.34829669926386,65.34829669926386,34.65170330074076,34.65170330074076,293.4096530926911,293.011583404426,1.0,34.651703300736145
56,01:47:25,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.32140766678772,65.32140766678772,34.67859233321671,34.67859233321671,293.4099310935807,293.0116142757645,1.0,34.67859233321228
57,01:47:26,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.29664413247825,65.29664413247825,34.70335586752601,34.70335586752601,293.4101852425058,293.0116428809082,1.0,34.70335586752175
58,01:47:27,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.27383789554648,65.27383789554648,34.72616210445761,34.72616210445761,293.41041750188776,293.0116693767347,1.0,34.72616210445352
59,01:47:28,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.25283411123026,65.25283411123026,34.74716588877366,34.74716588877366,293.4106296753159,293.0116939101124,1.0,34.74716588876974
60,01:47:29,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.23349022269338,65.23349022269338,34.76650977731038,34.76650977731038,293.41082342037055,293.0117166184478,1.0,34.766509777306624
61,01:47:30,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.21567497950983,65.21567497950983,34.78432502049379,34.78432502049379,293.41100026040255,293.01173763021353,1.0,34.78432502049017
62,01:47:31,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.1992675355379,65.1992675355379,34.800732464465575,34.800732464465575,293.4111615953546,293.01175706545746,1.0,34.8007324644621
63,01:47:32,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.18415661961303,65.18415661961303,34.8158433803903,34.8158433803903,293.41130871170463,293.0117750362907,1.0,34.815843380386966
64,01:47:33,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.17023977305455,65.17023977305455,34.82976022694865,34.82976022694865,293.41144279160426,293.0117916473556,1.0,34.82976022694545
65,01:47:34,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.15742264849538,65.15742264849538,34.84257735150769,34.84257735150769,293.4115649212775,293.01180699627236,1.0,34.842577351504616
66,01:47:35,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.14561836501156,65.14561836501156,34.8543816349914,34.8543816349914,293.4116760987417,293.01182117406495,1.0,34.85438163498844
67,01:47:36,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.13474691495306,65.13474691495306,34.86525308504978,34.86525308504978,293.41177724090517,293.0118342655666,1.0,34.865253085046945
68,01:47:37,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.12473461826521,65.12473461826521,34.87526538173752,34.87526538173752,293.41186919009334,293.01184634980456,1.0,34.87526538173479
69,01:47:38,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.11551362044229,65.11551362044229,34.884486379560336,34.884486379560336,293.4119527200491,293.0118575003651,1.0,34.884486379557714
70,01:47:39,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.1070214305772,65.1070214305772,34.89297856942532,34.89297856942532,293.4120285414509,293.01186778573935,1.0,34.892978569422795
71,01:47:40,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.09920049626457,65.09920049626457,34.90079950373785,34.90079950373785,293.41209730698756,293.01187726965014,1.0,34.90079950373543
72,01:47:41,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.091997812383,65.091997812383,34.908002187619324,34.908002187619324,293.41215961602495,293.01188601136056,1.0,34.908002187617
73,01:47:42,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0853645610275,65.0853645610275,34.91463543897472,34.91463543897472,293.4122160188988,293.01189406596535,1.0,34.914635438972496
74,01:47:43,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.07925578008717,65.07925578008717,34.92074421991497,34.92074421991497,293.4122670208627,293.0119014846652,1.0,34.920744219912834
75,01:47:44,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.07363005816832,65.07363005816832,34.92636994183374,34.92636994183374,293.41231308571986,293.01190831502504,1.0,34.92636994183168
76,01:47:45,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.06844925375138,65.06844925375138,34.93155074625061,34.93155074625061,293.4123546391635,293.01191460121703,1.0,34.93155074624862
77,01:47:46,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.06367823664124,65.06367823664124,34.93632176336068,34.93632176336068,293.4123920718497,293.01192038424875,1.0,34.93632176335876
78,01:47:47,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.05928464992901,65.05928464992901,34.94071535007283,34.94071535007283,293.41242574222434,293.01192570217756,1.0,34.94071535007099
79,01:47:48,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.05523869082703,65.05523869082703,34.94476130917475,34.94476130917475,293.412455979123,293.01193059031135,1.0,34.944761309172975
80,01:47:49,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.05151290887162,65.05151290887162,34.9484870911301,34.9484870911301,293.41248308416317,293.0119350813974,1.0,34.948487091128385
81,01:47:50,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.04808202010967,65.04808202010967,34.951917979891974,34.951917979891974,293.4125073339447,293.01193920579846,1.0,34.951917979890325
82,01:47:51,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.04492273599647,65.04492273599647,34.955077264005126,34.955077264005126,293.41252898207404,293.0119429916581,1.0,34.955077264003535
83,01:47:52,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0420136058343,65.0420136058343,34.957986394167236,34.957986394167236,293.4125482610261,293.0119464650555,1.0,34.9579863941657
84,01:47:53,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.03933487167603,65.03933487167603,34.96066512832544,34.96066512832544,293.41256538385727,293.0119496501496,1.0,34.96066512832397
85,01:47:54,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.03686833470312,65.03686833470312,34.9631316652983,34.9631316652983,293.41258054578117,293.0119525693144,1.0,34.963131665296885
86,01:47:55,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.03459723216753,65.03459723216753,34.96540276783383,34.96540276783383,293.4125939256178,293.011955243265,1.0,34.96540276783247
87,01:47:56,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0325061240596,65.0325061240596,34.96749387594171,34.96749387594171,293.41260568712687,293.0119576911752,1.0,34.967493875940406
88,01:47:57,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.03058078873069,65.03058078873069,34.969419211270576,34.969419211270576,293.41261598023397,293.0119599307875,1.0,34.96941921126931
89,01:47:58,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.02880812676116,65.02880812676116,34.971191873240066,34.971191873240066,293.41262494215846,293.01196197851544,1.0,34.97119187323884
90,01:47:59,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.02717607242056,65.02717607242056,34.97282392758062,34.97282392758062,293.4126326984508,293.0119638495391,1.0,34.97282392757944
91,01:48:00,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.02567351211906,65.02567351211906,34.97432648788208,34.97432648788208,293.41263936394665,293.011965557894,1.0,34.974326487880944
92,01:48:01,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.02429020929688,65.02429020929688,34.97570979070422,34.97570979070422,293.41264504364415,293.011967116554,1.0,34.97570979070312
93,01:48:02,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.02301673524249,65.02301673524249,34.976983264758566,34.976983264758566,293.41264983351084,293.0119685375084,1.0,34.97698326475751
94,01:48:03,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.02184440537071,65.02184440537071,34.9781555946303,34.9781555946303,293.4126538212256,293.01196983183365,1.0,34.978155594629285
95,01:48:04,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.02076522052916,65.02076522052916,34.979234779471824,34.979234779471824,293.4126570868607,293.01197100976043,1.0,34.97923477947084
96,01:48:05,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0197718129356,65.0197718129356,34.980228187065336,34.980228187065336,293.4126597035093,293.0119720807353,1.0,34.9802281870644
97,01:48:06,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.01885739638057,65.01885739638057,34.98114260362034,34.98114260362034,293.412661737862,293.0119730534787,1.0,34.98114260361943
98,01:48:07,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.01801572035795,65.01801572035795,34.98198427964293,34.98198427964293,293.4126632507368,293.01197393603854,1.0,34.98198427964205
99,01:48:08,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0172410278138,65.0172410278138,34.98275897218706,34.98275897218706,293.4126642975667,293.01197473584017,1.0,34.982758972186204
100,01:48:09,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0165280162274,65.0165280162274,34.98347198377343,34.98347198377343,293.4126649288476,293.0119754597324,1.0,34.9834719837726
101,01:48:10,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0158718017617,65.0158718017617,34.98412819823909,34.98412819823909,293.4126651905498,293.01197611403074,1.0,34.984128198238295
102,01:48:11,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.01526788624085,65.01526788624085,34.984732113759925,34.984732113759925,293.4126651244963,293.0119767045571,1.0,34.98473211375915
103,01:48:12,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.01471212673162,65.01471212673162,34.98528787326911,34.98528787326911,293.41266476871067,293.011977236677,1.0,34.985287873268376
104,01:48:13,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0142007075236,65.0142007075236,34.98579929247711,34.98579929247711,293.41266415773623,293.0119777153337,1.0,34.9857992924764
105,01:48:14,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.01373011431843,65.01373011431843,34.98626988568224,34.98626988568224,293.4126633229297,293.0119781450803,1.0,34.986269885681565
106,01:48:15,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.01329711045439,65.01329711045439,34.98670288954625,34.98670288954625,293.41266229273043,293.01197853010905,1.0,34.98670288954561
107,01:48:16,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.01289871500532,65.01289871500532,34.98710128499528,34.98710128499528,293.4126610929084,293.0119788742788,1.0,34.98710128499468
108,01:48:17,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.01253218260639,65.01253218260639,34.98746781739419,34.98746781739419,293.4126597467911,293.01197918114053,1.0,34.98746781739361
109,01:48:18,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.01219498487038,65.01219498487038,34.98780501513018,34.98780501513018,293.4126582754728,293.01197945396063,1.0,34.987805015129624
110,01:48:19,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.01188479326909,65.01188479326909,34.98811520673145,34.98811520673145,293.41265669800566,293.0119796957428,1.0,34.98811520673091
111,01:48:20,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.01159946336443,65.01159946336443,34.988400536636085,34.988400536636085,293.41265503157626,293.01197990924817,1.0,34.98840053663557
112,01:48:21,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.01133702028272,65.01133702028272,34.988662979717766,34.988662979717766,293.4126532916667,293.011980097014,1.0,34.988662979717276
113,01:48:22,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.01109564533418,65.01109564533418,34.98890435466628,34.98890435466628,293.41265149220266,293.0119802613709,1.0,34.98890435466582
114,01:48:23,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.01087366368736,65.01087366368736,34.989126336313085,34.989126336313085,293.41264964568984,293.011980404459,1.0,34.98912633631264
115,01:48:24,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.01066953301539,65.01066953301539,34.98933046698505,34.98933046698505,293.4126477633383,293.01198052824253,1.0,34.98933046698461
116,01:48:25,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0104818330373,65.0104818330373,34.98951816696312,34.98951816696312,293.41264585517706,293.01198063452364,1.0,34.9895181669627
117,01:48:26,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.01030925588417,65.01030925588417,34.989690744116245,34.989690744116245,293.4126439301586,293.01198072495504,1.0,34.98969074411583
118,01:48:27,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.01015059722464,65.01015059722464,34.989849402775754,34.989849402775754,293.4126419962555,293.0119808010517,1.0,34.98984940277536
119,01:48:28,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.01000474809038,65.01000474809038,34.98999525190999,34.98999525190999,293.41264006054826,293.0119808642017,1.0,34.98999525190962
120,01:48:29,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00987068734607,65.00987068734607,34.99012931265428,34.99012931265428,293.4126381293061,293.0119809156761,1.0,34.990129312653934
121,01:48:30,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00974747475313,65.00974747475313,34.990252525247215,34.990252525247215,293.41263620806103,293.01198095663835,1.0,34.99025252524687
122,01:48:32,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00963424458052,65.00963424458052,34.9903657554198,34.9903657554198,293.4126343016754,293.0119809881529,1.0,34.990365755419475
123,01:48:33,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00953019971945,65.00953019971945,34.99046980028087,34.99046980028087,293.41263241440413,293.0119810111928,1.0,34.99046980028055
124,01:48:34,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00943460626208,65.00943460626208,34.99056539373823,34.99056539373823,293.41263054995136,293.0119810266473,1.0,34.990565393737924
125,01:48:35,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00934678850801,65.00934678850801,34.99065321149228,34.99065321149228,293.41262871152236,293.0119810353282,1.0,34.99065321149199
126,01:48:36,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00926612436457,65.00926612436457,34.9907338756357,34.9907338756357,293.41262690187125,293.01198103797645,1.0,34.99073387563543
127,01:48:37,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0091920411099,65.0091920411099,34.990807958890365,34.990807958890365,293.4126251233442,293.0119810352677,1.0,34.9908079588901
128,01:48:38,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00912401149029,65.00912401149029,34.99087598850997,34.99087598850997,293.41262337791926,293.0119810278176,1.0,34.990875988509714
129,01:48:39,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00906155012548,65.00906155012548,34.990938449874776,34.990938449874776,293.41262166724266,293.0119810161867,1.0,34.99093844987452
130,01:48:40,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00900421019753,65.00900421019753,34.990995789802724,34.990995789802724,293.41261999266186,293.01198100088493,1.0,34.99099578980247
131,01:48:41,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00895158040093,65.00895158040093,34.991048419599316,34.991048419599316,293.4126183552558,293.01198098237563,1.0,34.99104841959907
132,01:48:42,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00890328213346,65.00890328213346,34.99109671786678,34.99109671786678,293.4126167558627,293.01198096107964,1.0,34.99109671786654
133,01:48:43,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00885896690869,65.00885896690869,34.99114103309155,34.99114103309155,293.4126151951049,293.0119809373787,1.0,34.99114103309131
134,01:48:44,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0088183139727,65.0088183139727,34.99118168602754,34.99118168602754,293.41261367341195,293.0119809116186,1.0,34.9911816860273
135,01:48:45,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00878102810898,65.00878102810898,34.99121897189124,34.99121897189124,293.41261219104166,293.01198088411223,1.0,34.991218971891016
136,01:48:46,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00874683761661,65.00874683761661,34.991253162383614,34.991253162383614,293.41261074809887,293.01198085514244,1.0,34.99125316238339
137,01:48:47,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00871549244795,65.00871549244795,34.991284507552265,34.991284507552265,293.41260934455295,293.0119808249645,1.0,34.99128450755205
138,01:48:48,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00868676249358,65.00868676249358,34.991313237506624,34.991313237506624,293.41260798025337,293.01198079380833,1.0,34.99131323750642
139,01:48:49,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00866043600251,65.00866043600251,34.991339563997684,34.991339563997684,293.4126066549441,293.01198076188086,1.0,34.991339563997485
140,01:48:50,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00863631812727,65.00863631812727,34.99136368187292,34.99136368187292,293.4126053682766,293.0119807293679,1.0,34.99136368187273
141,01:48:51,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00861422958384,65.00861422958384,34.99138577041634,34.99138577041634,293.41260411982154,293.011980696436,1.0,34.99138577041616
142,01:48:52,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00859400541755,65.00859400541755,34.99140599458263,34.99140599458263,293.4126029090794,293.01198066323394,1.0,34.99140599458245
143,01:48:53,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.0085754938664,65.0085754938664,34.991424506133775,34.991424506133775,293.4126017354903,293.0119806298946,1.0,34.9914245061336
144,01:48:54,0.02,100.0,100.0,293.0,0.0,293.0,0.01,65.00855855531425,65.00855855531425,34.99144144468592,34.99144144468592,293.41260059844257,293.0119805965361,1.0,34.99144144468575
